person_id,name_ar,name_lat,given_name_ar,family_name_ar,given_name_lat,family_name_lat,name_normalised,gender,birth_date,birth_date_precision,birth_place_ar,birth_governorate_id,death_date,death_date_precision,marital_status,n_children,languages,education_raw,education_level,occupation_raw,occupation_sector,biography_ar,wikidata_qid,first_mandate_start,n_mandates
TNP-00562,نفيسة المرزوقي,Nafissa Marzouki,,,,,نفيسه مرزوقي,female,1955-03-16,day,Jendouba,TN-32,,,mariée,2,fr,"Amendements sur la constitution Née le 16 Mars 1955 à Jendouba, Nafissa Marzouki est mariée et mère de deux enfants. Elle est diplômée de la Faculté des Lettres de 9 Avril, Tunis, où elle a obtenu sa maitrise en lettres françaises en Septembre 1979. Elle a été professeur de français d’abord au collège puis lycée secondaire de Jendouba entre 1979 et 1991. Ensuite, elle a été détachée à l’Institut Supérieur de Formation de Maitres, Bulla Regia, entre 1991 et 1999. De 1999 à 2003, elle a enseigné au lycée secondaire de Jendouba pour finalement être détachée à l’ISET de Jendouba entre 2003 et 2012. Elle a, entre autres, encadré des professeurs d’enseignement de premier cycle et professeur correcteur du baccalauréat pour différentes sessions. Elle a à son effectif un nombre de productions littéraires car elle a publié plusieurs nouvelles publiées entre 2004 et 2009 ainsi qu’un recueil de poèmes en 2011. Elle était déléguée syndicale au syndicat de l’enseignement secondaire au sein de l’Union Régionale de Jendouba entre 1980 et 1985. Elle est aussi adhérente à la ligue Tunisienne des Droits de l’Homme depuis les années 90 – section de Jendouba. Entre 1980 et 1984, elle a été membre du comité des ciné-clubs pour enfants de Jendouba et a aidé à la création d’une chorale pour enfants. Elle est aussi présidente de l’association Atfal Bledi depuis Juin 2012. Elle a adhéré au Ettakatol en Juin 2011 et est députée à l’ANC depuis Novembre 2012 en remplaçant Said Mchichi qui avait rejoint le gouvernement.",,,,ولدت يوم 16 مارس 1955 بجندوبة. هي متزوّجة و أمّ لطفلين. زاولت تعليمها العالي بكلية الآداب 9 أفريل بتونس أين تحصلت على الاستاذية في الادب الفرنسي سنة 1979. اشتغلت كأستاذة لغة فرنسية بالمعهد الثانوي بجندوبة بين سنوات 1979 و 1991 ثم انتقلت الى التدريس بالمعهد الأعلى لتكوين المعلمين ببيلاريجيا بين 1991 و 1999 ثم عادت الى المعهد الثانوي بجندوبة طيلة أربعة سنوات. بعد ذلك انتقلت الى التدريس بالمعهد الاعلى للدراسات التكنولوجية بجندوبة من 2003 الى 2012. لديها العديد من الأعمال و الاصدارات الأدبية و الشعرية التي قامت بنشرها بين سنوات 2004 و 2011. شغلت منصب مندوبة نقابية بنقابة التعليم الثانوي بجندوبة بين سنوات 1985 و 1990 كما كانت من المنخرطين في الرابطة التونسية للدفاع عن حقوق الانسان منذ أوائل التسعينات. فيما يخص النشاط الجمعياتي يذكر أن نفيسة العبيدي كانت عضوية في هيئة نوادي سينما الاطفال بجندوبة و ساهمت في تأسيس كورال للأطفال. بالإضافة الى ذلك قامت بتأسيس جمعية اطفال بلادي و هي ترأسها منذ جوان 2012. انضمت الى حزب التكتل الديمقراطي من أجل العمل و الحريات منذ جوان 2011 و هي تشغل خطة نائبة بالمجلس الوطني التأسيسي عن هذا الحزب و قد انضمت الى المجلس في نوفمبر 2012 لتعويض سعيد المشّيشي الذي انضمّ الى الحكومة.,,2011-11-22,1
TNP-00563,وردة التركي,Warda Turki,,,,,ورده تركي,female,,,,,,,,,,"Amendements sur la constitution Warda Turki a effectué ses études primaires à Hammamet, et secondaires à Nabeul. Elle a étudié la médecine en 1980 et s’est spécialisée en psychiatrie en 1985. Elle a par la suite travaillé à l’hopital Razi, est partie en retraite anticipée et a ouvert un cabinet privé mais l’a fermé suite aux élections. Elle n’avait pas d’activités politiques avant la révolution.",,,,درست الإبتدائي في الحمّامات والثّانوي في نابل. درست الطّب لتتخرّج سنة 1980 واختصّت في علم النّفس أين تخرّجت سنة 1985 وعملت بمستفى الرّازي. تحصّلت على التّقاعد المبكّر وفتحت عيادة خاصّة بعد ذلك، لكن أغلقتها اثر الإنتخابات. لم يكن لها نشاط سياسي قبل الثورة.,,2011-11-22,1
TNP-00564,محمد منذر بن رحال,Mohamed Mondher Ben Rahal,,,,,محمد منذر بن رحال,male,,,,,,,,,,"Amendements sur la constitution Mohamed Mondher Berrahal est né à la Médina de Tunis (Bab Mnara), a étudié aux lycées secondaires de Carthage Présidence et de Carthage Hannibal. Docteur en médecine dentaire diplômé de la faculté de médecine dentaire de Monastir, il est membre fondateur puis Secrétaire Général de l’amicale des médecins dentistes diplômés de la faculté de médecine dentaire de Monastir depuis 1996, membre fondateur du syndicat des médecins dentistes internes et résidents en 1984, et membre fondateur du Syndicat Tunisien des médecins dentistes de libre pratique (STMDLP) en 1988. Membre du Bureau directeur de la section de la Marsa puis de la section de la banlieue nord de la ligue Tunisienne des droits de l’Homme (L.T.D.H.) depuis 1988, il adhère en 1981 au Mouvement des Démocrates Socialistes (M.D.S.) où il est élu membre de la section de la Marsa en 1984, de la fédération de Tunis en 1988 et membre du conseil national en 1990 lors du troisième congrès du MDS. Suite à la déviation du M.D.S de sa ligne politique, il a démissionné de ce parti en décembre 1992 parmi le groupe du Dr Mustapha Ben Jaafar qui fondera par la suite le parti Ettakatol où il est élu membre du bureau politique d’Ettakatol trésorier du parti lors du congrès de mai 2009. Mohamed Mondher Berrahal remplace Khelil Ezzaouia, élu Ettakatol dans la circonscription de Tunis 2 qui avait démissionné, mettant fin au cumul de fonction entre ministre et député.",,,,ولد محمد منذر بن رحال بمدينة تونس (باب منارة) ودرس بالمعهد الثانوي قرطاج الرئاسة من ثم قرطاج حنبعل. دكتور في طب الأسنان ومتخرج من كلية طب الأسنان بالمنستير وهو عضو مؤسس ثم أمين عام لودادية أطباء الأسنان المتخرجين من كلية طب الأسنان بالمنستير منذ 1996. هو كذلك عضو مؤسس لنقابة أطباء الأسنان الداخليين والمقيمين في 1984 وعضو مؤسس للنقابة التونسية لأطباء الأسنان الممارسين بصفة حرة في 1988. عضو للمكتب المدير لفرع المرسى ثم لفرع الضاحية الشمالية للرابطة التونسية للدفاع عن حقوق الإنسان منذ 1988. في 1981، انخرط في حركة الديمقراطيين الإشتراكيين حيث تم انتخابه عضو فرع المرسى سنة 1984، ثم كنفدرالية تونس سنة 1988 وبعد ذلك عضو المجلس الوطني خلال المؤتمر الثالث للحركة سنة 1990. بعد إنحراف الحركة عن خطها السياسي، استقال من الحزب في ديسمبر 1992 مع مجموعة الدكتور مصطفى بن جعفر الذي أسس إثر ذلك حزب التكتل حيث تم إنتخابه كعضو للمكتب السياسي للحزب وأمين مال خلال مؤتمر ماي 2009. عوّض محمد منذر بن رحال خليل الزاوية، نائب حزب التكتل على دائرة تونس 2 والذي استقال ليضع نهاية لتوليه وظيفة وزير ونائب في نفس الوقت.,,2011-11-22,1
TNP-00565,منال القادري,Manel Kadri,,,,,منال قادري,female,1987-06-29,day,Kairouan,TN-41,,,,,,"Amendements sur la constitution Manel Kadri vient de Agueb, Sidi Bouzid. Elle est née le 29 Juin 1987 à Kairouan. Elle est titulaire d'un diplôme de master en sociologie et développement en Juin 2013.",,,,منال القادري من العقاب ولاية سيدي بوزيد، وهي من مواليد 29 جوان 1987 في القيروان. هي متحصلة على ماجستير في علم الإجتماع والتنمية في جوان 2013.,,2011-11-22,1
TNP-00566,فاضل الصغراوي,Fadhel Saghraoui,,,,,فاضل صغراوي,male,1982-12-01,day,Sidi Ali Ben Aoun,,,,,,,"Amendements sur la constitution Fadhel Saghraoui est né le 01 décembre 1982 à Sidi Ali Ben Aoun, il a fait ses études primaires et secondaires dans sa ville natale, puis a rejoint dans le cadre de ses études supérieures l’institut supérieur de formation des enseignants de Sbeîtla. Il est enseignant des écoles primaires. Il a été dans le mouvement des élèves nationalistes, puis a rejoint les rangs des étudiants nationalistes à l’université. Il a aussi été l’un des fondateurs du mouvement des unionistes Nassérites en 2005 et en 2009. Durant la révolution, il a été un de ses leaders et de ses prisonniers, il a fondé avec le martyr Mohamed Brahmi le premier mouvement du peuple, et le second, avant de fonder avec lui le courant populaire.",,,,ولد فاضل الصّغراوي في 01 ديسمبر 1982 بمنطقة سيدي علي بن عون، أين زاول تعليمه الابتدائي و الثّانوي، ثمّ التحق في اطار دراساته الجامعيّة بالمعهد الأعلى لتكوين المعلّمين بسبيطلة، وهو معلّم تعليم ابتدائي. كان في الحركة التّلمذيّة القوميّة، ثمّ التحق بصفوف الطّلبة القوميّين في الجامعة، و كان أيضا من مؤسّسي حركة الوحدويّين النّاصريّين سنني 2005 و 2009. خلال الثّورة، كان أحد قادتها و معتقليها، وقد أسّس رفقة الشّهيد محمّد البراهمي حركة الشّعب الأولى و الثّانية، قبل أن يؤّسس معه التّيار الشّعبي.,,2011-11-22,1
TNP-00567,منية بن نصر العيادي,Monia Ben Nasr Ayadi,,,,,منيه بن نصر عيادي,female,1960-03-11,day,,,,,mariée,3,,"Amendements sur la constitution Monia Ben Nasr Ayadi est née le 11 Mars 1960. Elle est mariée et mère de 3 enfants. Elle a travaillé en tant qu'institutrice à l'école primaire de la délégation Tinja du gouvernorat de Bizerte, et ensuite en tant que fonctionnaire à la Société Tunisienne pour des Industries de Pneumatiques. Secrétaire Générale du syndicat principal de la société (Union Générale Tunisienne du Travail) et coordinatrice de la commission de la femme et des jeunes de la région. Elle a rejoint le Forum Démocratique pour le Travail et les Libertés (Ettakatol) après la révolution. Elle était secrétaire générale de la section de Menzel Bourguiba, membre du bureau de Bizerte et membre du conseil national du parti. Elle a démissionné du parti depuis le 08 Mars 2013 et a rejoint le bloc démocrate dernièrement en tant qu'élue indépendante. Toutes ses demandes pour rejoindre une commission au sein de l'assemblée ont été refusées sans raison convaincante.",,,,منية بن نصر العيادي من مواليد 11 مارس 1960. متزوجة و ام لـ3 ابناء. المهنة معلمة بالمدرسة الابتدائية بمعتمدية تينجة من ولاية بنزرت ثم موظفة تسيير في الشركة التونسية لصناعة الاطارات المطاطية. كاتبة عامة للنقابة الاساسية للشركة (الاتحاد العام التونسي للشغل) ومنسقة للجنة المرأة و الشباب العامل في الجهة. التحقت بحزب التكتل الديمقراطي من اجل العمل والحريات بعد الثورة وكانت مسؤولياتها داخل الحزب متمثلة في كاتبة عامة لفرع منزل بورقيبة وعضوة بجامعة بنزرت وعضوة بالمجلس الوطني للحزب. استقالت من الحزب منذ 8 مارس 2013 والتحقت بالكتلة الديموقراطية اخيرا كنائبة مستقلة لكن رفضت كل مطالبها للالتحاق بأي لجنة داخل المجلس بدون سبب مقنع.,,2011-11-22,1
TNP-00568,سلمى نزيه الزنايدي,Salma Nazih Znaidi,,,,,سلمي نزيه زنايدي,female,,,,,,,,,,"Amendements sur la constitution Salma Zenaidi, femme tunisienne, originaire de la région de Kelibia assistante universitaire en informatique et traitement du signal et fille d'un universitaire. Suite à la révolution des libertés et de la dignité, à la fin février 2011, elle a adhéré au forum démocratique pour le travail et les libertés et elle a participé a l'initiation de la première section du parti a Kelibia où elle était secrétaire adjointe. Avril 2011, elle a intégré la commission centrale de déploiement et de recrutement du parti, c'est ce qui lui a permis d'être constamment au contact des citoyens et des militants de son parti. En octobre 2011, elle a été choisie comme deuxième membre sur la liste de la circonscription de Nabeul 1. Avril 2012, elle a été élue membres du conseil national transitoire du parti Ettakatol, pour travailler par la suite en tant que chargée de l'administration du parti sur la préparation du 2ème congrès qui a eu lieu le 5, 6, 7 juillet 2013 et suite auquel elle a été élue membre du bureau politique d'Ettakatol. Le 28 Avril 2014, elle rejoint l'assemblée nationale constituante suite à la démission de Abdellatif Abid qui a été récemment nommé pour le post de secrétaire général adjoint de la Ligue des Etats arabes.",,,,سلمى زنايدي امرأة تونسية أصيلة مدينة قليبية. هي مساعدة بمؤسسة جامعية في الإعلامية ومعالجة الإشارة وهي كذلك ابنة جامعي. إثر ثورة الحرية والكرامة، في آخر شهر 2011، انخرطت في حزب التكتل الديمقراطي من أجل العمل والحريات وشاركت في بعث الفرع الأول للحزب بقليبية حيث كانت أمينة عامة مساعدة. في أفريل 2011، انضمت إلى اللجنة المركزية للإنتشار والإنتداب للحزب، هذا ما مكنها من التواصل بصفة دائمة مع المواطنين ونشطاء الحزب. في أكتوبر 2011، تم اختيارها كالمترشحة عدد 2 على قائمة الحزب في دائرة نابل 1. في أفريل 2012، تم انتخابها كعضو في المجلس الوطني الإنتقالي لحزب التكتل، واهتمت فيما بعد بإدارة الحزب بخصوص إعداد المؤتمر الثاني الذي دار في 5 و6 و7 جويلية 2013 والذي انتخبت على إثره كعضو للمكتب السياسي للتكتل. يوم 28 أفريل 2014، التحقت بالمجلس الوطني التأسيسي إثر استقالة عبد اللطيف عبيد الذي تم تعيينه في منصب أمين عام مساعد لجامعة الدول العربية.,,2011-11-22,1
TNP-00569,المنجي سليم,Almnjy Slym,,,,,منجي سليم,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00570,ألبير بسيس,أlbyr Bsys,,,,,بير بسيس,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00571,أحمد المستيري,أhmd Almstyry,,,,,احمد مستيري,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00572,الطاهر بن عمار,Altahr Bn Amar,,,,,طاهر بن عمار,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00573,العزيز الجلولي,Alazyz Aljlwly,,,,,عزيز جلولي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00574,محمود بن عز الدين,Mhmwd Bn Az Aldyn,,,,,محمود بن عز دين,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00575,الهادي نويرة,Alhady Nwyra,,,,,هادي نويره,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00576,مصطفى الوالي,Mstfa Alwaly,,,,,مصطفي والي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00577,حمزة ستا,Hmza Sta,,,,,حمزه ستا,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00578,محمد الحبيب,Mhmd Alhbyb,,,,,محمد حبيب,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00579,حبيب تليبة,Hbyb Tlyba,,,,,حبيب تليبه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00580,أحمد بن حميدة,أhmd Bn Hmyda,,,,,احمد بن حميده,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00581,الجلولي فارس,Jallouli Fares,,,,,جلولي فارس,,,,,,,,,,,,,,,,,1956-04-08,2
TNP-00582,عبد الرحمان مجول,Abd Alrhman Mjwl,,,,,عبد رحمان مجول,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00583,أحمد بن عبد الكريم,أhmd Bn Abd Alkrym,,,,,احمد بن عبد كريم,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00584,عبد العزيز نوري,Abd Alazyz Nwry,,,,,عبد عزيز نوري,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00585,طاهر دباية,Tahr Dbaya,,,,,طاهر دبايه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00586,مصطفى الفيلالي,Mstfa Alfylaly,,,,,مصطفي فيلالي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00587,محمد شكرون,Mhmd Shkrwn,,,,,محمد شكرون,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00588,صلاح كشريد,Slah Kshryd,,,,,صلاح كشريد,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00589,عبد السلام عاشور,Abd Alslam Ashwr,,,,,عبد سلام عاشور,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00590,محمد فالح جهيناوي,Mhmd Falh Jhynawy,,,,,محمد فالح جهيناوي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00591,حسن ساسي,Hsn Sasy,,,,,حسن ساسي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00592,عز الدين عباسي,Az Aldyn Abasy,,,,,عز دين عباسي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00593,الشيخ علي بنعيسى بوحجر,Alshykh Aly Bnaysa Bwhjr,,,,,شيخ علي بنعيسي بوحجر,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00594,العربي عبروق,Alarby Abrwq,,,,,عربي عبروق,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00595,محمد كرمة,Mhmd Krma,,,,,محمد كرمه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00596,صالح بالعيش,Salh Balaysh,,,,,صالح بالعيش,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00597,محمد المصمودي,Mhmd Almsmwdy,,,,,محمد مصمودي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00598,محمد قاسم,Mhmd Qasm,,,,,محمد قاسم,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00599,محمد صفر,Mhmd Sfr,,,,,محمد صفر,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00600,فرج جمعة,Frj Jma,,,,,فرج جمعه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00601,محمد الجدي,Mhmd Aljdy,,,,,محمد جدي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00602,صادق بن يحمد,Sadq Bn Yhmd,,,,,صادق بن يحمد,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00603,عبد الحميد برغاوي,Abd Alhmyd Brghawy,,,,,عبد حميد برغاوي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00604,محمد حمزة,Mhmd Hmza,,,,,محمد حمزه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00605,محمد شنيق,Mhmd Shnyq,,,,,محمد شنيق,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00606,عبد الرحمان عبد النبي,Abd Alrhman Abd Alnby,,,,,عبد رحمان عبد نبي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00607,أحمد الغرياني,أhmd Alghryany,,,,,احمد غرياني,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00608,سليمان الزواري,Slyman Alzwary,,,,,سليمان زواري,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00609,الحبيب بورقيبة,Alhbyb Bwrqyba,,,,,حبيب بورقيبه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00610,الهادي بوسلامة,Alhady Bwslama,,,,,هادي بوسلامه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00611,العجمي سليم,Alajmy Slym,,,,,عجمي سليم,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00612,الطيب المهيري,Altyb Almhyry,,,,,طيب مهيري,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00613,الهادي الغلوصي,Alhady Alghlwsy,,,,,هادي غلوصي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00614,مختار عزيز,Mkhtar Azyz,,,,,مختار عزيز,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00615,الصادق بوصفارة,Alsadq Bwsfara,,,,,صادق بوصفاره,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00616,بشير بلاغة,Bshyr Blagha,,,,,بشير بلاغه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00617,محمد زهوية,Mhmd Zhwya,,,,,محمد زهويه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00618,محمد بدرة,Mhmd Bdra,,,,,محمد بدره,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00619,أحمد بن صالح,أhmd Bn Salh,,,,,احمد بن صالح,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00620,عبد الرحمان بوعجاجة,Abd Alrhman Bwajaja,,,,,عبد رحمان بوعجاجه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00621,محمود الخياري,Mhmwd Alkhyary,,,,,محمود خياري,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00622,نصر مرزوقي,Nsr Mrzwqy,,,,,نصر مرزوقي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00623,محمد الراي,Mhmd Alray,,,,,محمد راي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00624,يوسف لبوز,Ywsf Lbwz,,,,,يوسف لبوز,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00625,نصر بن جعفر,Nsr Bn Jafr,,,,,نصر بن جعفر,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00626,الفرجاني بالحاج عمار,Alfrjany Balhaj Amar,,,,,فرجاني بالحاج عمار,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00627,أحمد علولو,أhmd Alwlw,,,,,احمد علولو,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00628,الحبيب عاشور,Alhbyb Ashwr,,,,,حبيب عاشور,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00629,حسن شفرود,Hsn Shfrwd,,,,,حسن شفرود,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00630,محمد مكني,Mhmd Mkny,,,,,محمد مكني,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00631,مفتاح سميري,Mftah Smyry,,,,,مفتاح سميري,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00632,أحمد دريرة,أhmd Dryra,,,,,احمد دريره,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00633,محمود الغول,Mhmwd Alghwl,,,,,محمود غول,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00634,طاهر عبد الكافي,Tahr Abd Alkafy,,,,,طاهر عبد كافي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00635,أحمد التليلي,أhmd Altlyly,,,,,احمد تليلي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00636,حسين بن صالح,Hsyn Bn Salh,,,,,حسين بن صالح,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00637,حسين بوزيان,Hsyn Bwzyan,,,,,حسين بوزيان,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00638,محمد الأمين الشابي,Mhmd Alأmyn Alshaby,,,,,محمد امين شابي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00639,حسونة بن طاهر,Hswna Bn Tahr,,,,,حسونه بن طاهر,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00640,قلعي رشدي,Qlay Rshdy,,,,,قلعي رشدي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00641,الشادلي باش تبجي,Alshadly Bash Tbjy,,,,,شادلي باش تبجي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00642,فتحي زهير,Fthy Zhyr,,,,,فتحي زهير,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00643,محمد كباني,Mhmd Kbany,,,,,محمد كباني,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00644,طاهر بوريال,Tahr Bwryal,,,,,طاهر بوريال,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00645,صالح قلعاوي,Salh Qlawy,,,,,صالح قلعاوي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00646,الصادق المقدم,Sadok Mokaddem,,,,,صادق مقدم,,,,,,,,,,,,,,,,,1956-04-08,5
TNP-00647,علي الزلاوي,Aly Alzlawy,,,,,علي زلاوي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00648,شريف مراد,Shryf Mrad,,,,,شريف مراد,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00649,شادلي رحيم,Shadly Rhym,,,,,شادلي رحيم,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00650,عبد الله فرحات,Abd Alh Frhat,,,,,عبد له فرحات,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00651,جلول بن شريفة,Jlwl Bn Shryfa,,,,,جلول بن شريفه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00652,محمد رمضان,Mhmd Rmdan,,,,,محمد رمضان,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00653,محمد بن للونة,Mhmd Bn Lwna,,,,,محمد بن للونه,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00654,علي البلهوان,Aly Alblhwan,,,,,علي بلهوان,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00655,الحبيب الشطي,Alhbyb Alshty,,,,,حبيب شطي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00656,عمار بالحاج عثمان,Amar Balhaj Athman,,,,,عمار بالحاج عثمان,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00657,أحمد بالأمين,أhmd Balأmyn,,,,,احمد بالامين,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00658,الباهي الأدغم,Albahy Alأdghm,,,,,باهي ادغم,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00659,محمد الشاذلي النيفر,Mhmd Alshadhly Alnyfr,,,,,محمد شاذلي نيفر,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00660,محمود الماطري,Mhmwd Almatry,,,,,محمود ماطري,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00661,عمر الرياحي,Amr Alryahy,,,,,عمر رياحي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00662,أندريه بروش,أndryh Brwsh,,,,,اندريه بروش,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00663,الطيب السحباني,Altyb Alshbany,,,,,طيب سحباني,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00664,محمد لصفر جراد,Mhmd Lsfr Jrad,,,,,محمد لصفر جراد,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00665,عزوز الرباعي,Azwz Alrbay,,,,,عزوز رباعي,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00666,محمود زرزاري,Mhmwd Zrzary,,,,,محمود زرزاري,,,,,,,,,,,,,,,,,1956-04-08,1
TNP-00667,الطيب الميلادي,Altyb Almylady,,,,,طيب ميلادي,,,,,,,,,,,,,,,,,1956-08-26,1
TNP-00668,توفيق بن براهيم,Twfyq Bn Brahym,,,,,توفيق بن براهيم,,,,,,,,,,,,,,,,,1956-08-26,1
TNP-00669,الرشيد إدريس,Alrshyd إdrys,,,,,رشيد ادريس,,,,,,,,,,,,,,,,,1956-08-26,1
TNP-00670,أحمد عمارة,أhmd Amara,,,,,احمد عماره,,,,,,,,,,,,,,,,,1956-08-26,1
TNP-00671,محمد النفطي,Mhmd Alnfty,,,,,محمد نفطي,,,,,,,,,,,,,,,,,1956-08-26,1
TNP-00672,البحري بربوش,Albhry Brbwsh,,,,,بحري بربوش,,,,,,,,,,,,,,,,,1956-08-26,1
TNP-00673,صادق غرمازي,Sadq Ghrmazy,,,,,صادق غرمازي,,,,,,,,,,,,,,,,,1956-08-26,1
TNP-00674,صادق خلف الله,Sadq Khlf Alh,,,,,صادق خلف له,,,,,,,,,,,,,,,,,1956-08-26,1
TNP-00675,أحمد السنوسي,أhmd Alsnwsy,,,,,احمد سنوسي,,,,,,,,,,,,,,,,,1956-08-26,1
TNP-00676,محمد عجيلي,Mhmd Ajyly,,,,,محمد عجيلي,,,,,,,,,,,,,,,,,1956-08-26,1
TNP-00677,عبادة الكافي,Abada Kefi,,,,,عباده كافي,male,,,,,,,,,,,,محامي,,,,2014-12-02,1
TNP-00678,عبد الفتاح مورو,Abdelfattah Mourou,,,,,عبد فتاح مورو,male,,,,,,,,,,,,محامي,,,,2014-12-02,1
TNP-00679,عبد القادر بنضيف الله,Abdelkader Ben Dhifallah,,,,,عبد قادر بنضيف له,male,,,,,,,,,,,,فلاح,,,,2014-12-02,1
TNP-00680,عبد اللطيف المكّي,Abdellatif Mekki,,,,,عبد لطيف مكي,male,,,,,,,,,,,,طبيب,,,,2014-12-02,1
TNP-00681,عبد المؤمن بلعانس,Abdelmoumen Belanes,,,,,عبد مومن بلعانس,male,,,,,,,,,,,,عامل يومي,,,,2014-12-02,1
TNP-00682,عبد الوهاب الورفلي,Abdelouahab Ouerfelli,,,,,عبد وهاب ورفلي,male,,,,,,,,,,,,,,,,2017-05-29,1
