amendment_id,assembly_id,target_label,target_url,text,n_sponsors,source_ids
AMD-83305f6af591,NCA-2011,l'article 44,/fr/constitution/3/article/44,Amendement de l’article: Ajouter “ ... garanti pour les générations actuelles et futures. L’État s’engage à prendre des mesures raisonnables pour empêcher la pollution et le dérèglement climatique et la préservation des richesses naturelles et la diversité biologique.”,12,MARSAD_ANC
AMD-5d4132d7cff7,NCA-2011,l'article 45,/fr/constitution/3/article/45,"Modification du premier paragraphe: L’Etat garantit les acquis de la femme et oeuvre à la préservation, au soutien et à l’amélioration de ses droits acquis.",15,MARSAD_ANC
AMD-7d5c8ff1f2f7,NCA-2011,l'article 45,/fr/constitution/3/article/45,"Amendement de l'article comme suit: L'Etat garantit: L'égalité des chances entre la femme et l'homme pour assumer toutes les responsabilités. Les droits civils, politiques, économiques et culturels à la femme sur la base de l’égalité avec l’homme. Et l’Etat oeuvre à la réalisation du principe de parité entre la femme et l’homme dans les assemblées élues et les instances constitutionnelles.",15,MARSAD_ANC
AMD-5f2973af0fd0,NCA-2011,l'article 46,/fr/constitution/3/article/46,Ajout de “ou de ses tuteurs” après “parents” dans la première phrase de l'article.,14,MARSAD_ANC
AMD-a00ab295eab9,NCA-2011,l'article 46,/fr/constitution/3/article/46,"Ajout d'un paragraphe après le premier: Chaque enfant a le droit à un nom familial et à une identité. Ajout de 2 paragraphes : L’État s'engage à protéger l'enfant contre les formes d'exploitation, de violence et d'abus. L’État s’engage à protéger les enfants handicapés et à leur insertion dans la société.",14,MARSAD_ANC
AMD-c56c082a9910,NCA-2011,l'article 46,/fr/constitution/3/article/46,"Amendement de l'article: Les droits de l'enfant sont sur l'Etat et sur ses parents. L'Etat garantit la dignité, la santé, les soins, l’éducation et l’enseignement. L’État se doit de fournir toutes les formes de protection à tous les enfants sans discriminations et selon les intérêts supérieurs de l'enfant.",12,MARSAD_ANC
AMD-18e93d3cb81c,NCA-2011,l'article 46,/fr/constitution/3/article/46,Changer “ses parents” par “sa famille” dans le premier paragraphe.,15,MARSAD_ANC
AMD-ee4f4f5f3bf6,NCA-2011,l'article 46,/fr/constitution/3/article/46,"Proposition d'ajout d’un article après l'article 46 et avant l'article 47 comme suit: L’Etat garantit le droit des parents de prendre soin de leurs enfants, et le droit dans leur éducation. Il garantit aussi leur droit d’être soignés par leurs enfants lorsqu’ils sont âgés ou invalides.",28,MARSAD_ANC
AMD-44fc76a7202a,NCA-2011,l'article 47,/fr/constitution/3/article/47,Ajouter “des moyens de subsistance permanents” après “selon la nature de son handicap”.,17,MARSAD_ANC
AMD-4a4af7346cf5,NCA-2011,l'article 47,/fr/constitution/3/article/47,"Amendement de l'article: “La prévention du handicap, son diagnostic, son traitement, l’éducation de l’handicapé, son enseignement, sa formation et son intégration dans la société sont de la responsabilité de l’Etat est sont un devoir national.”",16,MARSAD_ANC
AMD-b8aac4074d56,NCA-2011,l'article 47,/fr/constitution/3/article/47,Remplacer:,14,MARSAD_ANC
AMD-3d20b3125528,NCA-2011,l'article 48,/fr/constitution/3/article/48,"Reformulation de l'article 48 comme suit: La loi fixe les modalités relatives aux droits et aux libertés qui sont garantis dans cette Constitution ainsi que les conditions de leur exercice sans porter atteinte à leur essence. Ces moyens de contrôle ne sont mis en place que par la nécessité que demande un État civil démocratique et pour protéger les droits des tiers ou pour des raisons de sécurité publique, de défense nationale, de santé publique ou de morale et avec le respect de la proportionnalité et de la nécessité de ces contrôles. Les instances judiciaires veillent à la protection des droits et des libertés de toute violation. Il n’est pas possible qu’un amendement touche les acquis en matière de droits de l’homme et des libertés garanties dans cette constitution.",2,MARSAD_ANC
AMD-2ca85c0806f7,NCA-2011,l'article 37,/fr/constitution/3/article/37,"Proposition d'amendement consensuel: La santé est un droit pour chaque être humain. L’État garantit la prévention et les soins sanitaires pour tout citoyen et fournit les moyens nécessaires pour garantir la sécurité et la qualité des services de santé. L’État garantit la gratuité des soins pour les personnes sans soutien et à faible revenu. Il garantit le droit à une couverture sociale, tel que prévu par la loi.",1,MARSAD_ANC
AMD-fa9b4c35cf7b,NCA-2011,l'article 48,/fr/constitution/3/article/48,Ajout d’un article: “L’Etat garantit la liberté du travail et la liberté de l’initiative économique.”,37,MARSAD_ANC
AMD-36ad9ae4ded3,NCA-2011,l'article 49,/fr/constitution/3/article/49,Amendement de l'article 49: “ L’Assemblée des représentants du Peuple ” devient “L’Assemblée du Peuple”.,20,MARSAD_ANC
AMD-4c0dfbe435fb,NCA-2011,l'article 49,/fr/constitution/3/article/49,Amendement de l'article 49: Supprimer “du Peuple”. L'assemblée des représentants du peuple devient l'assemblée des représentants.,15,MARSAD_ANC
AMD-248b8d256bea,NCA-2011,l'article 51,/fr/constitution/3/article/51,"Ajout d’un 4ème paragraphe sur les obligations des députés: Le député s’engage à remplir les tâches pour lesquelles il a été élu, d’être présent en plénière et en commission et de participer aux votes.",17,MARSAD_ANC
AMD-9ed548558d7c,NCA-2011,l'article 45,/fr/constitution/3/article/45,Proposition d'amendement consensuel: L'Etat garantit la protection des droits de la femme et soutient ses acquis. L’État garantit l’égalité des chances entre la femme et l’homme pour assumer les différentes responsabilités et dans tous les domaines. L'Etat oeuvre pour réaliser la parité entre la femme et l'homme dans les conseils élus. L’Etat prend les mesures nécessaires afin d’éradiquer la violence contre la femme.,1,MARSAD_ANC
AMD-40ed9c875ef6,NCA-2011,l'article 51,/fr/constitution/3/article/51,Amendement de l'article 51:,8,MARSAD_ANC
AMD-82ef3b7cec90,NCA-2011,l'article 52,/fr/constitution/3/article/52,Amendement de l'article: “âgé de 20 ans” au lieu de 23.,14,MARSAD_ANC
AMD-0aed1cbff23b,NCA-2011,l'article 52,/fr/constitution/3/article/52,Amendement de l'article: “âgé de 18 ans” au lieu de 23.,14,MARSAD_ANC
AMD-d44db60d8389,NCA-2011,l'article 54,/fr/constitution/3/article/54,Ajout d’un paragraphe: “La loi électorale garantit le droit de vote et la représentativité des tunisiens à l’étranger dans l’assemblée des représentants du peuple.”,15,MARSAD_ANC
AMD-f832f9a5f661,NCA-2011,l'article 58,/fr/constitution/3/article/58,Amender le 2ème paragraphe comme suit: “L’assemblée constitue des commissions permanentes et des commissions spéciales avec une répartition des responsabilités selon la représentation proportionnelle.”,13,MARSAD_ANC
AMD-98ea0b213eb4,NCA-2011,l'article 58,/fr/constitution/3/article/58,"Amender le 3ème paragraphe de l'article 58 en y ajoutant: L’Assemblée des Représentants du Peuple peut former des commissions d’enquête “qui ont des prérogatives absolues et des décisions obligatoires”, que toutes les autorités doivent assister dans l’exercice de leurs fonctions.",14,MARSAD_ANC
AMD-381b96a02dd0,NCA-2011,l'article 46,/fr/constitution/3/article/46,Amendement consensuel de l'article 46 - La deuxième paragraphe: L’Etat doit assurer l’ensemble des formes de protection pour tous les enfants sans discrimination et selon les intérêts suprêmes de l’enfant.,1,MARSAD_ANC
AMD-e4b40cbf7860,NCA-2011,l'article 61,/fr/constitution/3/article/61,Proposition d'amendement - Ajout à la fin du 1er paragraphe: “Et il est possible de présenter des projets de loi par le biais de pétitions populaires à condition qu’elles soient signées par au moins 15% de l’ensemble des électeurs enregistrés”.,15,MARSAD_ANC
AMD-bb35abfd6a8b,NCA-2011,l'article 61,/fr/constitution/3/article/61,Ajout d’un paragraphe et suppression des deux derniers paragraphes de l'article: “Il est possible pour 1/10 des électeurs enregistrés de présenter des projets de loi à l’Assemblée. Et pour 1/6 de présenter des projets de loi et demander un référendum.”,14,MARSAD_ANC
AMD-2113d9beeee9,NCA-2011,l'article 61,/fr/constitution/3/article/61,Ajout d’un paragraphe à la fin de l'article 61: “La cour constitutionnelle étudie tous les cas de conflit de compétence et ses décisions sont obligatoires.”,14,MARSAD_ANC
AMD-93967fd78a63,NCA-2011,l'article 63,/fr/constitution/3/article/63,Proposition d'amendement: Ajouter “propositions” là où il y a “projets”,15,MARSAD_ANC
AMD-f80f0809adda,NCA-2011,l'article 59,/fr/constitution/3/article/59,"Ajouter à l’opposition d’avoir (de droit) soit la présidence de la commission des finances soit celle des affaires étrangères, ainsi que le poste de rapporteur de l’une de ces commissions.",16,MARSAD_ANC
AMD-9a9e0c35acb5,NCA-2011,l'article 64,/fr/constitution/3/article/64,"Amendement du tiret 7 (lois ordinaires) : Supprimer “sauf délégation accordée au chef du Gouvernement en vertu des lois de finances ou des lois à caractère fiscal,”",20,MARSAD_ANC
AMD-93259d4ed9f8,NCA-2011,l'article 64,/fr/constitution/3/article/64,Ajouter la loi organique du budget aux lois organiques énumérées dans l'article 64.,15,MARSAD_ANC
AMD-cb0448cc6f85,NCA-2011,l'article 59,/fr/constitution/3/article/59,"Amendement consensuel: Ajout de ""la présidence de la commission financière ou de la commission des relations extérieures et rapporteur pour l’une ou l’autre.""",1,MARSAD_ANC
AMD-f5d468482ee2,NCA-2011,l'article 64,/fr/constitution/3/article/64,Proposition d'amendement:,21,MARSAD_ANC
AMD-a1e786c02ac8,NCA-2011,l'article 65,/fr/constitution/3/article/65,"Remplacer “décret gouvernemental” par “décret présidentiel”, dans le cas où la loi de Finances n’est pas adoptée avant le 31 décembre.",16,MARSAD_ANC
AMD-c9098d14e007,NCA-2011,l'article 66,/fr/constitution/3/article/66,Modifier le dernier paragraphe comme suit: “Les traités n'entrent en vigueur qu’après la promulgation des lois d'approbation.”,16,MARSAD_ANC
AMD-ea69ab728475,NCA-2011,l'article 69,/fr/constitution/3/article/69,Suppression du 2ème paragraphe de l'article 69 et s'arrêter au premier paragraphe.,17,MARSAD_ANC
AMD-85eacef59c4b,NCA-2011,l'article 69,/fr/constitution/3/article/69,Remplacer le chef du gouvernement par “le président de la République” peut prendre des “arrêtés présidentiels”.,18,MARSAD_ANC
AMD-6a73008024a3,NCA-2011,l'article 71,/fr/constitution/3/article/71,Ajouter à la fin de l'article “les traités et les droits de l’homme”.,16,MARSAD_ANC
AMD-97f0221b5616,NCA-2011,l'article 73,/fr/constitution/3/article/73,"Amendement consensuel de l'article 73 - Modifier le 2ème paragraphe : Le jour du dépôt de candidature, le candidat doit avoir 35 ans minimum (pas de maximum). S’il est porteur d’une autre nationalité que la nationalité tunisienne, il doit présenter dans le dossier de candidature un engagement stipulant l’abandon de cette autre nationalité s’il est élu président de la république.",2,MARSAD_ANC
AMD-415f78fad0f1,NCA-2011,l'article 73,/fr/constitution/3/article/73,"Remplacer au maximum de ""soixante-quinze ans"" par ""soixante-dix ans"".",1,MARSAD_ANC
AMD-b5b0a9fb8253,NCA-2011,l'article 73,/fr/constitution/3/article/73,"Avant le premier paragraphe “à l’annonce de son élection, Il faut que le président de la république soit de religion musulmane, âgé de 35 ans au minimum et non porteur d’une nationalité autre que la Tunisienne”. Le premier paragraphe de l’article devient 2ème et enlever “dont la religion est l’islam”.",14,MARSAD_ANC
AMD-d1bc6253e681,NCA-2011,l'article 74,/fr/constitution/3/article/74,Amendement consensuel de l'article 74:,2,MARSAD_ANC
AMD-6e796b1d6e16,NCA-2011,l'article 74,/fr/constitution/3/article/74,"Reformulation du deuxième paragraphe comme suit: En cas de décès de l'un des candidats lors du premier tour, ou en cas d'empêchement impérieux qui rend impossible le maintien de sa candidature, et que le nombre des candidats se limite à un seul candidat, il est procédé à un nouvel appel à candidatures, avec de nouvelles dates pour les élections.",18,MARSAD_ANC
AMD-44e07f6357d7,NCA-2011,l'article 74,/fr/constitution/3/article/74,"Reformulation du paragraphe 3 de l'article 74: En cas de décès d’un des candidats au premier tour ou d’empêchement majeur l’empêchant de poursuivre, ainsi qu’en cas de retrait d’un des deux candidats au deuxième tour, il est procédé à la réouverture des candidatures et à la désignation d’une nouvelle date pour l’élection.",15,MARSAD_ANC
AMD-e8c692c3ffff,NCA-2011,l'article 76,/fr/constitution/3/article/76,Amendement consensuel de l'article 76 comme suit:,2,MARSAD_ANC
AMD-d9b49fed8ad7,NCA-2011,l'article 76,/fr/constitution/3/article/76,"Amendement du 4ème tiret de l'article 76: ""Déclarer la guerre et la conclusion de la paix après approbation de l’Assemblée des représentants du peuple à la majorité des trois cinquième de ses membres, et l’envoi de forces à l’étranger avec l’accord du Président de l’Assemblée des représentants du peuple et le Chef du gouvernement. Toutefois, l’Assemblée doit se réunir pour en délibérer dans un délai ne dépassant pas les soixante jours, à partir de la date d’envoi des troupes. """,2,MARSAD_ANC
AMD-8aaa6d2ecdd3,NCA-2011,l'article 76,/fr/constitution/3/article/76,"Proposition d'ajout d'article après l'article 76 - Texte de l'article proposé: Ne peut donner l’autorisation de l’engagement des forces armées que le président de la République, et ce dans le but de défendre la République ou par respect à une obligation internationale. Lors de l'engagement des forces armées pour les raisons mentionnées dans le premier paragraphe, le président de la République informe l'assemblée des représentants du peuple immédiatement des raisons, du lieu, de la durée de l'engagement et de l'effectif engagé. Si l'assemblée des représentants du peuple ne se réunit pas dans les dix premiers jours suivant l'engagement des forces armées, le président de la République présente les informations demandées dans le deuxième paragraphe à la commission parlementaire concernée. L'armée nationale est commandée selon les directives du ministre chargé de la défense après autorisation de la part du président de la République. Il est impossible de créer un organe d’investigation à part li'nstance d'investigation de l’armée nationale ou de la police ou de la garde nationale. Le président de la république nomme les présidents de chaque organe d'investigation en vertu du cinquième paragraphe, et se charge de la responsabilité politique de contrôler et de diriger ces organes. Le ministre chargé de la défense ou le ministre chargé de l'intérieur peut se charger de cette responsabilité après concertation avec le chef du gouvernement. L'assemblée des représentants du peuple approuve la décision de nomination à la majorité des 2/3 de ses membres. La loi organise les objectifs des organes d'investigation, ses pouvoirs et ses fonctions, assure la coordination entre tous ces organes et garantit le contrôle politique de ses activités.",28,MARSAD_ANC
AMD-d16ea2b28cfe,NCA-2011,l'article 77,/fr/constitution/3/article/77,Proposition d'amendement consensuel de l'article 77:,2,MARSAD_ANC
AMD-d72c7af6e34c,NCA-2011,l'article 79,/fr/constitution/3/article/79,"Proposition d'amendement consensuel - Amendement du paragraphe premier de l'article 79 comme suit: En cas de péril imminent menaçant les institutions de la nation et la sécurité et l’indépendance du pays et entravant le fonctionnement régulier des pouvoirs publics, le Président de la République peut prendre les mesures nécessitées par cette situation exceptionnelle, après consultation du Chef du gouvernement et du Président de l’Assemblée des représentants du peuple, et après en avoir informé le président de la cour constitutionnelle. Il annonce les mesures dans un communiqué au peuple.",2,MARSAD_ANC
AMD-1b516671c04d,NCA-2011,l'article 79,/fr/constitution/3/article/79,"Amendement du dernier paragraphe de l'article comme suit: ""Ces mesures cessent d’avoir effet dès que les circonstances qui les ont engendrées prennent fin ou par décision de la Cour Constitutionnelle. Le Président de la République s’adresse alors au peuple pour l’en informer.""",12,MARSAD_ANC
AMD-6fc75cea6a13,NCA-2011,l'article 80,/fr/constitution/3/article/80,"Proposition d'amendement consensuel de l'article 80 comme suit: Modifier le deuxième paragraphe en supprimant ""projets de lois de finances""",2,MARSAD_ANC
AMD-0a351c9d129a,NCA-2011,l'article 80,/fr/constitution/3/article/80,"Amendement du paragraphe premier de l'article 80 avec plus de précisions concernant les délais de signature et de publication: ""Le Président de la République promulgue les lois et ordonne leur publication dans le Journal officiel de la République tunisienne dans un délai de quinze jours au maximum à compter de la transmission qui lui en est faite par la Cour constitutionnelle, ou à partir de la date du vote de la loi si elle n’a pas fait l’objet d’un recours constitutionnel.""",15,MARSAD_ANC
AMD-ef0543474cec,NCA-2011,l'article 81,/fr/constitution/3/article/81,"Amendement consensuel de l'article 81: Supprimer la virgule après “qui ont été ratifiés par l’Assemblée des Représentants du Peuple, et qui ne sont en contradiction avec la Constitution”.",2,MARSAD_ANC
AMD-2d0d3b590ee1,NCA-2011,l'article 81,/fr/constitution/3/article/81,"Amendement de l'article 81 comme suit (Supprimer “au statut personnel” et “ratifiés par” des propositions au référendum): Le Président de la République peut proposer un référendum sur des projets de lois relatifs à la ratification des traités, aux libertés et aux droits de l’Homme.",15,MARSAD_ANC
AMD-81787fcd76d8,NCA-2011,l'article 88,/fr/constitution/3/article/88,Proposition d'ajout d'article avant l'article 88 (au début de la deuxième section du quatrième chapitre relative au gouvernement): Le candidat pour être chef du gouvernement ne doit pas avoir une autre nationalité et doit être âgé de 35 ans minimum et de 70 ans au plus.,16,MARSAD_ANC
AMD-823ac1f7fe54,NCA-2011,l'article 88,/fr/constitution/3/article/88,Amendement consensuel de l'article 88:,2,MARSAD_ANC
AMD-01a737213d5f,NCA-2011,l'article 91,/fr/constitution/3/article/91,Amendement consensuel de l'article 91:,2,MARSAD_ANC
AMD-709fea508869,NCA-2011,l'article 92,/fr/constitution/3/article/92,"Amendement du 3ème paragraphe comme suit: Le président de la République préside obligatoirement le Conseil des ministre qu’il convoque dans les domaines de la défense, des relations étrangères, de la sécurité nationale relative à la protection de l’Etat et du territoire national des menaces intérieures et extérieures, comme il peut assister aux autres réunions du Conseil des ministres. S’il y assiste, il préside le Conseil.",16,MARSAD_ANC
AMD-5a42ec135295,NCA-2011,l'article 96,/fr/constitution/3/article/96,Ajouter à la fin du 2ème paragraphe de l'article 96: “conformément aux dispositions de l’article 88.”,2,MARSAD_ANC
AMD-201c176ee9f4,NCA-2011,l'article 97,/fr/constitution/3/article/97,"Ajout d’un article après l’article 97 : “Le président de la république peut demander à l’assemblée des représentants du peuple de voter la confiance au gouvernement, au maximum 2 fois pendant le mandat présidentiel, le vote se faisant à la majorité absolue des membres de l’assemblée. Si le gouvernement n’obtient pas la confiance, il est considéré démissionnaire, et le président de la république désigne la personnalité la plus apte à former un gouvernement dans un délai de 30 jours selon les paragraphes 1 et 5 de l’article 88. En cas de dépassement du délai ou en cas de non obtention du nouveau gouvernement de la confiance de l’assemblée, le président peut dissoudre l’assemblée et appeler des législatives anticipées dans un délai minimum de 45 jours et maximum de 90 jours. En cas de vote de confiance au gouvernement par deux fois, le président de la république est considéré démissionnaire.”",2,MARSAD_ANC
AMD-d3a6d783cb2f,NCA-2011,l'article 100,/fr/constitution/3/article/100,Vote sur un amendement du titre du cinquième chapitre: Chapitre de la justice au lieu de chapitre du pouvoir juridictionnel,15,MARSAD_ANC
AMD-c294c43237b8,NCA-2011,l'article 100,/fr/constitution/3/article/100,Ajout d'un troisième paragraphe: “Toute ingérence dans la Justice propre à influencer le juge ou à porter atteinte à son indépendance est un crime puni par la loi.”,20,MARSAD_ANC
AMD-f4cc65b72190,NCA-2011,l'article 100,/fr/constitution/3/article/100,"Modification du paragraphe premier comme suit: Le pouvoir judiciaire est indépendant selon les normes internationales et garantit l’instauration de la justice, la suprématie de la Constitution, la souveraineté de la loi et la protection des droits et des libertés.",19,MARSAD_ANC
AMD-d2753ac8cb59,NCA-2011,l'article 103,/fr/constitution/3/article/103,Ajout d'un deuxième paragraphe nouveau comme suit: “Les nominations aux hautes fonctions judiciaires se font par ordre gouvernemental sur proposition du ministre de la justice. La loi fixe ces fonctions.”,15,MARSAD_ANC
AMD-6067de8025c2,NCA-2011,l'article 105,/fr/constitution/3/article/105,Amendement de l'article 105:,15,MARSAD_ANC
AMD-8fd60f8b376f,NCA-2011,l'article 107,/fr/constitution/3/article/107,Modifier “crimes militaires” par “crimes liés aux affaires militaires”.,15,MARSAD_ANC
AMD-d58a4d34c7ce,NCA-2011,l'article 107,/fr/constitution/3/article/107,Ajout d'un deuxième paragraphe à l'article 107: Le tribunal de conflit de compétences traite le conflit de compétences entre la justice judiciaire et administrative et fixe l'organisation du tribunal administratif et les procédures suivies devant cette juridiction.,15,MARSAD_ANC
AMD-7d73ac36de07,NCA-2011,l'article 107,/fr/constitution/3/article/107,Supprimer “en matière de crimes militaires” du deuxième paragraphe de l'article 107.,16,MARSAD_ANC
AMD-05298926192f,NCA-2011,l'article 108,/fr/constitution/3/article/108,"Amendement de l'article comme suit (suppression de “sans motif légal”): Les décisions sont rendues et exécutées au nom du peuple, et leur inexécution ou l'entrave à leur exécution sont interdites.",22,MARSAD_ANC
AMD-e49d13e5550c,NCA-2011,l'article 109,/fr/constitution/3/article/109,"Modification du titre de la première section du titre I (De la justice judiciaire, administrative et financière) comme suit: Du conseil supérieur de la justice",15,MARSAD_ANC
AMD-f4a0680d6a5c,NCA-2011,l'article 109,/fr/constitution/3/article/109,"Amendement du deuxième paragraphe de l'article 109 comme suit: “Chaque organe se compose pour deux tiers de magistrats en majorité élus et d’autres nommés ès qualités, et pour le tiers restant de non-magistrats indépendants parmi les spécialistes. à condition que la majorité des membres de ces organes soient élus”.",2,MARSAD_ANC
AMD-385b15cd58d0,NCA-2011,l'article 109,/fr/constitution/3/article/109,"Amendement de l'article: Conseil supérieur du Pouvoir Judiciaire Le Conseil supérieur du pouvoir judiciaire se compose de quatre organes : le Conseil de la justice judiciaire, le Conseil de la justice administrative, le Conseil de la justice financière et l’instance des conseils juridictionnels. Le nombre des membres de ces organes est impair. Chaque organe se compose pour deux tiers de magistrats en majorité élus et d’autres nommés ès qualités, et pour le tiers restant de non-magistrats parmi les personnalités juristes et droits de l'hommistes indépendants connues et compétentes, à condition que la majorité des membres de ces organes soient élus.",19,MARSAD_ANC
AMD-01d6b754b442,NCA-2011,l'article 109,/fr/constitution/3/article/109,"Amendement du deuxième paragraphe de l'article 109 comme suit: Chaque organe se compose pour moitié de magistrats en majorité élus et d’autres nommés , et pour l’autre moitié de non-magistrats, à condition que la représentativité des avocats ne soient pas inférieure au tiers.",15,MARSAD_ANC
AMD-a88e89cfb615,NCA-2011,l'article 109,/fr/constitution/3/article/109,Ajout à la fin du 2ème paragraphe comme suit: “à condition que parmi eux il y ait un représentant de l’Ordre National des Avocats”.,14,MARSAD_ANC
AMD-a490e2f84021,NCA-2011,l'article 111,/fr/constitution/3/article/111,Amendement du deuxième paragraphe de l'article 111 pour fixer le délai du rapport annuel et l'ajout d'un troisième paragraphe:,18,MARSAD_ANC
AMD-9362d02a07cd,NCA-2011,l'article 112,/fr/constitution/3/article/112,Proposition d'amendement consensuel du deuxième paragraphe de l'article 112 comme suit: “Le ministère public fait partie de la justice judiciaire et bénéficie des garanties qui lui sont conférées au sein de la constitution. Les juges du ministère public exercent leurs fonctions prévues par la loi dans le cadre de la politique pénale de l’Etat conformément aux procédures fixées par la loi”.,2,MARSAD_ANC
AMD-e13350dd918e,NCA-2011,l'article 112,/fr/constitution/3/article/112,Amendement du deuxième paragraphe: Le ministère public fait partie de la justice judiciaire et bénéficie des garanties qui lui sont conférées au sein de la constitution. Les juges du ministère public exercent leurs fonctions prévues par la loi dans le cadre de la politique pénale de l’Etat conformément aux procédures fixées par la loi et sous la supervision d'un organe judiciaire (le procureur général près de la cour de cassation).,21,MARSAD_ANC
AMD-50b5e79586d1,NCA-2011,l'article 112,/fr/constitution/3/article/112,Ajout à la fin du deuxième paragraphe: “La loi organise la relation entre le ministère public et le ministre de la justice”.,15,MARSAD_ANC
AMD-568d54fe56c3,NCA-2011,l'article 114,/fr/constitution/3/article/114,"Amendement du deuxième et troisième paragraphe: La Cour des comptes contrôle la bonne gestion des deniers publics conformément aux principes de la légalité, de l'efficacité et de la transparence. Elle statue en matière de comptes des comptables publics. Elle évalue les méthodes comptables et sanctionne les fautes y afférentes. L'Assemblée du Peuple peut lui demander de réaliser des rapports dans son domaine de compétences. Elle aide les pouvoirs législatif et exécutif à contrôler l’exécution des lois de finances et la clôture du budget. La Cour des comptes prépare un rapport annuel général qu’elle remet au Président de la République, au Président de l’Assemblée des Représentants du Peuple, au Chef du Gouvernement et au Président du Conseil supérieur de la magistrature. Il sera ensuite publié. La Cour des comptes peut si nécessaire préparer des rapports spéciaux qui peuvent être rendus publics.",14,MARSAD_ANC
AMD-1887faa16bdb,NCA-2011,l'article 114,/fr/constitution/3/article/114,"Amendement de l'article: La justice financière examine les comptes publics, contrôle la gestion des deniers publics conformément aux principes de la légalité, de l'efficacité, de la transparence et de l'intégrité, et sanctionne les fautes y afférentes. Elle aide les pouvoirs législatif et exécutif à contrôler l'exécution financière et sa clôture. La justice financière est composée de la cour supérieure des comptes et des tribunaux de première instance et d'appel. La Cour établit un rapport général annuel, et si nécessaire des rapports spécifiques, qu’elle transmet au Président de la République, au Président de l'Assemblée du peuple, au Chef du gouvernement et au Président du pouvoir juridictionnel. Ces rapports sont rendus publics. Une loi organique fixe les règles d’organisation, de compétence et de procédures relatives aux institutions de la justice financière, ainsi que le statut de ses magistrats, selon les principes de l'indépendance et de la transparence.",15,MARSAD_ANC
AMD-f1a39ab22391,NCA-2011,l'article 115,/fr/constitution/3/article/115,"Proposition d'amendement consensuel de l'article 115 comme suit: La Cour constitutionnelle est une instance juridictionnelle indépendante composée de douze membres choisis parmi les personnes compétentes, ayant une expérience de vingt années au moins et dont les trois quarts sont spécialisés en droit. Le Président de la République, l’Assemblée des représentants du peuple et le Conseil supérieur de la magistrature nomment chacun 4 candidats dont les trois quarts doivent être spécialisés en droit. La nomination se fait pour un seul mandat d'une durée de neuf ans. Le renouvellement du mandat des membres de la Cour se fait par tiers tous les trois ans. Pour le comblement de vacance dans la composition de la Cour, il est procédé au remplacement suivant le même mode utilisé lors de sa formation, en tenant compte de l’organe qui propose la candidature et de la spécialité. Les membres de la Cour élisent un Président et un vice-président parmi eux, spécialisés en droit.",2,MARSAD_ANC
AMD-485e2d616e82,NCA-2011,l'article 117,/fr/constitution/3/article/117,"Proposition d'amendement consensuel de l'article 117 comme suit: La Cour constitutionnelle est seule compétente pour contrôler la constitutionnalité : - Des projets de lois qui lui sont soumis sur demande du Président de la République ou du chef du gouvernement ou de trente élus de l'assemblée des représentants du peuple. - Des projets de lois constitutionnelles qui lui sont soumis par le Président de l'Assemblée des représentants du peuple, selon les modalités de l'article 142 ou afin de contrôler le respect des procédures de révision de la Constitution, - Des Traités internationaux qui lui sont soumis par le Président de la République, avant la promulgation de la loi d’approbation, - Des lois qui lui sont soumises par les tribunaux, suite à une exception d'inconstitutionnalité à la demande de l'une des parties à un litige, dans les cas et selon les procédures définies par la loi, - Du règlement intérieur de l’Assemblée du peuple qui lui est soumis par son Président. La Cour constitutionnelle exerce les autres attributions qui lui sont reconnues en vertu de la Constitution.",2,MARSAD_ANC
AMD-ae95f9814282,NCA-2011,l'article 117,/fr/constitution/3/article/117,Ajout d'un tiret: Les recours directes de la part des personnes contre les lois portant atteinte aux droits et aux libertés garanties par la constitution et qui ont été la base de jugements définitifs sans que la cour constitutionnelle ait statué auparavant sur leur constitutionnalité selon les formulations et les procédures prévues par la loi.,10,MARSAD_ANC
AMD-bf06467979a1,NCA-2011,l'article 121,/fr/constitution/3/article/121,"Ajout d'un paragraphe relatif à l'organe chargé du contrôle de la constitutionnalité des lois pendant la période transitoire qui précède la mise en place de la cour constitutionnelle, comme suit: ""L'assemblée générale du tribunal administratif se charge temporairement des prérogatives conférées à la cour constitutionnelle et se spécialise dans le contrôle de la constitutionnalité des projets de lois. Les tribunaux ordinaires sont réputés incompétents pour contrôler la constitutionnalité des lois.""",15,MARSAD_ANC
AMD-161934d31bb3,NCA-2011,l'article 122,/fr/constitution/3/article/122,Amendement de l'article 122:,17,MARSAD_ANC
AMD-7c5999ac1633,NCA-2011,l'article 122,/fr/constitution/3/article/122,Amendement de l'article 122:,15,MARSAD_ANC
AMD-cb2e75412060,NCA-2011,l'article 122,/fr/constitution/3/article/122,"Suppression du premier paragraphe et reformulation de l'article: Les instances constitutionnelles jouissent de la personnalité juridique et de l’autonomie administrative et financière. Elles sont élues par l’Assemblée des Représentants du Peuple, lui présentent un rapport annuel et sont responsables devant elle. Tous les organes de l'État se doivent de leur porter assistance dans la réalisation de leur mission. Les instances sont consultées concernant les projets de lois et donnent leurs avis au sujet des questions de son domaine de compétence. La composition des instances, les modes de leur sélection et leur organisation sont fixés par la présente constitution ou la loi.",15,MARSAD_ANC
AMD-1caacd3ad386,NCA-2011,l'article 123,/fr/constitution/3/article/123,"Suppression du nombre ""neuf"" de la composition de l'instance.",15,MARSAD_ANC
