person_id,source_id,source_key,source_url,match_method,match_confidence
TNP-00001,ARP_ODOO,814,https://www.arp.tn/deputy/details/814,source_id,high
TNP-00002,ARP_ODOO,836,https://www.arp.tn/deputy/details/836,source_id,high
TNP-00003,ARP_ODOO,796,https://www.arp.tn/deputy/details/796,source_id,high
TNP-00004,ARP_ODOO,882,https://www.arp.tn/deputy/details/882,source_id,high
TNP-00005,ARP_ODOO,792,https://www.arp.tn/deputy/details/792,source_id,high
TNP-00006,ARP_ODOO,783,https://www.arp.tn/deputy/details/783,source_id,high
TNP-00007,ARP_ODOO,754,https://www.arp.tn/deputy/details/754,source_id,high
TNP-00007,MARSAD_ANC,4f4fbcf3bd8cb561570000d5,https://www.marsad.tn/deputes/4f4fbcf3bd8cb561570000d5,normalised_name_ar+lat,high
TNP-00008,ARP_ODOO,840,https://www.arp.tn/deputy/details/840,source_id,high
TNP-00009,ARP_ODOO,892,https://www.arp.tn/deputy/details/892,source_id,high
TNP-00010,ARP_ODOO,863,https://www.arp.tn/deputy/details/863,source_id,high
TNP-00011,ARP_ODOO,823,https://www.arp.tn/deputy/details/823,source_id,high
TNP-00012,ARP_ODOO,874,https://www.arp.tn/deputy/details/874,source_id,high
TNP-00013,ARP_ODOO,770,https://www.arp.tn/deputy/details/770,source_id,high
TNP-00014,ARP_ODOO,822,https://www.arp.tn/deputy/details/822,source_id,high
TNP-00015,ARP_ODOO,781,https://www.arp.tn/deputy/details/781,source_id,high
TNP-00016,ARP_ODOO,771,https://www.arp.tn/deputy/details/771,source_id,high
TNP-00017,ARP_ODOO,806,https://www.arp.tn/deputy/details/806,source_id,high
TNP-00018,ARP_ODOO,819,https://www.arp.tn/deputy/details/819,source_id,high
TNP-00019,ARP_ODOO,852,https://www.arp.tn/deputy/details/852,source_id,high
TNP-00020,ARP_ODOO,855,https://www.arp.tn/deputy/details/855,source_id,high
TNP-00021,ARP_ODOO,837,https://www.arp.tn/deputy/details/837,source_id,high
TNP-00022,ARP_ODOO,857,https://www.arp.tn/deputy/details/857,source_id,high
TNP-00023,ARP_ODOO,809,https://www.arp.tn/deputy/details/809,source_id,high
TNP-00024,ARP_ODOO,818,https://www.arp.tn/deputy/details/818,source_id,high
TNP-00025,ARP_ODOO,879,https://www.arp.tn/deputy/details/879,source_id,high
TNP-00026,ARP_ODOO,761,https://www.arp.tn/deputy/details/761,source_id,high
TNP-00027,ARP_ODOO,768,https://www.arp.tn/deputy/details/768,source_id,high
TNP-00028,ARP_ODOO,786,https://www.arp.tn/deputy/details/786,source_id,high
TNP-00029,ARP_ODOO,860,https://www.arp.tn/deputy/details/860,source_id,high
TNP-00030,ARP_ODOO,843,https://www.arp.tn/deputy/details/843,source_id,high
TNP-00031,ARP_ODOO,872,https://www.arp.tn/deputy/details/872,source_id,high
TNP-00032,ARP_ODOO,893,https://www.arp.tn/deputy/details/893,source_id,high
TNP-00033,ARP_ODOO,873,https://www.arp.tn/deputy/details/873,source_id,high
TNP-00034,ARP_ODOO,880,https://www.arp.tn/deputy/details/880,source_id,high
TNP-00035,ARP_ODOO,790,https://www.arp.tn/deputy/details/790,source_id,high
TNP-00036,ARP_ODOO,798,https://www.arp.tn/deputy/details/798,source_id,high
TNP-00037,ARP_ODOO,887,https://www.arp.tn/deputy/details/887,source_id,high
TNP-00038,ARP_ODOO,803,https://www.arp.tn/deputy/details/803,source_id,high
TNP-00039,ARP_ODOO,788,https://www.arp.tn/deputy/details/788,source_id,high
TNP-00040,ARP_ODOO,752,https://www.arp.tn/deputy/details/752,source_id,high
TNP-00041,ARP_ODOO,829,https://www.arp.tn/deputy/details/829,source_id,high
TNP-00042,ARP_ODOO,835,https://www.arp.tn/deputy/details/835,source_id,high
TNP-00043,ARP_ODOO,838,https://www.arp.tn/deputy/details/838,source_id,high
TNP-00044,ARP_ODOO,828,https://www.arp.tn/deputy/details/828,source_id,high
TNP-00045,ARP_ODOO,763,https://www.arp.tn/deputy/details/763,source_id,high
TNP-00046,ARP_ODOO,757,https://www.arp.tn/deputy/details/757,source_id,high
TNP-00047,ARP_ODOO,816,https://www.arp.tn/deputy/details/816,source_id,high
TNP-00048,ARP_ODOO,747,https://www.arp.tn/deputy/details/747,source_id,high
TNP-00049,ARP_ODOO,782,https://www.arp.tn/deputy/details/782,source_id,high
TNP-00050,ARP_ODOO,787,https://www.arp.tn/deputy/details/787,source_id,high
TNP-00051,ARP_ODOO,766,https://www.arp.tn/deputy/details/766,source_id,high
TNP-00052,ARP_ODOO,775,https://www.arp.tn/deputy/details/775,source_id,high
TNP-00053,ARP_ODOO,862,https://www.arp.tn/deputy/details/862,source_id,high
TNP-00054,ARP_ODOO,762,https://www.arp.tn/deputy/details/762,source_id,high
TNP-00055,ARP_ODOO,801,https://www.arp.tn/deputy/details/801,source_id,high
TNP-00056,ARP_ODOO,802,https://www.arp.tn/deputy/details/802,source_id,high
TNP-00057,ARP_ODOO,810,https://www.arp.tn/deputy/details/810,source_id,high
TNP-00058,ARP_ODOO,253,https://www.arp.tn/deputy/details/253,source_id,high
TNP-00058,MARSAD_ARP2014,Fatma_Mseddi,https://majles.marsad.tn/2014/elus/Fatma_Mseddi,normalised_name_ar+lat,high
TNP-00059,ARP_ODOO,774,https://www.arp.tn/deputy/details/774,source_id,high
TNP-00060,ARP_ODOO,877,https://www.arp.tn/deputy/details/877,source_id,high
TNP-00061,ARP_ODOO,807,https://www.arp.tn/deputy/details/807,source_id,high
TNP-00062,ARP_ODOO,799,https://www.arp.tn/deputy/details/799,source_id,high
TNP-00063,ARP_ODOO,900,https://www.arp.tn/deputy/details/900,source_id,high
TNP-00064,ARP_ODOO,789,https://www.arp.tn/deputy/details/789,source_id,high
TNP-00065,ARP_ODOO,262,https://www.arp.tn/deputy/details/262,source_id,high
TNP-00065,MARSAD_ARP2014,Imed_Ouled_Jebril,https://majles.marsad.tn/2014/elus/Imed_Ouled_Jebril,normalised_name_ar+lat,high
TNP-00065,MARSAD_MAJLES,imed-ouled-jebril,https://majles.marsad.tn/ar/person/imed-ouled-jebril,normalised_name_ar+lat,high
TNP-00066,ARP_ODOO,793,https://www.arp.tn/deputy/details/793,source_id,high
TNP-00067,ARP_ODOO,875,https://www.arp.tn/deputy/details/875,source_id,high
TNP-00068,ARP_ODOO,759,https://www.arp.tn/deputy/details/759,source_id,high
TNP-00069,ARP_ODOO,850,https://www.arp.tn/deputy/details/850,source_id,high
TNP-00070,ARP_ODOO,865,https://www.arp.tn/deputy/details/865,source_id,high
TNP-00071,ARP_ODOO,769,https://www.arp.tn/deputy/details/769,source_id,high
TNP-00072,ARP_ODOO,745,https://www.arp.tn/deputy/details/745,source_id,high
TNP-00073,ARP_ODOO,902,https://www.arp.tn/deputy/details/902,source_id,high
TNP-00074,ARP_ODOO,841,https://www.arp.tn/deputy/details/841,source_id,high
TNP-00075,ARP_ODOO,891,https://www.arp.tn/deputy/details/891,source_id,high
TNP-00076,ARP_ODOO,776,https://www.arp.tn/deputy/details/776,source_id,high
TNP-00077,ARP_ODOO,866,https://www.arp.tn/deputy/details/866,source_id,high
TNP-00078,ARP_ODOO,876,https://www.arp.tn/deputy/details/876,source_id,high
TNP-00079,ARP_ODOO,848,https://www.arp.tn/deputy/details/848,source_id,high
TNP-00080,ARP_ODOO,568,https://www.arp.tn/deputy/details/568,source_id,high
TNP-00080,MARSAD_MAJLES,abderrazek-aouidet,https://majles.marsad.tn/ar/person/abderrazek-aouidet,normalised_name_ar+lat,high
TNP-00081,ARP_ODOO,778,https://www.arp.tn/deputy/details/778,source_id,high
TNP-00082,ARP_ODOO,853,https://www.arp.tn/deputy/details/853,source_id,high
TNP-00083,ARP_ODOO,888,https://www.arp.tn/deputy/details/888,source_id,high
TNP-00084,ARP_ODOO,756,https://www.arp.tn/deputy/details/756,source_id,high
TNP-00085,ARP_ODOO,753,https://www.arp.tn/deputy/details/753,source_id,high
TNP-00086,ARP_ODOO,744,https://www.arp.tn/deputy/details/744,source_id,high
TNP-00087,ARP_ODOO,854,https://www.arp.tn/deputy/details/854,source_id,high
TNP-00088,ARP_ODOO,772,https://www.arp.tn/deputy/details/772,source_id,high
TNP-00089,ARP_ODOO,767,https://www.arp.tn/deputy/details/767,source_id,high
TNP-00090,ARP_ODOO,824,https://www.arp.tn/deputy/details/824,source_id,high
TNP-00091,ARP_ODOO,748,https://www.arp.tn/deputy/details/748,source_id,high
TNP-00092,ARP_ODOO,797,https://www.arp.tn/deputy/details/797,source_id,high
TNP-00093,ARP_ODOO,847,https://www.arp.tn/deputy/details/847,source_id,high
TNP-00094,ARP_ODOO,856,https://www.arp.tn/deputy/details/856,source_id,high
TNP-00095,ARP_ODOO,758,https://www.arp.tn/deputy/details/758,source_id,high
TNP-00096,ARP_ODOO,859,https://www.arp.tn/deputy/details/859,source_id,high
TNP-00097,ARP_ODOO,849,https://www.arp.tn/deputy/details/849,source_id,high
TNP-00098,ARP_ODOO,817,https://www.arp.tn/deputy/details/817,source_id,high
TNP-00099,ARP_ODOO,746,https://www.arp.tn/deputy/details/746,source_id,high
TNP-00100,ARP_ODOO,881,https://www.arp.tn/deputy/details/881,source_id,high
TNP-00101,ARP_ODOO,901,https://www.arp.tn/deputy/details/901,source_id,high
TNP-00102,ARP_ODOO,839,https://www.arp.tn/deputy/details/839,source_id,high
TNP-00103,ARP_ODOO,813,https://www.arp.tn/deputy/details/813,source_id,high
