person_id,source_id,source_key,source_url,match_method,match_confidence
TNP-00104,ARP_ODOO,890,https://www.arp.tn/deputy/details/890,source_id,high
TNP-00105,ARP_ODOO,898,https://www.arp.tn/deputy/details/898,source_id,high
TNP-00105,MARSAD_MAJLES,sami-ben-abdelali,https://majles.marsad.tn/ar/person/sami-ben-abdelali,normalised_name_ar+lat,high
TNP-00106,ARP_ODOO,811,https://www.arp.tn/deputy/details/811,source_id,high
TNP-00107,ARP_ODOO,794,https://www.arp.tn/deputy/details/794,source_id,high
TNP-00108,ARP_ODOO,832,https://www.arp.tn/deputy/details/832,source_id,high
TNP-00109,ARP_ODOO,791,https://www.arp.tn/deputy/details/791,source_id,high
TNP-00110,ARP_ODOO,895,https://www.arp.tn/deputy/details/895,source_id,high
TNP-00111,ARP_ODOO,219,https://www.arp.tn/deputy/details/219,source_id,high
TNP-00111,MARSAD_ARP2014,Riadh_Jaidane,https://majles.marsad.tn/2014/elus/Riadh_Jaidane,normalised_name_ar+lat,high
TNP-00112,ARP_ODOO,800,https://www.arp.tn/deputy/details/800,source_id,high
TNP-00113,ARP_ODOO,830,https://www.arp.tn/deputy/details/830,source_id,high
TNP-00114,ARP_ODOO,821,https://www.arp.tn/deputy/details/821,source_id,high
TNP-00115,ARP_ODOO,193,https://www.arp.tn/deputy/details/193,source_id,high
TNP-00115,MARSAD_ARP2014,Ridha_Dellai,https://majles.marsad.tn/2014/elus/Ridha_Dellai,normalised_name_ar+lat,high
TNP-00115,MARSAD_MAJLES,ridha-dellai,https://majles.marsad.tn/ar/person/ridha-dellai,normalised_name_ar+lat,high
TNP-00116,ARP_ODOO,833,https://www.arp.tn/deputy/details/833,source_id,high
TNP-00117,ARP_ODOO,845,https://www.arp.tn/deputy/details/845,source_id,high
TNP-00118,ARP_ODOO,903,https://www.arp.tn/deputy/details/903,source_id,high
TNP-00119,ARP_ODOO,795,https://www.arp.tn/deputy/details/795,source_id,high
TNP-00120,ARP_ODOO,842,https://www.arp.tn/deputy/details/842,source_id,high
TNP-00121,ARP_ODOO,780,https://www.arp.tn/deputy/details/780,source_id,high
TNP-00122,ARP_ODOO,861,https://www.arp.tn/deputy/details/861,source_id,high
TNP-00123,ARP_ODOO,896,https://www.arp.tn/deputy/details/896,source_id,high
TNP-00124,ARP_ODOO,831,https://www.arp.tn/deputy/details/831,source_id,high
TNP-00125,ARP_ODOO,844,https://www.arp.tn/deputy/details/844,source_id,high
TNP-00126,ARP_ODOO,777,https://www.arp.tn/deputy/details/777,source_id,high
TNP-00127,ARP_ODOO,827,https://www.arp.tn/deputy/details/827,source_id,high
TNP-00128,ARP_ODOO,846,https://www.arp.tn/deputy/details/846,source_id,high
TNP-00129,ARP_ODOO,864,https://www.arp.tn/deputy/details/864,source_id,high
TNP-00130,ARP_ODOO,755,https://www.arp.tn/deputy/details/755,source_id,high
TNP-00131,ARP_ODOO,867,https://www.arp.tn/deputy/details/867,source_id,high
TNP-00132,ARP_ODOO,804,https://www.arp.tn/deputy/details/804,source_id,high
TNP-00133,ARP_ODOO,834,https://www.arp.tn/deputy/details/834,source_id,high
TNP-00134,ARP_ODOO,544,https://www.arp.tn/deputy/details/544,source_id,high
TNP-00134,MARSAD_MAJLES,badredine-gammoudi,https://majles.marsad.tn/ar/person/badredine-gammoudi,normalised_name_lat,medium
TNP-00135,ARP_ODOO,808,https://www.arp.tn/deputy/details/808,source_id,high
TNP-00136,ARP_ODOO,878,https://www.arp.tn/deputy/details/878,source_id,high
TNP-00137,ARP_ODOO,785,https://www.arp.tn/deputy/details/785,source_id,high
TNP-00138,ARP_ODOO,779,https://www.arp.tn/deputy/details/779,source_id,high
TNP-00139,ARP_ODOO,858,https://www.arp.tn/deputy/details/858,source_id,high
TNP-00140,ARP_ODOO,773,https://www.arp.tn/deputy/details/773,source_id,high
TNP-00141,ARP_ODOO,897,https://www.arp.tn/deputy/details/897,source_id,high
TNP-00141,MARSAD_ANC,4f4fbcf3bd8cb56157000027,https://www.marsad.tn/deputes/4f4fbcf3bd8cb56157000027,normalised_name_ar+lat,high
TNP-00142,ARP_ODOO,749,https://www.arp.tn/deputy/details/749,source_id,high
TNP-00143,ARP_ODOO,869,https://www.arp.tn/deputy/details/869,source_id,high
TNP-00144,ARP_ODOO,871,https://www.arp.tn/deputy/details/871,source_id,high
TNP-00145,ARP_ODOO,181,https://www.arp.tn/deputy/details/181,source_id,high
TNP-00145,MARSAD_ARP2014,Naceur_Channoufi,https://majles.marsad.tn/2014/elus/Naceur_Channoufi,normalised_name_ar+lat,high
TNP-00146,ARP_ODOO,820,https://www.arp.tn/deputy/details/820,source_id,high
TNP-00147,ARP_ODOO,765,https://www.arp.tn/deputy/details/765,source_id,high
TNP-00148,ARP_ODOO,894,https://www.arp.tn/deputy/details/894,source_id,high
TNP-00149,ARP_ODOO,784,https://www.arp.tn/deputy/details/784,source_id,high
TNP-00150,ARP_ODOO,870,https://www.arp.tn/deputy/details/870,source_id,high
TNP-00151,ARP_ODOO,760,https://www.arp.tn/deputy/details/760,source_id,high
TNP-00152,ARP_ODOO,815,https://www.arp.tn/deputy/details/815,source_id,high
TNP-00153,ARP_ODOO,805,https://www.arp.tn/deputy/details/805,source_id,high
TNP-00154,ARP_ODOO,851,https://www.arp.tn/deputy/details/851,source_id,high
TNP-00155,ARP_ODOO,742,https://www.arp.tn/deputy/details/742,source_id,high
TNP-00156,MARSAD_MAJLES,abdallah-hrizi,https://majles.marsad.tn/ar/person/abdallah-hrizi,source_id,high
TNP-00157,MARSAD_MAJLES,abdelhamid-marzouki,https://majles.marsad.tn/ar/person/abdelhamid-marzouki,source_id,high
TNP-00158,MARSAD_MAJLES,abdellatif-aloui,https://majles.marsad.tn/ar/person/abdellatif-aloui,source_id,high
TNP-00159,MARSAD_MAJLES,abdelmajid-ammar,https://majles.marsad.tn/ar/person/abdelmajid-ammar,source_id,high
TNP-00160,MARSAD_MAJLES,abderrazek-hosni,https://majles.marsad.tn/ar/person/abderrazek-hosni,source_id,high
TNP-00161,MARSAD_MAJLES,abdesslam-ben-amara,https://majles.marsad.tn/ar/person/abdesslam-ben-amara,source_id,high
TNP-00162,MARSAD_MAJLES,abir-moussi,https://majles.marsad.tn/ar/person/abir-moussi,source_id,high
TNP-00163,MARSAD_ARP2014,Adnane_Hajji,https://majles.marsad.tn/2014/elus/Adnane_Hajji,normalised_name_ar+lat,high
TNP-00163,MARSAD_MAJLES,adnane-hajji,https://majles.marsad.tn/ar/person/adnane-hajji,source_id,high
TNP-00164,MARSAD_MAJLES,adnene-ben-brahim,https://majles.marsad.tn/ar/person/adnene-ben-brahim,source_id,high
TNP-00165,MARSAD_MAJLES,ahmed-belgacem,https://majles.marsad.tn/ar/person/ahmed-belgacem,source_id,high
TNP-00166,MARSAD_MAJLES,ahmed-ben-ayed,https://majles.marsad.tn/ar/person/ahmed-ben-ayed,source_id,high
TNP-00167,MARSAD_MAJLES,ahmed-mouha,https://majles.marsad.tn/ar/person/ahmed-mouha,source_id,high
TNP-00168,MARSAD_MAJLES,ahmed-sghaier,https://majles.marsad.tn/ar/person/ahmed-sghaier,source_id,high
TNP-00169,MARSAD_MAJLES,ali-ben-aoun,https://majles.marsad.tn/ar/person/ali-ben-aoun,source_id,high
TNP-00170,MARSAD_MAJLES,ali-hermassi,https://majles.marsad.tn/ar/person/ali-hermassi,source_id,high
TNP-00171,MARSAD_MAJLES,ali-tayachi,https://majles.marsad.tn/ar/person/ali-tayachi,source_id,high
TNP-00172,MARSAD_MAJLES,amal-saidi,https://majles.marsad.tn/ar/person/amal-saidi,source_id,high
TNP-00173,MARSAD_MAJLES,amel-ouertatani,https://majles.marsad.tn/ar/person/amel-ouertatani,source_id,high
TNP-00174,MARSAD_ANC,4f4fbcf3bd8cb56157000069,https://www.marsad.tn/deputes/4f4fbcf3bd8cb56157000069,normalised_name_ar+lat,high
TNP-00174,MARSAD_ARP2014,Ameur_Laraiedh,https://majles.marsad.tn/2014/elus/Ameur_Laraiedh,normalised_name_ar+lat,high
TNP-00174,MARSAD_MAJLES,ameur-laraiedh,https://majles.marsad.tn/ar/person/ameur-laraiedh,source_id,high
TNP-00175,MARSAD_MAJLES,amine-missaoui,https://majles.marsad.tn/ar/person/amine-missaoui,source_id,high
TNP-00176,MARSAD_MAJLES,amira-charfedine,https://majles.marsad.tn/ar/person/amira-charfedine,source_id,high
TNP-00177,MARSAD_MAJLES,anouar-ben-chahed,https://majles.marsad.tn/ar/person/anouar-ben-chahed,source_id,high
TNP-00178,MARSAD_ARP2014,Aroua_Ben_Abbas,https://majles.marsad.tn/2014/elus/Aroua_Ben_Abbas,normalised_name_ar+lat,high
TNP-00178,MARSAD_MAJLES,aroua-ben-abbas,https://majles.marsad.tn/ar/person/aroua-ben-abbas,source_id,high
TNP-00179,MARSAD_MAJLES,awatef-ftirich,https://majles.marsad.tn/ar/person/awatef-ftirich,source_id,high
TNP-00180,MARSAD_MAJLES,awatef-griche-abid,https://majles.marsad.tn/ar/person/awatef-griche-abid,source_id,high
TNP-00181,MARSAD_MAJLES,ayachi-zammal,https://majles.marsad.tn/ar/person/ayachi-zammal,source_id,high
TNP-00182,MARSAD_MAJLES,ayatallah-hichri,https://majles.marsad.tn/ar/person/ayatallah-hichri,source_id,high
TNP-00183,MARSAD_ARP2014,Bechir_Khelifi,https://majles.marsad.tn/2014/elus/Bechir_Khelifi,normalised_name_ar+lat,high
TNP-00183,MARSAD_MAJLES,bechir-khelifi,https://majles.marsad.tn/ar/person/bechir-khelifi,source_id,high
TNP-00184,MARSAD_MAJLES,bechr-chebbi,https://majles.marsad.tn/ar/person/bechr-chebbi,source_id,high
TNP-00185,MARSAD_MAJLES,belgacem-darraji,https://majles.marsad.tn/ar/person/belgacem-darraji,source_id,high
TNP-00186,MARSAD_MAJLES,belgacem-hssan,https://majles.marsad.tn/ar/person/belgacem-hssan,source_id,high
TNP-00187,MARSAD_MAJLES,chadia-hafsouni,https://majles.marsad.tn/ar/person/chadia-hafsouni,source_id,high
TNP-00188,MARSAD_MAJLES,chiraz-chebbi,https://majles.marsad.tn/ar/person/chiraz-chebbi,source_id,high
TNP-00189,MARSAD_MAJLES,chokri-belhaj-amara,https://majles.marsad.tn/ar/person/chokri-belhaj-amara,source_id,high
TNP-00190,MARSAD_MAJLES,chokri-dhouibi,https://majles.marsad.tn/ar/person/chokri-dhouibi,source_id,high
TNP-00191,MARSAD_ARP2014,Emna_Ben_Hmayed,https://majles.marsad.tn/2014/elus/Emna_Ben_Hmayed,normalised_name_ar+lat,high
TNP-00191,MARSAD_MAJLES,emna-ben-hmayed,https://majles.marsad.tn/ar/person/emna-ben-hmayed,source_id,high
TNP-00192,MARSAD_MAJLES,ezzedine-ferjani,https://majles.marsad.tn/ar/person/ezzedine-ferjani,source_id,high
TNP-00193,MARSAD_MAJLES,fadhel-ouej,https://majles.marsad.tn/ar/person/fadhel-ouej,source_id,high
TNP-00194,MARSAD_MAJLES,faiza-bouhlel,https://majles.marsad.tn/ar/person/faiza-bouhlel,source_id,high
TNP-00195,MARSAD_MAJLES,faker-chouikhi,https://majles.marsad.tn/ar/person/faker-chouikhi,source_id,high
TNP-00196,MARSAD_MAJLES,fakhereedine-chabchoub,https://majles.marsad.tn/ar/person/fakhereedine-chabchoub,source_id,high
TNP-00197,MARSAD_MAJLES,fares-blel,https://majles.marsad.tn/ar/person/fares-blel,source_id,high
TNP-00198,MARSAD_MAJLES,farhat-rajhi,https://majles.marsad.tn/ar/person/farhat-rajhi,source_id,high
TNP-00199,MARSAD_ANC,4f4fbcf3bd8cb56157000085,https://www.marsad.tn/deputes/4f4fbcf3bd8cb56157000085,normalised_name_ar+lat,high
TNP-00199,MARSAD_ARP2014,Fathi_Ayadi,https://majles.marsad.tn/2014/elus/Fathi_Ayadi,normalised_name_ar+lat,high
TNP-00199,MARSAD_MAJLES,fathi-ayadi,https://majles.marsad.tn/ar/person/fathi-ayadi,source_id,high
TNP-00200,MARSAD_MAJLES,fathi-belgacem,https://majles.marsad.tn/ar/person/fathi-belgacem,source_id,high
TNP-00201,MARSAD_MAJLES,faycel-derbel,https://majles.marsad.tn/ar/person/faycel-derbel,source_id,high
TNP-00202,MARSAD_MAJLES,faycel-tahri,https://majles.marsad.tn/ar/person/faycel-tahri,source_id,high
TNP-00203,MARSAD_ARP2014,Faycel_Tebini,https://majles.marsad.tn/2014/elus/Faycel_Tebini,normalised_name_ar+lat,high
TNP-00203,MARSAD_MAJLES,faycel-tebini,https://majles.marsad.tn/ar/person/faycel-tebini,source_id,high
TNP-00204,MARSAD_ARP2014,Ferida_Laabidi,https://majles.marsad.tn/2014/elus/Ferida_Laabidi,normalised_name_ar+lat,high
TNP-00204,MARSAD_MAJLES,ferida-laabidi,https://majles.marsad.tn/ar/person/ferida-laabidi,source_id,high
TNP-00205,MARSAD_MAJLES,foued-thameur,https://majles.marsad.tn/ar/person/foued-thameur,source_id,high
TNP-00206,MARSAD_MAJLES,ghazi-karoui,https://majles.marsad.tn/ar/person/ghazi-karoui,source_id,high
TNP-00207,MARSAD_MAJLES,habib-ben-sid-hom,https://majles.marsad.tn/ar/person/habib-ben-sid-hom,source_id,high
TNP-00208,MARSAD_ARP2014,Hafedh_Zouari,https://majles.marsad.tn/2014/elus/Hafedh_Zouari,normalised_name_ar+lat,high
TNP-00208,MARSAD_MAJLES,hafedh-zouari,https://majles.marsad.tn/ar/person/hafedh-zouari,source_id,high
TNP-00209,MARSAD_MAJLES,hajer-naifer,https://majles.marsad.tn/ar/person/hajer-naifer,source_id,high
TNP-00210,MARSAD_MAJLES,halima-hammami,https://majles.marsad.tn/ar/person/halima-hammami,source_id,high
TNP-00211,MARSAD_MAJLES,hassen-ben-hadj-ibrahim,https://majles.marsad.tn/ar/person/hassen-ben-hadj-ibrahim,source_id,high
TNP-00212,MARSAD_ARP2014,Hassouna_Nasfi,https://majles.marsad.tn/2014/elus/Hassouna_Nasfi,normalised_name_ar+lat,high
TNP-00212,MARSAD_MAJLES,hassouna-nasfi,https://majles.marsad.tn/ar/person/hassouna-nasfi,source_id,high
TNP-00213,MARSAD_MAJLES,hatem-boubakri,https://majles.marsad.tn/ar/person/hatem-boubakri,source_id,high
TNP-00214,MARSAD_MAJLES,hatem-karoui,https://majles.marsad.tn/ar/person/hatem-karoui,source_id,high
TNP-00215,MARSAD_MAJLES,hatem-mansi,https://majles.marsad.tn/ar/person/hatem-mansi,source_id,high
TNP-00216,MARSAD_MAJLES,hatem-mliki,https://majles.marsad.tn/ar/person/hatem-mliki,source_id,high
TNP-00217,MARSAD_ARP2014,Hayet_Omri,https://majles.marsad.tn/2014/elus/Hayet_Omri,normalised_name_ar+lat,high
TNP-00217,MARSAD_MAJLES,hayet-omri,https://majles.marsad.tn/ar/person/hayet-omri,source_id,high
TNP-00218,MARSAD_MAJLES,haykel-mekki,https://majles.marsad.tn/ar/person/haykel-mekki,source_id,high
TNP-00219,MARSAD_MAJLES,haythem-brahem,https://majles.marsad.tn/ar/person/haythem-brahem,source_id,high
TNP-00220,MARSAD_MAJLES,hedi-makni,https://majles.marsad.tn/ar/person/hedi-makni,source_id,high
TNP-00221,MARSAD_ARP2014,Heger_Bouzemmi,https://majles.marsad.tn/2014/elus/Heger_Bouzemmi,normalised_name_ar+lat,high
TNP-00221,MARSAD_MAJLES,heger-bouzemmi,https://majles.marsad.tn/ar/person/heger-bouzemmi,source_id,high
TNP-00222,MARSAD_MAJLES,hejer-bouhleli,https://majles.marsad.tn/ar/person/hejer-bouhleli,source_id,high
TNP-00223,MARSAD_MAJLES,hichem-ajbouni,https://majles.marsad.tn/ar/person/hichem-ajbouni,source_id,high
TNP-00224,MARSAD_MAJLES,hichem-ben-ahmed,https://majles.marsad.tn/ar/person/hichem-ben-ahmed,source_id,high
TNP-00225,MARSAD_MAJLES,houssem-moussa,https://majles.marsad.tn/ar/person/houssem-moussa,source_id,high
TNP-00226,MARSAD_MAJLES,hussein-jenayah,https://majles.marsad.tn/ar/person/hussein-jenayah,source_id,high
TNP-00227,MARSAD_ARP2014,Ibtihej_Ben_Helal,https://majles.marsad.tn/2014/elus/Ibtihej_Ben_Helal,normalised_name_ar+lat,high
TNP-00227,MARSAD_MAJLES,ibtihej-ben-helal,https://majles.marsad.tn/ar/person/ibtihej-ben-helal,source_id,high
TNP-00228,MARSAD_ARP2014,Imed_Khemiri,https://majles.marsad.tn/2014/elus/Imed_Khemiri,normalised_name_ar+lat,high
TNP-00228,MARSAD_MAJLES,imed-khemiri,https://majles.marsad.tn/ar/person/imed-khemiri,source_id,high
TNP-00229,MARSAD_MAJLES,imen-bettaieb,https://majles.marsad.tn/ar/person/imen-bettaieb,source_id,high
TNP-00230,MARSAD_MAJLES,issam-bargougui,https://majles.marsad.tn/ar/person/issam-bargougui,source_id,high
TNP-00231,MARSAD_MAJLES,iyadh-allag,https://majles.marsad.tn/ar/person/iyadh-allag,source_id,high
TNP-00232,MARSAD_MAJLES,iyadh-elloumi,https://majles.marsad.tn/ar/person/iyadh-elloumi,source_id,high
TNP-00233,MARSAD_MAJLES,jalal-zayati,https://majles.marsad.tn/ar/person/jalal-zayati,source_id,high
TNP-00234,MARSAD_MAJLES,jamali-boudhouafi,https://majles.marsad.tn/ar/person/jamali-boudhouafi,source_id,high
TNP-00235,MARSAD_ARP2014,Jamila_Debbech,https://majles.marsad.tn/2014/elus/Jamila_Debbech,normalised_name_ar+lat,high
TNP-00235,MARSAD_MAJLES,jamila-debbech,https://majles.marsad.tn/ar/person/jamila-debbech,source_id,high
TNP-00236,MARSAD_ARP2014,Jamila_Jouini,https://majles.marsad.tn/2014/elus/Jamila_Jouini,normalised_name_ar+lat,high
TNP-00236,MARSAD_MAJLES,jamila-jouini,https://majles.marsad.tn/ar/person/jamila-jouini,source_id,high
TNP-00237,MARSAD_MAJLES,jawher-mghirbi,https://majles.marsad.tn/ar/person/jawher-mghirbi,source_id,high
TNP-00238,MARSAD_MAJLES,jedidi-sboui,https://majles.marsad.tn/ar/person/jedidi-sboui,source_id,high
TNP-00239,MARSAD_MAJLES,kamel-aouadi,https://majles.marsad.tn/ar/person/kamel-aouadi,source_id,high
TNP-00240,MARSAD_MAJLES,kamel-habib-faraj,https://majles.marsad.tn/ar/person/kamel-habib-faraj,source_id,high
