table_name,record_id,field_name,source_id,value_hash,retrieved_at,confidence
persons,TNP-00103,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-659fd88c08b0,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00104,name_ar,ARP_ODOO,c7e62c242f84,2026-08-29,high
persons,TNP-00104,name_lat,ARP_ODOO,3d05140c4d89,2026-08-29,high
persons,TNP-00104,given_name_ar,ARP_ODOO,793f38dae1b7,2026-08-29,high
persons,TNP-00104,family_name_ar,ARP_ODOO,4967f51b28d3,2026-08-29,high
persons,TNP-00104,given_name_lat,ARP_ODOO,793f38dae1b7,2026-08-29,high
persons,TNP-00104,family_name_lat,ARP_ODOO,4967f51b28d3,2026-08-29,high
persons,TNP-00104,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-c36711dbd969,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00105,name_ar,ARP_ODOO,2c352469d3d4,2026-08-29,high
persons,TNP-00105,name_lat,ARP_ODOO,cbdfc51e9a2c,2026-08-29,high
persons,TNP-00105,given_name_ar,ARP_ODOO,793f38dae1b7,2026-08-29,high
persons,TNP-00105,family_name_ar,ARP_ODOO,8069934c2cc7,2026-08-29,high
persons,TNP-00105,given_name_lat,ARP_ODOO,793f38dae1b7,2026-08-29,high
persons,TNP-00105,family_name_lat,ARP_ODOO,8069934c2cc7,2026-08-29,high
persons,TNP-00105,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-e4e803dd3d35,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00106,name_ar,ARP_ODOO,a3998b7515b3,2026-08-29,high
persons,TNP-00106,name_lat,ARP_ODOO,874e8d2d1d0e,2026-08-29,high
persons,TNP-00106,given_name_ar,ARP_ODOO,793f38dae1b7,2026-08-29,high
persons,TNP-00106,family_name_ar,ARP_ODOO,476e8616ed0a,2026-08-29,high
persons,TNP-00106,given_name_lat,ARP_ODOO,793f38dae1b7,2026-08-29,high
persons,TNP-00106,family_name_lat,ARP_ODOO,476e8616ed0a,2026-08-29,high
persons,TNP-00106,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-07d0b6f17182,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00107,name_ar,ARP_ODOO,05f03714dec6,2026-08-29,high
persons,TNP-00107,name_lat,ARP_ODOO,0e9044da8e20,2026-08-29,high
persons,TNP-00107,given_name_ar,ARP_ODOO,793f38dae1b7,2026-08-29,high
persons,TNP-00107,family_name_ar,ARP_ODOO,52601b4b2c10,2026-08-29,high
persons,TNP-00107,given_name_lat,ARP_ODOO,793f38dae1b7,2026-08-29,high
persons,TNP-00107,family_name_lat,ARP_ODOO,52601b4b2c10,2026-08-29,high
persons,TNP-00107,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-223bdb3a0949,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00108,name_ar,ARP_ODOO,b9d476cda1ae,2026-08-29,high
persons,TNP-00108,name_lat,ARP_ODOO,5261d8ba9445,2026-08-29,high
persons,TNP-00108,given_name_ar,ARP_ODOO,76d0c0024448,2026-08-29,high
persons,TNP-00108,family_name_ar,ARP_ODOO,91eda27b8c29,2026-08-29,high
persons,TNP-00108,given_name_lat,ARP_ODOO,76d0c0024448,2026-08-29,high
persons,TNP-00108,family_name_lat,ARP_ODOO,91eda27b8c29,2026-08-29,high
persons,TNP-00108,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-f9d4730e378d,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00109,name_ar,ARP_ODOO,20ce4ca5e183,2026-08-29,high
persons,TNP-00109,name_lat,ARP_ODOO,6e385b4a868d,2026-08-29,high
persons,TNP-00109,given_name_ar,ARP_ODOO,8851b975365f,2026-08-29,high
persons,TNP-00109,family_name_ar,ARP_ODOO,ea4b23229858,2026-08-29,high
persons,TNP-00109,given_name_lat,ARP_ODOO,8851b975365f,2026-08-29,high
persons,TNP-00109,family_name_lat,ARP_ODOO,ea4b23229858,2026-08-29,high
persons,TNP-00109,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-4413064003dd,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00110,name_ar,ARP_ODOO,842bde7ca0c7,2026-08-29,high
persons,TNP-00110,name_lat,ARP_ODOO,9404cffefff8,2026-08-29,high
persons,TNP-00110,given_name_ar,ARP_ODOO,13cf4e4cd89f,2026-08-29,high
persons,TNP-00110,family_name_ar,ARP_ODOO,b0d801a186a3,2026-08-29,high
persons,TNP-00110,given_name_lat,ARP_ODOO,13cf4e4cd89f,2026-08-29,high
persons,TNP-00110,family_name_lat,ARP_ODOO,b0d801a186a3,2026-08-29,high
persons,TNP-00110,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-824a32b77410,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00111,name_ar,ARP_ODOO,a25f3f97d552,2026-08-29,high
persons,TNP-00111,name_lat,ARP_ODOO,ecdce74e3b5e,2026-08-29,high
persons,TNP-00111,given_name_ar,ARP_ODOO,86967303a893,2026-08-29,high
persons,TNP-00111,family_name_ar,ARP_ODOO,6042e0de2045,2026-08-29,high
persons,TNP-00111,given_name_lat,ARP_ODOO,86967303a893,2026-08-29,high
persons,TNP-00111,family_name_lat,ARP_ODOO,6042e0de2045,2026-08-29,high
persons,TNP-00111,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-c90c3caa268d,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00112,name_ar,ARP_ODOO,2c819489b74c,2026-08-29,high
persons,TNP-00112,name_lat,ARP_ODOO,ebb85d76d8a2,2026-08-29,high
persons,TNP-00112,given_name_ar,ARP_ODOO,86967303a893,2026-08-29,high
persons,TNP-00112,family_name_ar,ARP_ODOO,e74f677a09f2,2026-08-29,high
persons,TNP-00112,given_name_lat,ARP_ODOO,86967303a893,2026-08-29,high
persons,TNP-00112,family_name_lat,ARP_ODOO,e74f677a09f2,2026-08-29,high
persons,TNP-00112,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-653f7c7086a3,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00113,name_ar,ARP_ODOO,60f5e2adf996,2026-08-29,high
persons,TNP-00113,name_lat,ARP_ODOO,8a0e996c5a89,2026-08-29,high
persons,TNP-00113,given_name_ar,ARP_ODOO,09514d738ebe,2026-08-29,high
persons,TNP-00113,family_name_ar,ARP_ODOO,593110307df5,2026-08-29,high
persons,TNP-00113,given_name_lat,ARP_ODOO,09514d738ebe,2026-08-29,high
persons,TNP-00113,family_name_lat,ARP_ODOO,593110307df5,2026-08-29,high
persons,TNP-00113,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-967f743772b5,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00114,name_ar,ARP_ODOO,62633140c712,2026-08-29,high
persons,TNP-00114,name_lat,ARP_ODOO,d26101c61687,2026-08-29,high
persons,TNP-00114,given_name_ar,ARP_ODOO,465000ebde81,2026-08-29,high
persons,TNP-00114,family_name_ar,ARP_ODOO,5e82d1bbe90a,2026-08-29,high
persons,TNP-00114,given_name_lat,ARP_ODOO,465000ebde81,2026-08-29,high
persons,TNP-00114,family_name_lat,ARP_ODOO,5e82d1bbe90a,2026-08-29,high
persons,TNP-00114,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-36e4baa7f3db,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00115,name_ar,ARP_ODOO,71a83c5305eb,2026-08-29,high
persons,TNP-00115,name_lat,ARP_ODOO,c1345dbde529,2026-08-29,high
persons,TNP-00115,given_name_ar,ARP_ODOO,b0ff5fe4cf67,2026-08-29,high
persons,TNP-00115,family_name_ar,ARP_ODOO,1d7744aabf75,2026-08-29,high
persons,TNP-00115,given_name_lat,ARP_ODOO,b0ff5fe4cf67,2026-08-29,high
persons,TNP-00115,family_name_lat,ARP_ODOO,1d7744aabf75,2026-08-29,high
persons,TNP-00115,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-c95ebb6b260b,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00116,name_ar,ARP_ODOO,570046c9f9fb,2026-08-29,high
persons,TNP-00116,name_lat,ARP_ODOO,b379c619dafe,2026-08-29,high
persons,TNP-00116,given_name_ar,ARP_ODOO,cfed2e4611b3,2026-08-29,high
persons,TNP-00116,family_name_ar,ARP_ODOO,31ba5bff3a08,2026-08-29,high
persons,TNP-00116,given_name_lat,ARP_ODOO,cfed2e4611b3,2026-08-29,high
persons,TNP-00116,family_name_lat,ARP_ODOO,31ba5bff3a08,2026-08-29,high
persons,TNP-00116,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-b9cbe706edfd,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00117,name_ar,ARP_ODOO,fd412d34bbe1,2026-08-29,high
persons,TNP-00117,name_lat,ARP_ODOO,b1ecd5e2fd28,2026-08-29,high
persons,TNP-00117,given_name_ar,ARP_ODOO,82ed9fa48fa2,2026-08-29,high
persons,TNP-00117,family_name_ar,ARP_ODOO,135ed8c1cd21,2026-08-29,high
persons,TNP-00117,given_name_lat,ARP_ODOO,82ed9fa48fa2,2026-08-29,high
persons,TNP-00117,family_name_lat,ARP_ODOO,135ed8c1cd21,2026-08-29,high
persons,TNP-00117,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-4d55755eeb0b,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00118,name_ar,ARP_ODOO,d58f6a60545b,2026-08-29,high
persons,TNP-00118,name_lat,ARP_ODOO,266dd9c8f2f9,2026-08-29,high
persons,TNP-00118,given_name_ar,ARP_ODOO,d28b682d6b39,2026-08-29,high
persons,TNP-00118,family_name_ar,ARP_ODOO,7007a9316b0f,2026-08-29,high
persons,TNP-00118,given_name_lat,ARP_ODOO,35b7c7b7a2f0,2026-08-29,high
persons,TNP-00118,family_name_lat,ARP_ODOO,d159a55a885f,2026-08-29,high
persons,TNP-00118,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-0f92af684dd1,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00119,name_ar,ARP_ODOO,09a9db86e7ea,2026-08-29,high
persons,TNP-00119,name_lat,ARP_ODOO,b49a8a6b4c47,2026-08-29,high
persons,TNP-00119,given_name_ar,ARP_ODOO,7ef4440de175,2026-08-29,high
persons,TNP-00119,family_name_ar,ARP_ODOO,37ed22f9ae9a,2026-08-29,high
persons,TNP-00119,given_name_lat,ARP_ODOO,7ef4440de175,2026-08-29,high
persons,TNP-00119,family_name_lat,ARP_ODOO,37ed22f9ae9a,2026-08-29,high
persons,TNP-00119,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-8215c5b2e898,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00120,name_ar,ARP_ODOO,9cbd70fdd23a,2026-08-29,high
persons,TNP-00120,name_lat,ARP_ODOO,4dafad64b956,2026-08-29,high
persons,TNP-00120,given_name_ar,ARP_ODOO,7ef4440de175,2026-08-29,high
persons,TNP-00120,family_name_ar,ARP_ODOO,c3183a47286e,2026-08-29,high
persons,TNP-00120,given_name_lat,ARP_ODOO,7ef4440de175,2026-08-29,high
persons,TNP-00120,family_name_lat,ARP_ODOO,c3183a47286e,2026-08-29,high
persons,TNP-00120,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-e34a92f2ff2a,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00121,name_ar,ARP_ODOO,8fe5e2d02960,2026-08-29,high
persons,TNP-00121,name_lat,ARP_ODOO,2228fadaac25,2026-08-29,high
persons,TNP-00121,given_name_ar,ARP_ODOO,c4788b972706,2026-08-29,high
persons,TNP-00121,family_name_ar,ARP_ODOO,0e4cb2ff8858,2026-08-29,high
persons,TNP-00121,given_name_lat,ARP_ODOO,c4788b972706,2026-08-29,high
persons,TNP-00121,family_name_lat,ARP_ODOO,0e4cb2ff8858,2026-08-29,high
persons,TNP-00121,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-db23d01ebcac,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00122,name_ar,ARP_ODOO,2b8e6dde70f2,2026-08-29,high
persons,TNP-00122,name_lat,ARP_ODOO,bf2dac3a52fb,2026-08-29,high
persons,TNP-00122,given_name_ar,ARP_ODOO,37d9270f4988,2026-08-29,high
persons,TNP-00122,family_name_ar,ARP_ODOO,2b327d1732b9,2026-08-29,high
persons,TNP-00122,given_name_lat,ARP_ODOO,37d9270f4988,2026-08-29,high
persons,TNP-00122,family_name_lat,ARP_ODOO,2b327d1732b9,2026-08-29,high
persons,TNP-00122,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-a7bc03b31079,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00123,name_ar,ARP_ODOO,18887ea952e6,2026-08-29,high
persons,TNP-00123,name_lat,ARP_ODOO,5fc500c088f3,2026-08-29,high
persons,TNP-00123,given_name_ar,ARP_ODOO,37d9270f4988,2026-08-29,high
persons,TNP-00123,family_name_ar,ARP_ODOO,e578928c5067,2026-08-29,high
persons,TNP-00123,given_name_lat,ARP_ODOO,37d9270f4988,2026-08-29,high
persons,TNP-00123,family_name_lat,ARP_ODOO,e578928c5067,2026-08-29,high
persons,TNP-00123,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-df10c85e4dec,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00124,name_ar,ARP_ODOO,97724e0d91db,2026-08-29,high
persons,TNP-00124,name_lat,ARP_ODOO,d6181cbc8e5e,2026-08-29,high
persons,TNP-00124,given_name_ar,ARP_ODOO,37d9270f4988,2026-08-29,high
persons,TNP-00124,family_name_ar,ARP_ODOO,4cf1cce312bd,2026-08-29,high
persons,TNP-00124,given_name_lat,ARP_ODOO,37d9270f4988,2026-08-29,high
persons,TNP-00124,family_name_lat,ARP_ODOO,4cf1cce312bd,2026-08-29,high
persons,TNP-00124,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-44d00791a27e,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00125,name_ar,ARP_ODOO,109007cc6cdc,2026-08-29,high
persons,TNP-00125,name_lat,ARP_ODOO,350d73fdb1de,2026-08-29,high
persons,TNP-00125,given_name_ar,ARP_ODOO,e3a8c45db8ef,2026-08-29,high
persons,TNP-00125,family_name_ar,ARP_ODOO,7b6ef39eeec4,2026-08-29,high
persons,TNP-00125,given_name_lat,ARP_ODOO,e3a8c45db8ef,2026-08-29,high
persons,TNP-00125,family_name_lat,ARP_ODOO,7b6ef39eeec4,2026-08-29,high
persons,TNP-00125,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-8b92a0435fd9,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00126,name_ar,ARP_ODOO,d782809c3d64,2026-08-29,high
persons,TNP-00126,name_lat,ARP_ODOO,095e8f77620f,2026-08-29,high
persons,TNP-00126,given_name_ar,ARP_ODOO,7fdd8859ef62,2026-08-29,high
persons,TNP-00126,family_name_ar,ARP_ODOO,bb666af9112b,2026-08-29,high
persons,TNP-00126,given_name_lat,ARP_ODOO,7fdd8859ef62,2026-08-29,high
persons,TNP-00126,family_name_lat,ARP_ODOO,bb666af9112b,2026-08-29,high
persons,TNP-00126,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-a7f97a409f16,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00127,name_ar,ARP_ODOO,1350ef936c7f,2026-08-29,high
persons,TNP-00127,name_lat,ARP_ODOO,bc40c02434ab,2026-08-29,high
persons,TNP-00127,given_name_ar,ARP_ODOO,7fdd8859ef62,2026-08-29,high
persons,TNP-00127,family_name_ar,ARP_ODOO,581d49163f9b,2026-08-29,high
persons,TNP-00127,given_name_lat,ARP_ODOO,7fdd8859ef62,2026-08-29,high
persons,TNP-00127,family_name_lat,ARP_ODOO,581d49163f9b,2026-08-29,high
persons,TNP-00127,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-45d224ed2a6e,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00128,name_ar,ARP_ODOO,14716cdf9e5e,2026-08-29,high
persons,TNP-00128,name_lat,ARP_ODOO,6520fb170330,2026-08-29,high
persons,TNP-00128,given_name_ar,ARP_ODOO,c38868497d3b,2026-08-29,high
persons,TNP-00128,family_name_ar,ARP_ODOO,0a36a7293b88,2026-08-29,high
persons,TNP-00128,given_name_lat,ARP_ODOO,c38868497d3b,2026-08-29,high
persons,TNP-00128,family_name_lat,ARP_ODOO,0a36a7293b88,2026-08-29,high
persons,TNP-00128,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-ab8c443187de,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00129,name_ar,ARP_ODOO,3fefe86d16d5,2026-08-29,high
persons,TNP-00129,name_lat,ARP_ODOO,fe96af58ec63,2026-08-29,high
persons,TNP-00129,given_name_ar,ARP_ODOO,2b7af8129554,2026-08-29,high
persons,TNP-00129,family_name_ar,ARP_ODOO,484473118d77,2026-08-29,high
persons,TNP-00129,given_name_lat,ARP_ODOO,2b7af8129554,2026-08-29,high
persons,TNP-00129,family_name_lat,ARP_ODOO,484473118d77,2026-08-29,high
persons,TNP-00129,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-a0543a252cc0,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00130,name_ar,ARP_ODOO,34cd0d810873,2026-08-29,high
persons,TNP-00130,name_lat,ARP_ODOO,6322f7dddc6f,2026-08-29,high
persons,TNP-00130,given_name_ar,ARP_ODOO,9e88dcd06fd0,2026-08-29,high
persons,TNP-00130,family_name_ar,ARP_ODOO,22e76a89009e,2026-08-29,high
persons,TNP-00130,given_name_lat,ARP_ODOO,9e88dcd06fd0,2026-08-29,high
persons,TNP-00130,family_name_lat,ARP_ODOO,22e76a89009e,2026-08-29,high
persons,TNP-00130,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-74b809bcef2e,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00131,name_ar,ARP_ODOO,8b870e844d77,2026-08-29,high
persons,TNP-00131,name_lat,ARP_ODOO,368235ea5296,2026-08-29,high
persons,TNP-00131,given_name_ar,ARP_ODOO,d75dec528083,2026-08-29,high
persons,TNP-00131,family_name_ar,ARP_ODOO,d16e8376735e,2026-08-29,high
persons,TNP-00131,given_name_lat,ARP_ODOO,d75dec528083,2026-08-29,high
persons,TNP-00131,family_name_lat,ARP_ODOO,d16e8376735e,2026-08-29,high
persons,TNP-00131,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-25f57fcb2a7f,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00132,name_ar,ARP_ODOO,2a8af0894ea6,2026-08-29,high
persons,TNP-00132,name_lat,ARP_ODOO,8c237308fee6,2026-08-29,high
persons,TNP-00132,given_name_ar,ARP_ODOO,8b925934d36f,2026-08-29,high
persons,TNP-00132,family_name_ar,ARP_ODOO,8972017fe481,2026-08-29,high
persons,TNP-00132,given_name_lat,ARP_ODOO,5ea8a6244735,2026-08-29,high
persons,TNP-00132,family_name_lat,ARP_ODOO,8c237308fee6,2026-08-29,high
persons,TNP-00132,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-20998baa0784,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00133,name_ar,ARP_ODOO,00686350e64c,2026-08-29,high
persons,TNP-00133,name_lat,ARP_ODOO,1990ad6cace3,2026-08-29,high
persons,TNP-00133,given_name_ar,ARP_ODOO,e063845df366,2026-08-29,high
persons,TNP-00133,family_name_ar,ARP_ODOO,61f602ea1757,2026-08-29,high
persons,TNP-00133,given_name_lat,ARP_ODOO,e063845df366,2026-08-29,high
persons,TNP-00133,family_name_lat,ARP_ODOO,61f602ea1757,2026-08-29,high
persons,TNP-00133,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-e65b69f35242,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00134,name_ar,ARP_ODOO,d4ac818682a8,2026-08-29,high
persons,TNP-00134,name_lat,ARP_ODOO,2a0242cf8246,2026-08-29,high
persons,TNP-00134,given_name_ar,ARP_ODOO,9caae1c81ed2,2026-08-29,high
persons,TNP-00134,family_name_ar,ARP_ODOO,a69f09487216,2026-08-29,high
persons,TNP-00134,given_name_lat,ARP_ODOO,fa5dde806949,2026-08-29,high
persons,TNP-00134,family_name_lat,ARP_ODOO,36ef4b3ed7f7,2026-08-29,high
persons,TNP-00134,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-4df97f50a782,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00135,name_ar,ARP_ODOO,867277270462,2026-08-29,high
persons,TNP-00135,name_lat,ARP_ODOO,0beff63949e1,2026-08-29,high
persons,TNP-00135,given_name_ar,ARP_ODOO,79405ad84e5f,2026-08-29,high
persons,TNP-00135,family_name_ar,ARP_ODOO,6742b4033ff6,2026-08-29,high
persons,TNP-00135,given_name_lat,ARP_ODOO,79405ad84e5f,2026-08-29,high
persons,TNP-00135,family_name_lat,ARP_ODOO,6742b4033ff6,2026-08-29,high
persons,TNP-00135,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-aab3f1621454,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00136,name_ar,ARP_ODOO,faaab7fa00f3,2026-08-29,high
persons,TNP-00136,name_lat,ARP_ODOO,ef286bc19055,2026-08-29,high
persons,TNP-00136,given_name_ar,ARP_ODOO,5ee68cb1131e,2026-08-29,high
persons,TNP-00136,family_name_ar,ARP_ODOO,3300b9f3377f,2026-08-29,high
persons,TNP-00136,given_name_lat,ARP_ODOO,5ee68cb1131e,2026-08-29,high
persons,TNP-00136,family_name_lat,ARP_ODOO,3300b9f3377f,2026-08-29,high
persons,TNP-00136,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-9d07d3ff608c,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00137,name_ar,ARP_ODOO,5aff2d1efe05,2026-08-29,high
persons,TNP-00137,name_lat,ARP_ODOO,f50f1840b262,2026-08-29,high
persons,TNP-00137,given_name_ar,ARP_ODOO,6e63192d68bc,2026-08-29,high
persons,TNP-00137,family_name_ar,ARP_ODOO,3da484401a17,2026-08-29,high
persons,TNP-00137,given_name_lat,ARP_ODOO,6e63192d68bc,2026-08-29,high
persons,TNP-00137,family_name_lat,ARP_ODOO,3da484401a17,2026-08-29,high
persons,TNP-00137,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-43cf7c02c77e,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00138,name_ar,ARP_ODOO,08e79f05ba65,2026-08-29,high
persons,TNP-00138,name_lat,ARP_ODOO,44df53319402,2026-08-29,high
persons,TNP-00138,given_name_ar,ARP_ODOO,6e63192d68bc,2026-08-29,high
persons,TNP-00138,family_name_ar,ARP_ODOO,c3183a47286e,2026-08-29,high
persons,TNP-00138,given_name_lat,ARP_ODOO,6e63192d68bc,2026-08-29,high
persons,TNP-00138,family_name_lat,ARP_ODOO,c3183a47286e,2026-08-29,high
persons,TNP-00138,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-199950776303,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00139,name_ar,ARP_ODOO,4be96fd75cce,2026-08-29,high
persons,TNP-00139,name_lat,ARP_ODOO,8fade4ab6ac1,2026-08-29,high
persons,TNP-00139,given_name_ar,ARP_ODOO,6e63192d68bc,2026-08-29,high
persons,TNP-00139,family_name_ar,ARP_ODOO,1b8d2c6612a9,2026-08-29,high
persons,TNP-00139,given_name_lat,ARP_ODOO,6e63192d68bc,2026-08-29,high
persons,TNP-00139,family_name_lat,ARP_ODOO,1b8d2c6612a9,2026-08-29,high
persons,TNP-00139,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-279ff07661fc,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00140,name_ar,ARP_ODOO,d4b4f560a99d,2026-08-29,high
persons,TNP-00140,name_lat,ARP_ODOO,23ac71855ef2,2026-08-29,high
persons,TNP-00140,given_name_ar,ARP_ODOO,6e63192d68bc,2026-08-29,high
persons,TNP-00140,family_name_ar,ARP_ODOO,81d242f90c83,2026-08-29,high
persons,TNP-00140,given_name_lat,ARP_ODOO,6e63192d68bc,2026-08-29,high
persons,TNP-00140,family_name_lat,ARP_ODOO,81d242f90c83,2026-08-29,high
persons,TNP-00140,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-855376554688,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00141,name_ar,ARP_ODOO,1db2e416cbfa,2026-08-29,high
persons,TNP-00141,name_lat,ARP_ODOO,456bd6846c58,2026-08-29,high
persons,TNP-00141,given_name_ar,ARP_ODOO,51ea89ffd7f8,2026-08-29,high
persons,TNP-00141,family_name_ar,ARP_ODOO,9cfd2f19a4ea,2026-08-29,high
persons,TNP-00141,given_name_lat,ARP_ODOO,51ea89ffd7f8,2026-08-29,high
persons,TNP-00141,family_name_lat,ARP_ODOO,9cfd2f19a4ea,2026-08-29,high
persons,TNP-00141,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-40b96b824577,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00142,name_ar,ARP_ODOO,4f831543cbf9,2026-08-29,high
persons,TNP-00142,name_lat,ARP_ODOO,2957cf8f4102,2026-08-29,high
persons,TNP-00142,given_name_ar,ARP_ODOO,bd81c3cd2b5b,2026-08-29,high
persons,TNP-00142,family_name_ar,ARP_ODOO,4a4c09b42ea3,2026-08-29,high
persons,TNP-00142,given_name_lat,ARP_ODOO,bd81c3cd2b5b,2026-08-29,high
persons,TNP-00142,family_name_lat,ARP_ODOO,4a4c09b42ea3,2026-08-29,high
persons,TNP-00142,gender,ARP_ODOO,96a1a08dcded,2026-08-29,high
mandates,TNM-54917b83c351,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
persons,TNP-00143,name_ar,ARP_ODOO,a0e8c2d4e158,2026-08-29,high
persons,TNP-00143,name_lat,ARP_ODOO,f602891dd673,2026-08-29,high
persons,TNP-00143,given_name_ar,ARP_ODOO,9b6200e987a5,2026-08-29,high
persons,TNP-00143,family_name_ar,ARP_ODOO,c6a23121beae,2026-08-29,high
persons,TNP-00143,given_name_lat,ARP_ODOO,9b6200e987a5,2026-08-29,high
persons,TNP-00143,family_name_lat,ARP_ODOO,c6a23121beae,2026-08-29,high
persons,TNP-00143,gender,ARP_ODOO,030ef4a52619,2026-08-29,high
mandates,TNM-00c1587bac62,assembly_id,ARP_ODOO,d82703518bea,2026-08-29,high
