person_id,assembly_id,plenary_attendance_rate,plenary_denominator,committee_attendance_rate,committee_denominator,vote_participation_rate,vote_denominator,vote_discipline_rate,n_written_questions,n_oral_questions,source_ids
TNP-00312,ARP-2019,0.6460,113,0.6842,19,0.6448,335,0.4328,,,MARSAD_MAJLES
TNP-00313,ARP-2019,0.9027,113,0.1304,46,0.7194,335,0.4657,,,MARSAD_MAJLES
TNP-00314,ARP-2019,0.8482,112,0.6250,32,0.8358,335,0.7224,,,MARSAD_MAJLES
TNP-00315,ARP-2019,0.8482,112,0.7407,54,0.8657,335,0.7940,,,MARSAD_MAJLES
TNP-00316,ARP-2019,0.9381,113,,,0.3731,335,0.2955,,,MARSAD_MAJLES
TNP-00317,ARP-2019,0.3929,112,0.0189,53,0.2030,335,0.0657,,,MARSAD_MAJLES
TNP-00318,ARP-2019,0.8929,112,0.7188,64,0.8448,335,0.7313,,,MARSAD_MAJLES
TNP-00319,ARP-2019,0.5625,112,0.0000,13,0.4239,335,0.3731,,,MARSAD_MAJLES
TNP-00115,ARP-2019,0.7500,112,0.2500,32,0.4806,335,0.3791,,,MARSAD_MAJLES
TNP-00320,ARP-2019,0.8304,112,0.7800,50,0.9343,335,0.2149,,,MARSAD_MAJLES
TNP-00321,ARP-2019,0.8571,112,0.7843,51,0.8388,335,0.7522,,,MARSAD_MAJLES
TNP-00322,ARP-2019,0.7699,113,0.6087,46,0.6448,335,0.5254,,,MARSAD_MAJLES
TNP-00323,ARP-2019,0.3125,112,,,0.0597,335,,,,MARSAD_MAJLES
TNP-00324,ARP-2019,0.9286,112,0.7581,62,0.8060,335,0.6985,,,MARSAD_MAJLES
TNP-00325,ARP-2019,0.5268,112,0.2353,17,0.2776,335,0.1373,,,MARSAD_MAJLES
TNP-00326,ARP-2019,0.4779,113,,,0.1701,335,,,,MARSAD_MAJLES
TNP-00327,ARP-2019,0.8850,113,0.7551,49,0.7970,335,0.7343,,,MARSAD_MAJLES
TNP-00328,ARP-2019,0.5446,112,,,0.4030,335,0.3522,,,MARSAD_MAJLES
TNP-00329,ARP-2019,0.8085,94,0.7200,50,0.7605,167,0.6647,,,MARSAD_MAJLES
TNP-00330,ARP-2019,0.6071,112,0.8308,65,0.3433,335,,,,MARSAD_MAJLES
TNP-00331,ARP-2019,0.7788,113,0.9796,49,0.7403,335,0.6627,,,MARSAD_MAJLES
TNP-00105,ARP-2019,0.6429,112,0.3750,24,0.5642,335,0.4806,,,MARSAD_MAJLES
TNP-00332,ARP-2019,0.9469,113,1.0000,31,0.6090,335,0.5612,,,MARSAD_MAJLES
TNP-00333,ARP-2019,0.8850,113,0.5397,63,0.9343,335,0.8269,,,MARSAD_MAJLES
TNP-00334,ARP-2019,0.7768,112,0.6471,51,0.5910,335,0.4776,,,MARSAD_MAJLES
TNP-00335,ARP-2019,0.9115,113,,,0.6985,335,0.5821,,,MARSAD_MAJLES
TNP-00336,ARP-2019,0.8393,112,0.8627,51,0.9761,335,0.8657,,,MARSAD_MAJLES
TNP-00337,ARP-2019,0.7699,113,0.7812,32,0.7701,335,0.7284,,,MARSAD_MAJLES
TNP-00338,ARP-2019,0.8750,112,0.8615,65,0.9403,335,0.8239,,,MARSAD_MAJLES
TNP-00339,ARP-2019,0.8929,112,0.5574,61,0.7642,335,0.6657,,,MARSAD_MAJLES
TNP-00340,ARP-2019,0.8214,112,0.6582,79,0.6030,335,0.4925,,,MARSAD_MAJLES
TNP-00341,ARP-2019,0.6071,112,0.4923,65,0.2478,335,0.1791,,,MARSAD_MAJLES
TNP-00342,ARP-2019,0.9115,113,0.5902,61,0.4776,335,0.3343,,,MARSAD_MAJLES
TNP-00343,ARP-2019,0.7768,112,0.4625,80,0.3612,335,0.2806,,,MARSAD_MAJLES
TNP-00344,ARP-2019,0.6250,112,0.8108,37,0.4090,335,0.3313,,,MARSAD_MAJLES
TNP-00345,ARP-2019,0.7500,112,,,0.6328,335,0.4985,,,MARSAD_MAJLES
TNP-00346,ARP-2019,0.5179,112,0.2500,24,0.5612,335,0.4627,,,MARSAD_MAJLES
TNP-00347,ARP-2019,0.6518,112,0.5882,17,0.4269,335,0.3194,,,MARSAD_MAJLES
TNP-00348,ARP-2019,0.8053,113,0.5614,57,0.6955,335,0.5552,,,MARSAD_MAJLES
TNP-00349,ARP-2019,0.8496,113,0.7846,65,0.7164,335,0.5970,,,MARSAD_MAJLES
TNP-00350,ARP-2019,0.9196,112,,,0.6866,335,0.6269,,,MARSAD_MAJLES
TNP-00351,ARP-2019,0.8496,113,0.7826,69,0.8239,335,0.7104,,,MARSAD_MAJLES
TNP-00352,ARP-2019,0.7257,113,0.5949,79,0.6896,335,0.6507,,,MARSAD_MAJLES
TNP-00353,ARP-2019,0.8500,40,0.5000,18,0.6562,32,,,,MARSAD_MAJLES
TNP-00354,ARP-2019,0.8214,112,0.5714,56,0.8567,335,0.7522,,,MARSAD_MAJLES
TNP-00355,ARP-2019,0.5982,112,0.1500,60,0.5104,335,0.4567,,,MARSAD_MAJLES
TNP-00356,ARP-2019,0.7257,113,0.2603,73,0.4657,335,0.4328,,,MARSAD_MAJLES
TNP-00357,ARP-2019,0.9107,112,0.8542,48,0.8806,335,0.7672,,,MARSAD_MAJLES
TNP-00358,ARP-2019,0.7500,112,0.5472,53,0.4687,335,,,,MARSAD_MAJLES
TNP-00359,ARP-2019,0.8393,112,0.9692,65,0.4328,335,0.3045,,,MARSAD_MAJLES
TNP-00360,ARP-2019,0.6071,112,0.2500,56,0.5403,335,0.4955,,,MARSAD_MAJLES
TNP-00361,ARP-2019,0.8319,113,0.8750,16,0.8507,335,0.7403,,,MARSAD_MAJLES
TNP-00362,ARP-2019,0.5893,112,0.5102,49,0.6030,335,0.5582,,,MARSAD_MAJLES
TNP-00363,ARP-2019,0.6964,112,0.5510,49,0.2955,335,0.2090,,,MARSAD_MAJLES
TNP-00364,ARP-2019,0.7768,112,0.5250,40,0.5284,335,0.4687,,,MARSAD_MAJLES
TNP-00365,ARP-2019,0.7857,112,,,0.6478,335,0.6119,,,MARSAD_MAJLES
TNP-00366,ARP-2019,0.9027,113,0.7273,55,0.8119,335,0.5522,,,MARSAD_MAJLES
TNP-00367,NCA-2011,,,,,0.4488,,,,,MARSAD_ANC
TNP-00368,NCA-2011,,,,,0.2720,,,,,MARSAD_ANC
TNP-00369,NCA-2011,,,,,0.5490,,,,,MARSAD_ANC
TNP-00370,NCA-2011,,,,,0.5551,,,,,MARSAD_ANC
TNP-00371,NCA-2011,,,,,0.8238,,,,,MARSAD_ANC
TNP-00372,NCA-2011,,,,,0.4498,,,,,MARSAD_ANC
TNP-00373,NCA-2011,,,,,0.2551,,,,,MARSAD_ANC
TNP-00374,NCA-2011,,,,,0.6725,,,,,MARSAD_ANC
TNP-00375,NCA-2011,,,,,0.8422,,,,,MARSAD_ANC
TNP-00376,NCA-2011,,,,,0.4671,,,,,MARSAD_ANC
TNP-00377,NCA-2011,,,,,0.8370,,,,,MARSAD_ANC
TNP-00378,NCA-2011,,,,,0.8157,,,,,MARSAD_ANC
TNP-00379,NCA-2011,,,,,0.7224,,,,,MARSAD_ANC
TNP-00380,NCA-2011,,,,,0.7409,,,,,MARSAD_ANC
TNP-00381,NCA-2011,,,,,0.3300,,,,,MARSAD_ANC
TNP-00382,NCA-2011,,,,,0.5856,,,,,MARSAD_ANC
TNP-00383,NCA-2011,,,,,0.9285,,,,,MARSAD_ANC
TNP-00384,NCA-2011,,,,,0.5103,,,,,MARSAD_ANC
TNP-00385,NCA-2011,,,,,0.8660,,,,,MARSAD_ANC
TNP-00386,NCA-2011,,,,,0.4785,,,,,MARSAD_ANC
TNP-00324,NCA-2011,,,,,0.8394,,,,,MARSAD_ANC
TNP-00387,NCA-2011,,,,,0.6895,,,,,MARSAD_ANC
TNP-00389,NCA-2011,,,,,0.7383,,,,,MARSAD_ANC
TNP-00267,NCA-2011,,,,,0.5969,,,,,MARSAD_ANC
TNP-00390,NCA-2011,,,,,0.7733,,,,,MARSAD_ANC
TNP-00264,NCA-2011,,,,,0.2393,,,,,MARSAD_ANC
TNP-00391,NCA-2011,,,,,0.7914,,,,,MARSAD_ANC
TNP-00392,NCA-2011,,,,,0.4935,,,,,MARSAD_ANC
TNP-00393,NCA-2011,,,,,0.8730,,,,,MARSAD_ANC
TNP-00394,NCA-2011,,,,,0.9411,,,,,MARSAD_ANC
TNP-00395,NCA-2011,,,,,0.8394,,,,,MARSAD_ANC
TNP-00396,NCA-2011,,,,,0.7430,,,,,MARSAD_ANC
TNP-00397,NCA-2011,,,,,0.8586,,,,,MARSAD_ANC
TNP-00398,NCA-2011,,,,,0.7774,,,,,MARSAD_ANC
TNP-00399,NCA-2011,,,,,0.6252,,,,,MARSAD_ANC
TNP-00141,NCA-2011,,,,,0.6912,,,,,MARSAD_ANC
TNP-00400,NCA-2011,,,,,0.6680,,,,,MARSAD_ANC
TNP-00401,NCA-2011,,,,,0.9055,,,,,MARSAD_ANC
TNP-00402,NCA-2011,,,,,0.3141,,,,,MARSAD_ANC
TNP-00403,NCA-2011,,,,,0.9686,,,,,MARSAD_ANC
TNP-00404,NCA-2011,,,,,0.7969,,,,,MARSAD_ANC
TNP-00405,NCA-2011,,,,,0.9803,,,,,MARSAD_ANC
TNP-00406,NCA-2011,,,,,0.7911,,,,,MARSAD_ANC
TNP-00407,NCA-2011,,,,,0.3044,,,,,MARSAD_ANC
TNP-00408,NCA-2011,,,,,0.7401,,,,,MARSAD_ANC
TNP-00409,NCA-2011,,,,,0.4974,,,,,MARSAD_ANC
TNP-00410,NCA-2011,,,,,0.4824,,,,,MARSAD_ANC
TNP-00411,NCA-2011,,,,,0.7628,,,,,MARSAD_ANC
TNP-00412,NCA-2011,,,,,0.3353,,,,,MARSAD_ANC
TNP-00413,NCA-2011,,,,,0.9229,,,,,MARSAD_ANC
TNP-00414,NCA-2011,,,,,0.7887,,,,,MARSAD_ANC
TNP-00415,NCA-2011,,,,,0.4692,,,,,MARSAD_ANC
TNP-00416,NCA-2011,,,,,0.6598,,,,,MARSAD_ANC
TNP-00417,NCA-2011,,,,,0.4170,,,,,MARSAD_ANC
TNP-00418,NCA-2011,,,,,0.8904,,,,,MARSAD_ANC
TNP-00419,NCA-2011,,,,,0.6402,,,,,MARSAD_ANC
TNP-00420,NCA-2011,,,,,0.3486,,,,,MARSAD_ANC
TNP-00421,NCA-2011,,,,,0.8707,,,,,MARSAD_ANC
TNP-00422,NCA-2011,,,,,0.7836,,,,,MARSAD_ANC
TNP-00423,NCA-2011,,,,,0.8046,,,,,MARSAD_ANC
TNP-00424,NCA-2011,,,,,0.6243,,,,,MARSAD_ANC
TNP-00425,NCA-2011,,,,,0.3656,,,,,MARSAD_ANC
TNP-00426,NCA-2011,,,,,0.3813,,,,,MARSAD_ANC
TNP-00427,NCA-2011,,,,,0.5677,,,,,MARSAD_ANC
TNP-00428,NCA-2011,,,,,0.7639,,,,,MARSAD_ANC
TNP-00429,NCA-2011,,,,,0.4611,,,,,MARSAD_ANC
TNP-00430,NCA-2011,,,,,0.6451,,,,,MARSAD_ANC
TNP-00364,NCA-2011,,,,,0.6270,,,,,MARSAD_ANC
TNP-00431,NCA-2011,,,,,0.5849,,,,,MARSAD_ANC
TNP-00432,NCA-2011,,,,,0.8939,,,,,MARSAD_ANC
TNP-00433,NCA-2011,,,,,0.8419,,,,,MARSAD_ANC
TNP-00434,NCA-2011,,,,,0.3775,,,,,MARSAD_ANC
TNP-00435,NCA-2011,,,,,0.5026,,,,,MARSAD_ANC
TNP-00436,NCA-2011,,,,,0.6639,,,,,MARSAD_ANC
TNP-00437,NCA-2011,,,,,0.7831,,,,,MARSAD_ANC
TNP-00438,NCA-2011,,,,,0.5868,,,,,MARSAD_ANC
TNP-00439,NCA-2011,,,,,0.4151,,,,,MARSAD_ANC
TNP-00440,NCA-2011,,,,,0.7797,,,,,MARSAD_ANC
TNP-00441,NCA-2011,,,,,0.8817,,,,,MARSAD_ANC
TNP-00442,NCA-2011,,,,,0.8480,,,,,MARSAD_ANC
TNP-00443,NCA-2011,,,,,0.4677,,,,,MARSAD_ANC
TNP-00444,NCA-2011,,,,,0.5575,,,,,MARSAD_ANC
TNP-00445,NCA-2011,,,,,0.9171,,,,,MARSAD_ANC
TNP-00446,NCA-2011,,,,,0.9478,,,,,MARSAD_ANC
TNP-00447,NCA-2011,,,,,0.9548,,,,,MARSAD_ANC
TNP-00448,NCA-2011,,,,,0.5600,,,,,MARSAD_ANC
TNP-00449,NCA-2011,,,,,0.7528,,,,,MARSAD_ANC
TNP-00450,NCA-2011,,,,,0.4646,,,,,MARSAD_ANC
TNP-00451,NCA-2011,,,,,0.5882,,,,,MARSAD_ANC
TNP-00452,NCA-2011,,,,,0.8870,,,,,MARSAD_ANC
TNP-00453,NCA-2011,,,,,0.3814,,,,,MARSAD_ANC
TNP-00454,NCA-2011,,,,,0.9304,,,,,MARSAD_ANC
TNP-00455,NCA-2011,,,,,0.3967,,,,,MARSAD_ANC
TNP-00456,NCA-2011,,,,,0.4651,,,,,MARSAD_ANC
TNP-00457,NCA-2011,,,,,0.6007,,,,,MARSAD_ANC
TNP-00458,NCA-2011,,,,,0.9733,,,,,MARSAD_ANC
TNP-00174,NCA-2011,,,,,0.2207,,,,,MARSAD_ANC
TNP-00459,NCA-2011,,,,,0.8951,,,,,MARSAD_ANC
TNP-00460,NCA-2011,,,,,0.8137,,,,,MARSAD_ANC
TNP-00461,NCA-2011,,,,,0.9722,,,,,MARSAD_ANC
TNP-00462,NCA-2011,,,,,0.3862,,,,,MARSAD_ANC
TNP-00463,NCA-2011,,,,,0.7638,,,,,MARSAD_ANC
TNP-00464,NCA-2011,,,,,0.1674,,,,,MARSAD_ANC
TNP-00465,NCA-2011,,,,,0.4027,,,,,MARSAD_ANC
TNP-00466,NCA-2011,,,,,0.6676,,,,,MARSAD_ANC
TNP-00467,NCA-2011,,,,,0.8186,,,,,MARSAD_ANC
TNP-00468,NCA-2011,,,,,0.3699,,,,,MARSAD_ANC
TNP-00469,NCA-2011,,,,,0.4862,,,,,MARSAD_ANC
TNP-00470,NCA-2011,,,,,0.9483,,,,,MARSAD_ANC
TNP-00471,NCA-2011,,,,,0.6479,,,,,MARSAD_ANC
TNP-00472,NCA-2011,,,,,0.3543,,,,,MARSAD_ANC
TNP-00473,NCA-2011,,,,,0.5624,,,,,MARSAD_ANC
TNP-00474,NCA-2011,,,,,0.6597,,,,,MARSAD_ANC
TNP-00475,NCA-2011,,,,,0.5907,,,,,MARSAD_ANC
TNP-00476,NCA-2011,,,,,0.5137,,,,,MARSAD_ANC
TNP-00477,NCA-2011,,,,,0.7877,,,,,MARSAD_ANC
TNP-00478,NCA-2011,,,,,0.7135,,,,,MARSAD_ANC
TNP-00479,NCA-2011,,,,,0.3706,,,,,MARSAD_ANC
TNP-00480,NCA-2011,,,,,0.7377,,,,,MARSAD_ANC
TNP-00481,NCA-2011,,,,,0.4152,,,,,MARSAD_ANC
TNP-00482,NCA-2011,,,,,0.6872,,,,,MARSAD_ANC
TNP-00199,NCA-2011,,,,,0.6125,,,,,MARSAD_ANC
TNP-00483,NCA-2011,,,,,0.5827,,,,,MARSAD_ANC
TNP-00484,NCA-2011,,,,,0.7955,,,,,MARSAD_ANC
TNP-00485,NCA-2011,,,,,0.6924,,,,,MARSAD_ANC
TNP-00486,NCA-2011,,,,,0.4563,,,,,MARSAD_ANC
TNP-00487,NCA-2011,,,,,0.5240,,,,,MARSAD_ANC
TNP-00488,NCA-2011,,,,,0.5514,,,,,MARSAD_ANC
TNP-00489,NCA-2011,,,,,0.3536,,,,,MARSAD_ANC
TNP-00490,NCA-2011,,,,,0.4534,,,,,MARSAD_ANC
TNP-00491,NCA-2011,,,,,0.8371,,,,,MARSAD_ANC
TNP-00492,NCA-2011,,,,,0.8241,,,,,MARSAD_ANC
TNP-00493,NCA-2011,,,,,0.6430,,,,,MARSAD_ANC
TNP-00494,NCA-2011,,,,,0.7548,,,,,MARSAD_ANC
TNP-00495,NCA-2011,,,,,0.6642,,,,,MARSAD_ANC
TNP-00496,NCA-2011,,,,,0.7610,,,,,MARSAD_ANC
TNP-00497,NCA-2011,,,,,0.7294,,,,,MARSAD_ANC
TNP-00247,NCA-2011,,,,,0.8998,,,,,MARSAD_ANC
TNP-00498,NCA-2011,,,,,0.4071,,,,,MARSAD_ANC
TNP-00499,NCA-2011,,,,,0.6510,,,,,MARSAD_ANC
TNP-00501,NCA-2011,,,,,0.8550,,,,,MARSAD_ANC
TNP-00502,NCA-2011,,,,,0.7088,,,,,MARSAD_ANC
TNP-00503,NCA-2011,,,,,0.5926,,,,,MARSAD_ANC
TNP-00504,NCA-2011,,,,,0.2955,,,,,MARSAD_ANC
TNP-00505,NCA-2011,,,,,0.9130,,,,,MARSAD_ANC
TNP-00506,NCA-2011,,,,,0.5396,,,,,MARSAD_ANC
TNP-00507,NCA-2011,,,,,0.4509,,,,,MARSAD_ANC
TNP-00508,NCA-2011,,,,,0.5492,,,,,MARSAD_ANC
TNP-00509,NCA-2011,,,,,0.4086,,,,,MARSAD_ANC
TNP-00510,NCA-2011,,,,,0.9524,,,,,MARSAD_ANC
TNP-00511,NCA-2011,,,,,0.4466,,,,,MARSAD_ANC
TNP-00512,NCA-2011,,,,,0.4385,,,,,MARSAD_ANC
TNP-00513,NCA-2011,,,,,0.8081,,,,,MARSAD_ANC
TNP-00514,NCA-2011,,,,,0.8603,,,,,MARSAD_ANC
TNP-00515,NCA-2011,,,,,0.8200,,,,,MARSAD_ANC
TNP-00516,NCA-2011,,,,,0.5779,,,,,MARSAD_ANC
TNP-00517,NCA-2011,,,,,0.2645,,,,,MARSAD_ANC
TNP-00518,NCA-2011,,,,,0.6156,,,,,MARSAD_ANC
TNP-00519,NCA-2011,,,,,0.4840,,,,,MARSAD_ANC
TNP-00277,NCA-2011,,,,,0.5822,,,,,MARSAD_ANC
TNP-00520,NCA-2011,,,,,0.0553,,,,,MARSAD_ANC
TNP-00521,NCA-2011,,,,,0.8600,,,,,MARSAD_ANC
TNP-00522,NCA-2011,,,,,0.7301,,,,,MARSAD_ANC
TNP-00523,NCA-2011,,,,,0.9883,,,,,MARSAD_ANC
TNP-00524,NCA-2011,,,,,0.5075,,,,,MARSAD_ANC
TNP-00525,NCA-2011,,,,,0.5272,,,,,MARSAD_ANC
TNP-00527,NCA-2011,,,,,0.5291,,,,,MARSAD_ANC
TNP-00528,NCA-2011,,,,,0.9252,,,,,MARSAD_ANC
TNP-00289,NCA-2011,,,,,0.6348,,,,,MARSAD_ANC
TNP-00529,NCA-2011,,,,,0.6756,,,,,MARSAD_ANC
TNP-00530,NCA-2011,,,,,0.7570,,,,,MARSAD_ANC
TNP-00531,NCA-2011,,,,,0.8126,,,,,MARSAD_ANC
TNP-00532,NCA-2011,,,,,0.9814,,,,,MARSAD_ANC
TNP-00533,NCA-2011,,,,,0.7936,,,,,MARSAD_ANC
TNP-00534,NCA-2011,,,,,0.2200,,,,,MARSAD_ANC
TNP-00535,NCA-2011,,,,,0.5501,,,,,MARSAD_ANC
TNP-00301,NCA-2011,,,,,0.8612,,,,,MARSAD_ANC
TNP-00536,NCA-2011,,,,,0.6698,,,,,MARSAD_ANC
TNP-00537,NCA-2011,,,,,0.9511,,,,,MARSAD_ANC
TNP-00538,NCA-2011,,,,,0.8493,,,,,MARSAD_ANC
TNP-00539,NCA-2011,,,,,0.9073,,,,,MARSAD_ANC
TNP-00540,NCA-2011,,,,,0.7678,,,,,MARSAD_ANC
TNP-00541,NCA-2011,,,,,0.8676,,,,,MARSAD_ANC
TNP-00542,NCA-2011,,,,,0.3698,,,,,MARSAD_ANC
TNP-00543,NCA-2011,,,,,0.4430,,,,,MARSAD_ANC
TNP-00544,NCA-2011,,,,,0.6245,,,,,MARSAD_ANC
TNP-00545,NCA-2011,,,,,0.2265,,,,,MARSAD_ANC
TNP-00546,NCA-2011,,,,,0.5403,,,,,MARSAD_ANC
TNP-00547,NCA-2011,,,,,0.8020,,,,,MARSAD_ANC
TNP-00548,NCA-2011,,,,,0.7755,,,,,MARSAD_ANC
TNP-00007,NCA-2011,,,,,0.4567,,,,,MARSAD_ANC
TNP-00549,NCA-2011,,,,,0.8232,,,,,MARSAD_ANC
TNP-00550,NCA-2011,,,,,0.8465,,,,,MARSAD_ANC
TNP-00551,NCA-2011,,,,,0.6372,,,,,MARSAD_ANC
TNP-00357,NCA-2011,,,,,0.8857,,,,,MARSAD_ANC
TNP-00332,NCA-2011,,,,,0.7875,,,,,MARSAD_ANC
TNP-00552,NCA-2011,,,,,0.8986,,,,,MARSAD_ANC
TNP-00553,NCA-2011,,,,,0.8852,,,,,MARSAD_ANC
TNP-00554,NCA-2011,,,,,0.7446,,,,,MARSAD_ANC
TNP-00555,NCA-2011,,,,,0.8533,,,,,MARSAD_ANC
TNP-00556,NCA-2011,,,,,0.9047,,,,,MARSAD_ANC
TNP-00557,NCA-2011,,,,,0.7255,,,,,MARSAD_ANC
TNP-00558,NCA-2011,,,,,0.8404,,,,,MARSAD_ANC
TNP-00559,NCA-2011,,,,,0.8661,,,,,MARSAD_ANC
TNP-00560,NCA-2011,,,,,0.9107,,,,,MARSAD_ANC
TNP-00561,NCA-2011,,,,,0.8375,,,,,MARSAD_ANC
TNP-00562,NCA-2011,,,,,0.8346,,,,,MARSAD_ANC
TNP-00563,NCA-2011,,,,,0.9632,,,,,MARSAD_ANC
TNP-00564,NCA-2011,,,,,0.8371,,,,,MARSAD_ANC
TNP-00565,NCA-2011,,,,,0.7657,,,,,MARSAD_ANC
TNP-00285,NCA-2011,,,,,0.9848,,,,,MARSAD_ANC
TNP-00567,NCA-2011,,,,,0.7378,,,,,MARSAD_ANC
TNP-00568,NCA-2011,,,,,0.6540,,,,,MARSAD_ANC
