vote_id,assembly_id,vote_date,title,source_url,n_recorded,source_ids
VOT-220463f273b0,NCA-2011,2013-11-27,Amendement relatif à l'article 36 proposé par la commission,,214,MARSAD_ANC
VOT-767a2fc71d9a,NCA-2011,2013-11-27,Amendement relatif à l'article 36 proposé par un nombre d'élus,,214,MARSAD_ANC
VOT-1601858fe8fc,NCA-2011,2013-11-27,Amendement relatif à l'article 79 proposé par la commission,,214,MARSAD_ANC
VOT-94e7ff14ccfb,NCA-2011,2013-11-27,Amendement de l'article 79 proposé par un nombre d'élus,,214,MARSAD_ANC
VOT-580fcaf4b6b3,NCA-2011,2013-11-27,Article premier du projet d'amendement du règlement intérieur,,214,MARSAD_ANC
VOT-7f823211c027,NCA-2011,2013-11-27,Amendement relatif à l'article 20 proposé par la commission,,214,MARSAD_ANC
VOT-ab7a7abf0c32,NCA-2011,2013-11-27,Article 2 du projet d'amendement du règlement intérieur,,214,MARSAD_ANC
VOT-9b864000076f,NCA-2011,2013-12-04,"Vote relatif au projet de loi N°51/2013 fixant un régime spécifique d'indemnisation des dommages causés aux agents des forces sécuritaires, victimes d'accidents de travail et de maladies professionnelles",,214,MARSAD_ANC
VOT-d812fba0201e,NCA-2011,2013-12-13,Vote sur le projet de loi N°42/2013 portant approbation de l'accord de prêt signé le 07 Mai 2013 entre le gouvernement tunisien et le fonds koweïtien pour le développement économique arabe pour financer un projet d'amélioration des réseaux de transport et de distribution de gaz naturel,,214,MARSAD_ANC
VOT-1c76b383e258,NCA-2011,2013-12-13,vote sur la clôture du débat général,,214,MARSAD_ANC
VOT-4c4d9ab66b2f,NCA-2011,2013-12-13,vote sur le titre,,214,MARSAD_ANC
VOT-6898cac1fa40,NCA-2011,2013-12-13,vote sur l'article 1,,214,MARSAD_ANC
VOT-904ebbe3f15d,NCA-2011,2013-12-13,vote sur l'article 2,,214,MARSAD_ANC
VOT-d55b64b40677,NCA-2011,2013-12-13,vote sur l'article 3,,214,MARSAD_ANC
VOT-78445be45911,NCA-2011,2013-12-13,vote sur l'article 4,,214,MARSAD_ANC
VOT-6875b0e4c4dd,NCA-2011,2013-12-13,vote sur l'article 5,,214,MARSAD_ANC
VOT-55c650c77d1d,NCA-2011,2013-12-13,vote sur l'article 6,,214,MARSAD_ANC
VOT-12d7f47113ba,NCA-2011,2013-12-13,vote sur l'article 7,,214,MARSAD_ANC
VOT-fc04b378eaf2,NCA-2011,2013-12-14,vote sur l'article 8,,214,MARSAD_ANC
VOT-f7c218130c97,NCA-2011,2013-12-14,vote sur l'article 9,,214,MARSAD_ANC
VOT-ca2c8717a901,NCA-2011,2013-12-14,vote sur l'article 10,,214,MARSAD_ANC
VOT-8f50532f976a,NCA-2011,2013-12-14,vote sur l'article 11,,214,MARSAD_ANC
VOT-9a6689219b41,NCA-2011,2013-12-14,vote sur l'article 12,,214,MARSAD_ANC
VOT-96781f44a984,NCA-2011,2013-12-14,vote sur l'article 13,,214,MARSAD_ANC
VOT-ab087241fb16,NCA-2011,2013-12-14,vote sur l'article 14,,214,MARSAD_ANC
VOT-e9accd7bc800,NCA-2011,2013-12-14,vote sur l'article 15,,214,MARSAD_ANC
VOT-a880d4b7d788,NCA-2011,2013-12-14,vote sur l'article 16,,214,MARSAD_ANC
VOT-a2400d3de6b2,NCA-2011,2013-12-14,vote sur l'article 17,,214,MARSAD_ANC
VOT-1b6c2af94400,NCA-2011,2013-12-14,vote sur l'article 18,,214,MARSAD_ANC
VOT-565a62c8644a,NCA-2011,2013-12-14,vote sur l'article 19,,214,MARSAD_ANC
VOT-6318a7253435,NCA-2011,2013-12-14,vote sur l'article 20,,214,MARSAD_ANC
VOT-a763ed42a086,NCA-2011,2013-12-14,vote sur l'article 21,,214,MARSAD_ANC
VOT-a5ac5d657676,NCA-2011,2013-12-14,vote sur l'article 22,,214,MARSAD_ANC
VOT-216f2cea7bf1,NCA-2011,2013-12-14,vote sur l'article 23,,214,MARSAD_ANC
VOT-afaf71fad3e4,NCA-2011,2013-12-14,vote sur l'article 24,,214,MARSAD_ANC
VOT-8e3278093061,NCA-2011,2013-12-14,vote sur l'article 25,,214,MARSAD_ANC
VOT-7fad07ad749e,NCA-2011,2013-12-14,vote sur l'article 26,,214,MARSAD_ANC
VOT-ab4ce6f8da21,NCA-2011,2013-12-14,vote sur l'article 27,,214,MARSAD_ANC
VOT-4b304256c425,NCA-2011,2013-12-14,vote sur l'article 28,,214,MARSAD_ANC
VOT-44c416e49d23,NCA-2011,2013-12-14,vote sur l'article 29,,214,MARSAD_ANC
VOT-4eb84ab06788,NCA-2011,2013-12-14,vote sur l'article 30,,214,MARSAD_ANC
VOT-0f469c8f4a44,NCA-2011,2013-12-14,vote sur l'article 31,,214,MARSAD_ANC
VOT-4fa805d0732b,NCA-2011,2013-12-14,vote sur l'article 32,,214,MARSAD_ANC
VOT-0e60ba20d280,NCA-2011,2013-12-14,vote sur l'article 33,,214,MARSAD_ANC
VOT-7654fca4eaa4,NCA-2011,2013-12-14,vote sur l'article 34,,214,MARSAD_ANC
VOT-149fa6b37ce6,NCA-2011,2013-12-14,vote sur l'article 35,,214,MARSAD_ANC
VOT-9524283cee3d,NCA-2011,2013-12-14,vote sur l'article 36,,214,MARSAD_ANC
VOT-6ebf1c700e3c,NCA-2011,2013-12-14,vote sur l'article 37,,214,MARSAD_ANC
VOT-93af9303f4d9,NCA-2011,2013-12-14,vote sur l'article 38,,214,MARSAD_ANC
VOT-139e5d15123d,NCA-2011,2013-12-14,vote sur l'article 39,,214,MARSAD_ANC
VOT-6c424ff1ac56,NCA-2011,2013-12-14,vote sur l'article 40,,214,MARSAD_ANC
VOT-db91e82241b4,NCA-2011,2013-12-14,vote sur l'article 41,,214,MARSAD_ANC
VOT-9420cff2d24f,NCA-2011,2013-12-14,vote sur l'article 42,,214,MARSAD_ANC
VOT-5562ef3a0bb9,NCA-2011,2013-12-14,vote sur l'article 43,,214,MARSAD_ANC
VOT-6616bec30d45,NCA-2011,2013-12-14,vote sur l'article 44,,214,MARSAD_ANC
VOT-e02dfd2aec7b,NCA-2011,2013-12-14,vote sur l'article 45,,214,MARSAD_ANC
VOT-43ff8d58cbe9,NCA-2011,2013-12-14,vote sur l'article 46,,214,MARSAD_ANC
VOT-1ab20a169eb0,NCA-2011,2013-12-14,vote sur l'article 47,,214,MARSAD_ANC
VOT-59ce2c27e2a1,NCA-2011,2013-12-14,vote sur l'article 48,,214,MARSAD_ANC
VOT-8a3199b1eca7,NCA-2011,2013-12-14,vote sur l'article 49,,214,MARSAD_ANC
VOT-f668b485c2bb,NCA-2011,2013-12-14,vote sur l'article 50,,214,MARSAD_ANC
VOT-316504eea9bd,NCA-2011,2013-12-14,vote sur l'article 51,,214,MARSAD_ANC
VOT-a23be6ca862e,NCA-2011,2013-12-14,vote sur l'article 52,,214,MARSAD_ANC
VOT-8fa80d56ea4c,NCA-2011,2013-12-14,vote sur l'article 53,,214,MARSAD_ANC
VOT-18a755acddc4,NCA-2011,2013-12-14,vote sur l'article 54,,214,MARSAD_ANC
VOT-e518238d111c,NCA-2011,2013-12-14,vote sur l'article 55,,214,MARSAD_ANC
VOT-c695257cd5f9,NCA-2011,2013-12-14,vote sur l'article 56,,214,MARSAD_ANC
VOT-5af5d87c122f,NCA-2011,2013-12-14,vote sur l'article 57,,214,MARSAD_ANC
VOT-f28dc88b065e,NCA-2011,2013-12-14,vote sur l'article 58,,214,MARSAD_ANC
VOT-8bcb4db09cc6,NCA-2011,2013-12-14,vote sur l'article 59,,214,MARSAD_ANC
VOT-1b746f9c5d5b,NCA-2011,2013-12-14,vote sur l'article 60,,214,MARSAD_ANC
VOT-309e7d04b579,NCA-2011,2013-12-14,vote sur l'article 61,,214,MARSAD_ANC
VOT-1237aff51547,NCA-2011,2013-12-14,vote sur l'article 62,,214,MARSAD_ANC
VOT-bb99710d8098,NCA-2011,2013-12-14,vote sur l'article 63,,214,MARSAD_ANC
VOT-362fd0da6a1f,NCA-2011,2013-12-14,vote sur l'article 64,,214,MARSAD_ANC
VOT-5df12c5e961e,NCA-2011,2013-12-14,vote sur l'article 65,,214,MARSAD_ANC
VOT-d066fad4eec8,NCA-2011,2013-12-14,vote sur l'article 66,,214,MARSAD_ANC
VOT-1b33af0c96e3,NCA-2011,2013-12-14,vote sur l'article 67,,214,MARSAD_ANC
VOT-7e37b82158b1,NCA-2011,2013-12-14,vote sur l'article 68,,214,MARSAD_ANC
VOT-5f141e20b60d,NCA-2011,2013-12-14,vote sur l'article 69,,214,MARSAD_ANC
VOT-6cc27658ddd7,NCA-2011,2013-12-14,vote sur l'article 70,,214,MARSAD_ANC
VOT-3f723b101f3e,NCA-2011,2013-12-14,vote sur l'article 71,,214,MARSAD_ANC
VOT-483739402729,NCA-2011,2013-12-14,vote sur l'article 72,,214,MARSAD_ANC
VOT-bfb8ffd99ac0,NCA-2011,2013-12-14,Ajout d'un chapitre relatif à l'immunisation politique de la révolution,,214,MARSAD_ANC
VOT-382af73dea16,NCA-2011,2013-12-14,vote sur l'article 46 nouveau,,214,MARSAD_ANC
VOT-2f74cd4b3e5f,NCA-2011,2013-12-14,vote sur l'article 58 nouveau,,214,MARSAD_ANC
VOT-ab13974f265f,NCA-2011,2013-12-14,vote sur la suppression de l'article 66,,214,MARSAD_ANC
VOT-f41dbfb81855,NCA-2011,2013-12-14,vote sur l'article 69 nouveau,,214,MARSAD_ANC
VOT-dc358da582dc,NCA-2011,2013-12-14,vote sur la loi dans sa totalité,,214,MARSAD_ANC
VOT-cb577a5c4f4d,NCA-2011,2013-12-21,Vote sur la clôture du débat général,,214,MARSAD_ANC
VOT-307300234c1f,NCA-2011,2013-12-21,vote sur l'article 1,,214,MARSAD_ANC
VOT-f95c4599a586,NCA-2011,2013-12-21,vote sur l'article 2,,214,MARSAD_ANC
VOT-d071782d22c9,NCA-2011,2013-12-21,vote sur l'article 3,,214,MARSAD_ANC
VOT-f44a6f7a4a04,NCA-2011,2013-12-21,vote sur l'article 4,,214,MARSAD_ANC
VOT-0ebe214ec9bf,NCA-2011,2013-12-21,vote sur l'article 5,,214,MARSAD_ANC
VOT-6c62e6783e82,NCA-2011,2013-12-21,vote sur l'article 6,,214,MARSAD_ANC
VOT-2f502d0bcf17,NCA-2011,2013-12-21,vote sur l'article 7,,214,MARSAD_ANC
VOT-308e764f580e,NCA-2011,2013-12-21,vote sur l'article 8,,214,MARSAD_ANC
VOT-011f4e8da654,NCA-2011,2013-12-21,vote sur l'article 9,,214,MARSAD_ANC
VOT-4dbe3c9871e6,NCA-2011,2013-12-21,vote sur l'article 10,,214,MARSAD_ANC
VOT-41518bf2a9b1,NCA-2011,2013-12-21,vote sur l'article 11,,214,MARSAD_ANC
VOT-ce265b6e3e5b,NCA-2011,2013-12-21,vote sur l'article 12,,214,MARSAD_ANC
VOT-badf522e65be,NCA-2011,2013-12-21,vote sur l'article 13,,214,MARSAD_ANC
VOT-fe1118b08858,NCA-2011,2013-12-21,vote sur l'article 14,,214,MARSAD_ANC
VOT-0005da2402b7,NCA-2011,2013-12-21,vote sur l'article 15,,214,MARSAD_ANC
VOT-2a3485a2e530,NCA-2011,2013-12-21,vote sur l'article 16,,214,MARSAD_ANC
VOT-15784458bcfd,NCA-2011,2013-12-21,vote sur l'article 17,,214,MARSAD_ANC
VOT-5178f16854ec,NCA-2011,2013-12-21,vote sur la loi dans sa totalité,,214,MARSAD_ANC
VOT-5d6c55bd11c8,NCA-2011,2013-12-26,Chapitre 1: Assemblée Nationale Constituante,,214,MARSAD_ANC
VOT-73642a41a53b,NCA-2011,2013-12-26,Chapitre 2: Présidence de la République,,214,MARSAD_ANC
VOT-158ae124aeb4,NCA-2011,2013-12-26,Chapitre 3: Présidence du Gouvernement,,214,MARSAD_ANC
VOT-ce8f74ae5d7b,NCA-2011,2013-12-26,Chapitre 4: Ministère de l'Intérieur,,214,MARSAD_ANC
VOT-ed8bb1e8774b,NCA-2011,2013-12-26,Chapitre 5: Ministère de la Justice,,214,MARSAD_ANC
VOT-2e5f87ee6a5c,NCA-2011,2013-12-26,Chapitre 6: Ministère des Droits de l'Homme et de la Justice Transitionnelle,,214,MARSAD_ANC
VOT-00a37bcd1d23,NCA-2011,2013-12-26,Chapitre 7: Ministère des Affaires Étrangères,,214,MARSAD_ANC
VOT-864eb170bd52,NCA-2011,2013-12-26,Chapitre 8: Ministère de la Défense Nationale,,214,MARSAD_ANC
VOT-95662c6537b4,NCA-2011,2013-12-26,Chapitre 9: Ministère des Affaires Religieuses,,214,MARSAD_ANC
VOT-bdde59b2d207,NCA-2011,2013-12-26,Chapitre 10: Ministère des Finances,,214,MARSAD_ANC
VOT-8fa6a5df9747,NCA-2011,2013-12-26,Chapitre 11: Ministère du Développement et de la Coopération Internationale,,214,MARSAD_ANC
VOT-f85c61e34b86,NCA-2011,2013-12-26,Chapitre 12: Ministère des Domaines de l'Etat et des Affaires Foncières,,214,MARSAD_ANC
VOT-068e1147c5a5,NCA-2011,2013-12-26,Chapitre 13: Ministère de l'Agriculture,,214,MARSAD_ANC
VOT-969d119c14f5,NCA-2011,2013-12-26,Chapitre 14: Ministère de l'Industrie,,214,MARSAD_ANC
VOT-111b764cca90,NCA-2011,2013-12-26,Chapitre 15: Ministère du Commerce et de l'Artisanat,,214,MARSAD_ANC
VOT-0c334f54a7fa,NCA-2011,2013-12-26,Chapitre 16: Ministère des Technologies de l'Information et de la Communication,,214,MARSAD_ANC
VOT-91237a843a7e,NCA-2011,2013-12-26,Chapitre 17: Ministère du Tourisme,,214,MARSAD_ANC
VOT-ea13370aad49,NCA-2011,2013-12-26,Chapitre 18: Ministère de l'Équipement et de l'Environnement,,214,MARSAD_ANC
VOT-738042fcce0c,NCA-2011,2013-12-26,Chapitre 19: Ministère du Transport,,214,MARSAD_ANC
VOT-0ed9c2cb427f,NCA-2011,2013-12-26,Chapitre 20: Ministère de la Femme et de la Famille,,214,MARSAD_ANC
VOT-9842412150d1,NCA-2011,2013-12-26,Chapitre 21: Ministère de la Culture,,214,MARSAD_ANC
VOT-15488df35cf8,NCA-2011,2013-12-26,Chapitre 22: Ministère de la Jeunesse et des Sports,,214,MARSAD_ANC
VOT-9c70f3a2d56b,NCA-2011,2013-12-26,Chapitre 23: Ministère de la Santé,,214,MARSAD_ANC
VOT-52963bafc74c,NCA-2011,2013-12-26,Chapitre 24: Ministère des Affaires Sociales,,214,MARSAD_ANC
VOT-e2443f8c8525,NCA-2011,2013-12-26,Chapitre 25: Ministère de l'Éducation,,214,MARSAD_ANC
VOT-158ab1b30c9f,NCA-2011,2013-12-26,Chapitre 26: Ministère de l'Enseignement Supérieur et de la Recherche Scientifique,,214,MARSAD_ANC
VOT-baa4a6d78a27,NCA-2011,2013-12-26,Chapitre 27: Ministère de l'Emploi et de la Formation Professionnelle,,214,MARSAD_ANC
VOT-76122e304c0b,NCA-2011,2013-12-26,Chapitre 28: Les dépenses urgentes et non réparties,,214,MARSAD_ANC
VOT-0bc7c6c1d1ca,NCA-2011,2013-12-26,Chapitre 28: La Dette Publique,,214,MARSAD_ANC
VOT-a30259a95fa0,NCA-2011,2013-12-26,Clôture du débat général,,214,MARSAD_ANC
VOT-1867d64f8e15,NCA-2011,2013-12-26,Article premier,,214,MARSAD_ANC
VOT-ebef3f40f7c5,NCA-2011,2013-12-26,Article 2,,214,MARSAD_ANC
VOT-6199b2f681e1,NCA-2011,2013-12-26,Article 3,,214,MARSAD_ANC
VOT-328e96d73a94,NCA-2011,2013-12-26,Article 4,,214,MARSAD_ANC
VOT-438d9c968e2c,NCA-2011,2013-12-26,Article 5,,214,MARSAD_ANC
VOT-5ac7e1854ad9,NCA-2011,2013-12-26,Article 6,,214,MARSAD_ANC
VOT-bef443e546b9,NCA-2011,2013-12-26,Article 7,,214,MARSAD_ANC
VOT-7cd7ccc66aff,NCA-2011,2013-12-26,Article 8,,214,MARSAD_ANC
VOT-fba5707d0865,NCA-2011,2013-12-26,Article 9,,214,MARSAD_ANC
VOT-ff284b19a30a,NCA-2011,2013-12-26,Article 10,,214,MARSAD_ANC
VOT-791a2c66f5db,NCA-2011,2013-12-26,Article 11,,214,MARSAD_ANC
VOT-93725c3af5bb,NCA-2011,2013-12-26,Article 12,,214,MARSAD_ANC
VOT-179c69f37337,NCA-2011,2013-12-26,Article 13,,214,MARSAD_ANC
VOT-88ea5b44a403,NCA-2011,2013-12-26,Article 14,,214,MARSAD_ANC
VOT-ba938f300c33,NCA-2011,2013-12-26,Article 15,,214,MARSAD_ANC
VOT-9981f171de04,NCA-2011,2013-12-26,Article 16,,214,MARSAD_ANC
VOT-b408d936d8b3,NCA-2011,2013-12-26,Article 17,,214,MARSAD_ANC
VOT-0460df679c22,NCA-2011,2013-12-26,Article 21,,214,MARSAD_ANC
VOT-f300c9cd0eb1,NCA-2011,2013-12-26,Article 22,,214,MARSAD_ANC
VOT-1479684e4d1d,NCA-2011,2013-12-26,Article 23,,214,MARSAD_ANC
VOT-11b33210fa0d,NCA-2011,2013-12-26,Article 25,,214,MARSAD_ANC
VOT-6d1ea4fa227d,NCA-2011,2013-12-26,Article 26,,214,MARSAD_ANC
VOT-50285349992b,NCA-2011,2013-12-26,Article 27,,214,MARSAD_ANC
VOT-9e98be40604c,NCA-2011,2013-12-26,Article 28,,214,MARSAD_ANC
VOT-29d81cb6044a,NCA-2011,2013-12-26,Article 29,,214,MARSAD_ANC
VOT-623802b65adb,NCA-2011,2013-12-26,Article 30,,214,MARSAD_ANC
VOT-05fc1134e45e,NCA-2011,2013-12-26,Article 39,,214,MARSAD_ANC
VOT-3a5831187b4f,NCA-2011,2013-12-26,Article 40,,214,MARSAD_ANC
VOT-95f76888c9d8,NCA-2011,2013-12-26,Article 41,,214,MARSAD_ANC
VOT-56a39bcaa904,NCA-2011,2013-12-26,Article 43,,214,MARSAD_ANC
VOT-dc9971a1edf1,NCA-2011,2013-12-26,Article 44,,214,MARSAD_ANC
VOT-2fa462697aec,NCA-2011,2013-12-26,Article 46,,214,MARSAD_ANC
VOT-7c6d32eb7c09,NCA-2011,2013-12-26,Article 49,,214,MARSAD_ANC
VOT-506c053a990c,NCA-2011,2013-12-26,Article 50,,214,MARSAD_ANC
VOT-740ce4a74ecc,NCA-2011,2013-12-26,Article 52,,214,MARSAD_ANC
VOT-666a146dbb41,NCA-2011,2013-12-26,Article 55,,214,MARSAD_ANC
VOT-71b3e0b67bd7,NCA-2011,2013-12-26,Article 57,,214,MARSAD_ANC
VOT-d977e54db623,NCA-2011,2013-12-26,Article 58,,214,MARSAD_ANC
VOT-9f1f1cc00afa,NCA-2011,2013-12-26,Article 59,,214,MARSAD_ANC
VOT-bc1277c13494,NCA-2011,2013-12-26,Article 60,,214,MARSAD_ANC
VOT-5585e91152fd,NCA-2011,2013-12-26,Article 61,,214,MARSAD_ANC
VOT-4cb47397a725,NCA-2011,2013-12-26,Article 62,,214,MARSAD_ANC
VOT-9a0e67f75a86,NCA-2011,2013-12-26,Article 64,,214,MARSAD_ANC
VOT-53720f8fe4c7,NCA-2011,2013-12-26,Article 65,,214,MARSAD_ANC
VOT-049b8f71df9a,NCA-2011,2013-12-26,Article 66,,214,MARSAD_ANC
VOT-f7f779d12868,NCA-2011,2013-12-26,Article 67,,214,MARSAD_ANC
VOT-c77b891485be,NCA-2011,2013-12-26,Article 68,,214,MARSAD_ANC
VOT-1f37f8adc67b,NCA-2011,2013-12-26,Article 69,,214,MARSAD_ANC
VOT-4150effe545e,NCA-2011,2013-12-26,Article 72,,214,MARSAD_ANC
VOT-ba8f74f63345,NCA-2011,2013-12-26,Article 75,,214,MARSAD_ANC
VOT-d8d604588879,NCA-2011,2013-12-26,Article 76,,214,MARSAD_ANC
VOT-b510231aaad5,NCA-2011,2013-12-26,Article 82,,214,MARSAD_ANC
VOT-63a19b66203e,NCA-2011,2013-12-26,Article 83,,214,MARSAD_ANC
VOT-03b941d35ca4,NCA-2011,2013-12-26,Article 86,,214,MARSAD_ANC
VOT-72c567051c27,NCA-2011,2013-12-26,Article 87,,214,MARSAD_ANC
VOT-b077d354d951,NCA-2011,2013-12-26,Article 88,,214,MARSAD_ANC
VOT-794a25add4be,NCA-2011,2013-12-26,Article 89,,214,MARSAD_ANC
VOT-48428edcce07,NCA-2011,2013-12-26,Article 90,,214,MARSAD_ANC
VOT-a70db2e8a318,NCA-2011,2013-12-26,Article 91,,214,MARSAD_ANC
VOT-6ba1a5c210bc,NCA-2011,2013-12-26,Article 92,,214,MARSAD_ANC
VOT-83de988c2583,NCA-2011,2013-12-27,Article 18,,215,MARSAD_ANC
VOT-705ed1d47524,NCA-2011,2013-12-27,Article 19,,215,MARSAD_ANC
VOT-5345a36233f5,NCA-2011,2013-12-27,Article 20,,215,MARSAD_ANC
VOT-e669446c4686,NCA-2011,2013-12-27,Article 24,,215,MARSAD_ANC
VOT-ae68399343e5,NCA-2011,2013-12-27,Article 31,,215,MARSAD_ANC
VOT-21fe3ec27868,NCA-2011,2013-12-27,Article 32,,215,MARSAD_ANC
VOT-eea93ab30280,NCA-2011,2013-12-27,Article 33,,215,MARSAD_ANC
VOT-b612df6c4e03,NCA-2011,2013-12-27,Article 34,,215,MARSAD_ANC
VOT-cb3f4dbcdf76,NCA-2011,2013-12-27,Article 35,,215,MARSAD_ANC
VOT-60d4d9745db3,NCA-2011,2013-12-28,Vote sur la clôture du débat général,,215,MARSAD_ANC
VOT-c58445afa0e7,NCA-2011,2013-12-28,Vote sur le titre de la proposition de loi,,215,MARSAD_ANC
VOT-9019ae81a5fc,NCA-2011,2013-12-28,vote sur l'article 1,,215,MARSAD_ANC
VOT-d35f72ee7812,NCA-2011,2013-12-28,vote sur l'article 2,,215,MARSAD_ANC
VOT-f2f57ddb4fa1,NCA-2011,2013-12-28,vote sur l'article 3,,215,MARSAD_ANC
VOT-13dd541fb645,NCA-2011,2013-12-28,Vote sur la proposition de loi dans sa totalité,,215,MARSAD_ANC
VOT-f3a58c365b40,NCA-2011,2013-12-28,Article 36,,215,MARSAD_ANC
VOT-cb604956a4a5,NCA-2011,2013-12-28,Article 37,,215,MARSAD_ANC
VOT-20ea9110ed15,NCA-2011,2013-12-28,Article 38,,215,MARSAD_ANC
VOT-27174bf45ae3,NCA-2011,2013-12-28,Article 42,,215,MARSAD_ANC
VOT-d0c6fd81c7f9,NCA-2011,2013-12-28,Article 45,,215,MARSAD_ANC
VOT-5dd5e7f41677,NCA-2011,2013-12-28,Article 47,,215,MARSAD_ANC
VOT-85edd02da23a,NCA-2011,2013-12-29,Vote sur la loi dans sa totalité,,215,MARSAD_ANC
VOT-e3a48e9c83a6,NCA-2011,2013-12-29,Article 48,,215,MARSAD_ANC
VOT-dd843b25f9d9,NCA-2011,2013-12-29,Article 51,,215,MARSAD_ANC
VOT-10d45a1cdaec,NCA-2011,2013-12-29,Article 53,,215,MARSAD_ANC
VOT-b297fadf2efc,NCA-2011,2013-12-29,Article 54,,215,MARSAD_ANC
VOT-592ea1cefa7f,NCA-2011,2013-12-29,Article 63,,215,MARSAD_ANC
VOT-9604321bcac2,NCA-2011,2013-12-29,Article 70,,215,MARSAD_ANC
VOT-bf76af4ab9d5,NCA-2011,2013-12-29,Article 71,,215,MARSAD_ANC
VOT-53ede07ce0f4,NCA-2011,2013-12-29,Article 73,,215,MARSAD_ANC
VOT-729330109c23,NCA-2011,2013-12-29,Article 74,,215,MARSAD_ANC
VOT-1b7ccc15e416,NCA-2011,2013-12-29,Article 77,,215,MARSAD_ANC
VOT-9f92e13e4e78,NCA-2011,2013-12-29,Article 79,,215,MARSAD_ANC
VOT-1e8e31300680,NCA-2011,2013-12-29,Article 80,,215,MARSAD_ANC
VOT-54c995af2120,NCA-2011,2013-12-29,Article 81,,215,MARSAD_ANC
VOT-35bcab1dd97e,NCA-2011,2013-12-29,Article 84,,215,MARSAD_ANC
VOT-246a6a3a9c22,NCA-2011,2013-12-29,Article 85,,215,MARSAD_ANC
VOT-2ead5d350e06,NCA-2011,2013-12-29,Article 56,,215,MARSAD_ANC
VOT-30246e1f85e0,NCA-2011,2013-12-29,Ajout d'article - Audit de la dette publique,,215,MARSAD_ANC
VOT-30b3ee3a4b5d,NCA-2011,2013-12-29,Ajout d'article - Audit de la dette publique,,215,MARSAD_ANC
VOT-3b4807016f12,NCA-2011,2013-12-29,Ajout d'article - Suppression de la redevance radio-TV,,215,MARSAD_ANC
VOT-c2e2c8fc1e80,NCA-2011,2013-12-29,Ajout d'article - Création d'un fonds de lutte contre les épidémies d'urgence,,215,MARSAD_ANC
VOT-6d09706d22be,NCA-2011,2013-12-29,Ajout d'article - Création d'un fonds de la dignité et de la réhabilitation des victimes de l'oppression,,215,MARSAD_ANC
VOT-e5420c3eec73,NCA-2011,2013-12-29,Ajout d'article - Exonération des avocats stagiaires du paiement d'impôt,,215,MARSAD_ANC
VOT-4ccc098cc527,NCA-2011,2013-12-29,Ajout d'article - Imposition sur la plus value en cas de cession d'actions entre deux non résidents,,215,MARSAD_ANC
VOT-4b7317c526a1,NCA-2011,2013-12-29,Ajout d'article - Exonération des parents ayant des enfants handicapés et moins de 25 ans,,215,MARSAD_ANC
VOT-946b2a0aa21f,NCA-2011,2013-12-29,Ajout d'article - Lutte contre l'évasion fiscale,,215,MARSAD_ANC
VOT-918e5b3f9fcf,NCA-2011,2013-12-29,Ajout d'article - Prime de retraite aux militaires ayant été victimes de licenciement abusif,,215,MARSAD_ANC
VOT-0fa3de00e14f,NCA-2011,2013-12-29,Article 93,,215,MARSAD_ANC
VOT-54ef94f3ee2f,NCA-2011,2014-01-02,Vote sur la clôture du débat général,,215,MARSAD_ANC
VOT-2c05f4e0d264,NCA-2011,2014-01-02,Vote sur le paragraphe 3 nouveau de l'article 41,,215,MARSAD_ANC
VOT-a430540924cd,NCA-2011,2014-01-02,Vote sur l'article 106 bis,,215,MARSAD_ANC
VOT-c91340a1bfca,NCA-2011,2014-01-02,Vote sur l'article premier du projet,,215,MARSAD_ANC
VOT-9e9794c15239,NCA-2011,2014-01-02,Vote sur le projet dans sa totalité,,215,MARSAD_ANC
VOT-473d03ef1b24,NCA-2011,2014-01-03,Nom du projet,,215,MARSAD_ANC
VOT-08e5d1f4e23a,NCA-2011,2014-01-03,"Repositionnement de ""Au nom de Dieu"" avant le terme ""Préambule""",,215,MARSAD_ANC
VOT-5bdf7fd316d4,NCA-2011,2014-01-03,Premier paragraphe du préambule,,215,MARSAD_ANC
VOT-5ee4b1875b86,NCA-2011,2014-01-03,Amendement n°6 du paragraphe 2,,215,MARSAD_ANC
VOT-3c76ee9f86e6,NCA-2011,2014-01-03,Amendement n°153 du paragraphe 2,,215,MARSAD_ANC
VOT-14139f4d2bdb,NCA-2011,2014-01-03,Amendement n°27 du paragraphe 2,,215,MARSAD_ANC
VOT-58c5cad302a9,NCA-2011,2014-01-03,Amendement n°196 du paragraphe 2,,215,MARSAD_ANC
VOT-6cbcd30d4f60,NCA-2011,2014-01-03,Deuxième paragraphe du préambule,,215,MARSAD_ANC
VOT-a2865b42c0d6,NCA-2011,2014-01-03,Amendement consensuel n°226 du paragraphe 3,,215,MARSAD_ANC
VOT-8912f47eec21,NCA-2011,2014-01-03,Amendement n°55 du paragraphe 3,,215,MARSAD_ANC
VOT-a2b467a760df,NCA-2011,2014-01-03,Amendement n°63 du paragraphe 3,,215,MARSAD_ANC
VOT-fd7c3deef155,NCA-2011,2014-01-03,Troisième paragraphe du préambule,,215,MARSAD_ANC
VOT-2dbda31e4ec3,NCA-2011,2014-01-03,Amendement n°125 du paragraphe 4,,215,MARSAD_ANC
VOT-fe83c0439fde,NCA-2011,2014-01-03,Amendement n°128 du paragraphe 4,,215,MARSAD_ANC
