amendment_id,person_id,assembly_id,source_ids
AMD-2247a8797ae5,TNP-00141,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00368,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00384,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00390,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00412,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00415,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00426,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00427,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00428,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00434,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00450,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00457,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00463,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00476,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00479,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00482,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00483,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00488,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00493,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00502,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00503,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00521,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00522,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00527,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00534,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00544,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00551,NCA-2011,MARSAD_ANC
AMD-2247a8797ae5,TNP-00560,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00141,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00374,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00379,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00392,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00406,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00407,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00410,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00416,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00423,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00427,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00429,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00433,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00441,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00449,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00466,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00481,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00493,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00498,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00515,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00516,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00519,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00529,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00542,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00545,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00549,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00550,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00551,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00554,NCA-2011,MARSAD_ANC
AMD-4d959ab8b418,TNP-00562,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00247,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00277,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00332,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00370,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00374,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00388,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00390,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00409,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00419,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00424,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00441,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00442,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00445,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00452,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00456,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00457,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00463,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00467,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00475,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00478,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00483,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00484,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00488,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00492,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00514,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00522,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00549,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00551,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00557,NCA-2011,MARSAD_ANC
AMD-da7d07ce97f3,TNP-00561,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00141,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00370,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00374,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00427,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00457,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00463,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00466,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00488,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00502,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00503,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00507,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00522,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00550,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00551,NCA-2011,MARSAD_ANC
AMD-778d07d0b84d,TNP-00557,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00141,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00332,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00390,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00416,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00419,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00427,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00428,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00434,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00463,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00467,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00476,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00522,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00527,NCA-2011,MARSAD_ANC
AMD-d1b0f8b9c017,TNP-00562,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00174,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00199,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00289,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00332,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00370,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00378,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00381,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00388,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00402,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00422,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00434,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00435,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00442,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00456,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00465,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00478,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00488,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00499,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00500,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00502,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00507,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00508,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00517,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00521,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00524,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00544,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00557,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00558,NCA-2011,MARSAD_ANC
AMD-3d42990e4162,TNP-00564,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00007,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00289,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00367,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00370,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00381,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00384,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00390,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00392,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00395,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00417,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00426,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00427,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00428,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00429,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00434,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00435,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00450,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00457,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00479,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00487,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00493,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00503,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00515,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00516,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00522,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00525,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00527,NCA-2011,MARSAD_ANC
AMD-5e915def50f9,TNP-00534,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00141,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00367,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00369,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00390,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00428,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00434,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00457,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00488,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00503,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00521,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00522,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00527,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00534,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00549,NCA-2011,MARSAD_ANC
AMD-93b4fd90dc5b,TNP-00551,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00141,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00387,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00390,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00412,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00426,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00428,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00434,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00450,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00457,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00488,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00522,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00527,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00534,NCA-2011,MARSAD_ANC
AMD-567f50671d64,TNP-00551,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00007,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00141,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00390,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00412,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00428,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00434,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00450,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00457,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00488,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00522,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00525,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00527,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00549,NCA-2011,MARSAD_ANC
AMD-0f4b98798c5d,TNP-00551,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00141,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00332,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00376,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00382,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00393,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00402,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00435,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00442,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00465,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00466,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00488,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00493,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00502,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00503,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00507,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00521,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00540,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00550,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00551,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00554,NCA-2011,MARSAD_ANC
AMD-855e27bc8a31,TNP-00557,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00141,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00332,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00374,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00376,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00382,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00393,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00402,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00435,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00442,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00465,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00466,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00488,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00493,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00502,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00503,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00507,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00521,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00540,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00550,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00551,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00554,NCA-2011,MARSAD_ANC
AMD-12dcb7c3970f,TNP-00557,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00370,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00374,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00379,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00390,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00425,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00427,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00428,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00439,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00450,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00457,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00464,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00465,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00476,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00488,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00498,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00507,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00534,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00542,NCA-2011,MARSAD_ANC
AMD-e8b5b0a45e5d,TNP-00551,NCA-2011,MARSAD_ANC
AMD-35e955875057,TNP-00370,NCA-2011,MARSAD_ANC
AMD-35e955875057,TNP-00427,NCA-2011,MARSAD_ANC
AMD-35e955875057,TNP-00428,NCA-2011,MARSAD_ANC
AMD-35e955875057,TNP-00430,NCA-2011,MARSAD_ANC
AMD-35e955875057,TNP-00443,NCA-2011,MARSAD_ANC
AMD-35e955875057,TNP-00444,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00332,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00408,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00410,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00427,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00466,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00478,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00488,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00497,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00502,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00509,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00550,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00558,NCA-2011,MARSAD_ANC
AMD-491ab6830ee4,TNP-00564,NCA-2011,MARSAD_ANC
AMD-dc2668cb4c79,TNP-00377,NCA-2011,MARSAD_ANC
AMD-dc2668cb4c79,TNP-00391,NCA-2011,MARSAD_ANC
AMD-ac527627dbf7,TNP-00277,NCA-2011,MARSAD_ANC
AMD-ac527627dbf7,TNP-00332,NCA-2011,MARSAD_ANC
AMD-ac527627dbf7,TNP-00378,NCA-2011,MARSAD_ANC
AMD-ac527627dbf7,TNP-00392,NCA-2011,MARSAD_ANC
AMD-ac527627dbf7,TNP-00408,NCA-2011,MARSAD_ANC
AMD-ac527627dbf7,TNP-00427,NCA-2011,MARSAD_ANC
AMD-ac527627dbf7,TNP-00466,NCA-2011,MARSAD_ANC
AMD-ac527627dbf7,TNP-00478,NCA-2011,MARSAD_ANC
