vote_id,person_id,assembly_id,position,source_ids
VOT-d5595d65ba7f,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-ffa8425f7231,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-097090da33c2,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-f7b6fc69b42f,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-b39e82bc5150,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-848ef78ae88f,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-87352229ff7d,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-0ca9e0430ae6,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-c31aac32a157,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-158e083d165a,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-339957d80517,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-f3af4b3061c8,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-e9786c74b6fd,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-a14cd2a22dda,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-fc55d6175180,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-59bd365b3221,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-c0501ca7e13f,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-a076da06f385,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-1283d1618e8c,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-7ef1d42dccfc,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-434ee600442f,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-4c9f5c9e6569,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-d6aee2bc61ea,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-e37c741a3ebb,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-ddd1d270ea1b,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-4b2b07c600e9,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-ecdb25dc6ac0,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-acd1846800e8,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-17bc2d1ba4db,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-4b2219157c96,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-a3457d9961dd,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-1195e689d143,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-18f7608291f3,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-57233aab8d7b,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-52c5994a4757,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-882d56471249,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-4bd908dac830,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-b76ff4276843,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-b91deb9ad439,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-ebfa1d58bd65,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-a84e80886300,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-155cbf2f1481,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-5cbccc4264c1,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-9997f037eeba,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-95be324fa51d,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-1cb6f2520788,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-742174e94624,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-b8471f4797ee,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-9b6ce6f7f389,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-d6b104b84681,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-5efc891a2d7e,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-76b99e10c0cc,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-ec2e49781af5,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-ede15ddc65da,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-b4dbe0c9589c,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-2117650721b8,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-68c664683035,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-ae858e428eb2,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-9bed92c3ce97,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-c2d32054316e,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-ce4d32f99555,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-eec9d716f3c9,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-13fe4336b340,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-adbabdeaae74,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-5183e2fabfd2,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-1f7c39c9ee9d,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-d63e5652e9fd,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-10a910792464,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-78644255d9eb,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-e8bd86a3d5a7,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-bf2951548361,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-3842c40ddcc4,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-48d089db0071,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-5f79e3485895,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-67ebbd2d4d41,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-cc1cee2aa576,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-1eee02b080a6,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-433b8d418367,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-e0224cc087b1,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-ada121fdd759,TNP-00414,NCA-2011,absent,MARSAD_ANC
VOT-d7c5477d1957,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-6e875a7f26ef,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-3d1250d42169,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-503ef1d5c292,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-3437978feee0,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-3969ea48aafd,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-1da1790acbeb,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-7069ffc0755b,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-8f9d7785fdde,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-8f0f8c948b1f,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-ae80394aef7d,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-af15ab6354f9,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-55448cc5826a,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-6ab35ab3f3e3,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-41efe106ae95,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-2a90dceb3b50,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-3a1b64eb5797,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-8bc8cf5959fa,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-916040255147,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-8e9299d3ddc1,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-ce0b95b882d7,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-55f8801eee9a,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-361c7264184f,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-7c71738a8531,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-451e0087fc1b,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-f2cbcf6a3f80,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-884d81a58590,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-5ba8e1cb316a,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-6cf40e82ae19,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-8cafe0fc61b2,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-3700b830acdd,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-854b1f93f3fd,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-198a79eb5ac3,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-b5debb34a789,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-5fca904cbdcb,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-991f00cd46dd,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-5a437029137d,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-f01bb8ec52d9,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-e0e9d62ef4c0,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-c1fa073e49d8,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-db35f1a0ef32,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-4035af939290,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-bc29a22d8a80,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-1d82e49e3018,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-b2b470567209,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-9e758bc1e2bf,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-99fd0184f377,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-33f4775c431d,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-26586ec811e9,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-30dfb82c83c1,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-12c0af6ce7bd,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-7271ba505da6,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-15ed9b749d53,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-164356d49a71,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-70a41fdf0db0,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-278082bdc305,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-b4cce5e5252a,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-d252f005d096,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-7f962eedb481,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-8c3bfa9be7f9,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-abf34e846619,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-372273435ae4,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-03f789310999,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-878bc7c17c6a,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-f81da0a141da,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-215a75d5afd6,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-2a57082d00a1,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-e6f64db6f17a,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-d13934a553c3,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-b50fb9aa8c08,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-a5799a537ca5,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-3c4dfd50cfe1,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-4e1c810cd76a,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-acdb88e7f5a0,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-3779c2d45253,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-2372755b1ef9,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-6cc25b6edf0b,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-bbcd807b0a8a,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-4b4b2f6b00a7,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-dba2667b9fb3,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-e085ad64cf3c,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-157e97350597,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-93309c20127f,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-bdbae9b85007,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-0294ac71af1a,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-3484c9f1bde9,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-fa481172574b,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-1b65503a33d3,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-68703094a094,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-103a07810086,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-1afd8b56f815,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-86aad248c43d,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-80525ba41abe,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-809248ca63b9,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-72fc2bab0fca,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-2dd8c3ee98b1,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-e6ae26fe6c92,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-9fb01eb71cb9,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-0a4355a14736,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-12afa7fdc58c,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-8bfbdfcf9968,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-79b38b06d0ec,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-b9b920f2a03e,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-5a56358424ae,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-d7707db92b1a,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-22739db3c96f,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-fdd23b0f90dd,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-ca84ff85c811,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-8b56234770a9,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-d46cda454dac,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-358568c06f4b,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-da8367aaaabf,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-1bf81b3ce779,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-461f696f665a,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-e816767a5661,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-a957d4d46c25,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-db4a5684c13c,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-b909b3abe77e,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-6d0de986c426,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-e2f8a061c630,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-f3f1f5ac942a,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-9e18e4256126,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-47f212a58846,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-323c5473f17a,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-2a919cddaa24,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-4d6853232f7e,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-46481a04c27d,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-10fb82ac3570,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-f2c7ac0a5d95,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-17543eeb7b65,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-5482bd1405fc,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-99869c19e19a,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-ef1ce86b3c2e,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-04c9162ab10d,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-d98e1927a769,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-022c7408a707,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-74f94420a597,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-5ee776d10421,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-890f2aa77ff0,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-433335a5b921,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-ac68ff574583,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-ebc2aeb258bc,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-779f6180a12a,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-60b881cd3464,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-aa69bdc836ca,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-976ba5919631,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-db70ee5ccbd1,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-0ab6dc09c1b6,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-1a90741e0b53,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-955bf9304066,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-34e4fcb6b0b4,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-3a47f4a2a878,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-e5ff77ea6574,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-860babad0e52,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-475c73a2f2ef,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-d535ec86903a,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-8c739c764a7a,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-0032f37272fe,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-5811ae9bbd30,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-397d3d168b9b,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-294a64b92acd,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-2ce1497e32e2,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-9481d9c29e18,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-d8ab657a7dd5,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-873e9c7c59d7,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-723b78908b87,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-3fea657bb0df,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-b91b2987908d,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-91893a061be6,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-40ca5a9b1088,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-09ce8d3516ca,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-0ed2570a97cc,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-74eda0dd747f,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-ba18baf5375e,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-1141e81dbff3,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-bfcb75613c4c,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-bd38267c3831,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-3e4a2481e8dc,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-bf65b0d88acd,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-b0d1948f2bce,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-f985c817f768,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-fb5ef06bdd84,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-3dde5448e668,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-57808940ce75,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-4c061d691f73,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-bcfdb5b6219c,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-50e7183d9af1,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-d47703ba58fc,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-e1a01728ef95,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-037527a3180e,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-0476aba6e5d0,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-5ea902ffc22b,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-160bd409e1e1,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-9bb1740de923,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-2536bb81e287,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-d72305f4a849,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-930ed6a86d19,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-e69ace838058,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-270aceaaf56a,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-993080eac241,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-50daf565752d,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-8114dbbcf563,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-3fd81b94802c,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-e29273d38c4c,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-77f601a07440,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-ce90a731a615,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-f2cfba75ceb3,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-50805dd5bf2b,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-220463f273b0,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-767a2fc71d9a,TNP-00415,NCA-2011,contre,MARSAD_ANC
VOT-1601858fe8fc,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-94e7ff14ccfb,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-580fcaf4b6b3,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-7f823211c027,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-ab7a7abf0c32,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-9b864000076f,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-d812fba0201e,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-1c76b383e258,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-4c4d9ab66b2f,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-6898cac1fa40,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-904ebbe3f15d,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-d55b64b40677,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-78445be45911,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-6875b0e4c4dd,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-55c650c77d1d,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-12d7f47113ba,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-fc04b378eaf2,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-f7c218130c97,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-ca2c8717a901,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-8f50532f976a,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-9a6689219b41,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-96781f44a984,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-ab087241fb16,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-e9accd7bc800,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-a880d4b7d788,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-a2400d3de6b2,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-1b6c2af94400,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-565a62c8644a,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-6318a7253435,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-a763ed42a086,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-a5ac5d657676,TNP-00415,NCA-2011,pour,MARSAD_ANC
VOT-216f2cea7bf1,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-afaf71fad3e4,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-8e3278093061,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-7fad07ad749e,TNP-00415,NCA-2011,abstenu,MARSAD_ANC
VOT-ab4ce6f8da21,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-4b304256c425,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-44c416e49d23,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-4eb84ab06788,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-0f469c8f4a44,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-4fa805d0732b,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-0e60ba20d280,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-7654fca4eaa4,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-149fa6b37ce6,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-9524283cee3d,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-6ebf1c700e3c,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-93af9303f4d9,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-139e5d15123d,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-6c424ff1ac56,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-db91e82241b4,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-9420cff2d24f,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-5562ef3a0bb9,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-6616bec30d45,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-e02dfd2aec7b,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-43ff8d58cbe9,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-1ab20a169eb0,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-59ce2c27e2a1,TNP-00415,NCA-2011,absent,MARSAD_ANC
VOT-8a3199b1eca7,TNP-00415,NCA-2011,absent,MARSAD_ANC
