layer,person_id,name_raw,script,surname_candidates,spine_candidates,period,subgroup,party_id,party_name,evidence
party_affiliations,TNP-00020,مليك كمون,ar,كمون,KMN,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00021,معز بن يوسف,ar,بن يوسف|يوسف,BNSF|SF,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00022,معز برك الله,ar,برك الله,BRKL,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00023,معز الرياحي,ar,الرياحي,RH,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00024,مصطفى بوبكري,ar,بوبكري,BKR,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00025,مسعود قريرة,ar,قريرة,KR,third_republic,كتلة الخط الوطني السيادي,PTY-afb20824a9f9,كتلة الخط الوطني السيادي,bloc
party_affiliations,TNP-00026,مريم الشريف,ar,الشريف,SRF,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00026,مريم الشريف,ar,الشريف,SRF,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00027,مراد الخزامي,ar,الخزامي,XZM,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00028,مختار عيفاوي,ar,عيفاوي,F,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00029,محمود شلغاف,ar,شلغاف,SLVF,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00029,محمود شلغاف,ar,شلغاف,SLVF,third_republic,كتلة الخط الوطني السيادي,PTY-afb20824a9f9,كتلة الخط الوطني السيادي,bloc
party_affiliations,TNP-00030,محمود العامري,ar,العامري,MR,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00031,محمد ماجدي,ar,ماجدي,MJD,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00032,محمد علي فنيرة,ar,فنيرة,FNR,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00033,محمد علي,ar,علي,L,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00033,محمد علي,ar,علي,L,third_republic,كتلة الخط الوطني السيادي,PTY-afb20824a9f9,كتلة الخط الوطني السيادي,bloc
party_affiliations,TNP-00034,محمد ضو,ar,ضو,D,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00035,محمد شعباني,ar,شعباني,SBN,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00036,محمد زياد الماهر,ar,الماهر,MHR,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00036,محمد زياد الماهر,ar,الماهر,MHR,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00037,محمد بن سعيد,ar,بن سعيد|سعيد,BNSD|SD,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00038,محمد بن حسين,ar,بن حسين|حسين,BNHSN|HSN,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00039,محمد أمين مباركي,ar,مباركي,MBRK,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00040,محمد امين الورغي,ar,الورغي,RV,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00041,محمد اليحياوي,ar,اليحياوي,H,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00041,محمد اليحياوي,ar,اليحياوي,H,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00042,محمد الهادي العلاني,ar,العلاني,LN,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00043,محمد أحمد,ar,أحمد,HMD,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00044,محسن هرمي,ar,هرمي,HRM,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00045,ماهر بوبكر الحضري,ar,الحضري,HDR,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00046,ماهر الكتاري,ar,الكتاري,KTR,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00047,ماجدة الورغي,ar,الورغي,RV,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00047,ماجدة الورغي,ar,الورغي,RV,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00048,لطفي الهمامي,ar,الهمامي,HM,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00049,لطفي السعداوي,ar,السعداوي,SD,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00050,كمال كرعاني,ar,كرعاني,KRN,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00051,كمال فراح,ar,فراح,FRH,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00052,فيصل الصغير,ar,الصغير,SVR,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00053,فوزي دعاس,ar,دعاس,DS,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00054,فخري عبد الخالق,ar,عبد الخالق|الخالق,BDXLK|XLK,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00055,فخر الدين فضلون,ar,فضلون,FDLN,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00056,فتحي رجب,ar,رجب,RJB,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00057,فتحي المشرقي,ar,المشرقي,MSRK,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00057,فتحي المشرقي,ar,المشرقي,MSRK,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00058,فاطمة المسدي,ar,المسدي,MSD,second_republic,Aucun bloc,PTY-820f1119d5ed,Aucun bloc,bloc
party_affiliations,TNP-00058,فاطمة المسدي,ar,المسدي,MSD,second_republic,Bloc Al Horra,PTY-cc0dd367425f,Bloc Al Horra,bloc
party_affiliations,TNP-00058,فاطمة المسدي,ar,المسدي,MSD,second_republic,Mouvement Nidaa Tounes,PTY-12c364be2b2b,Mouvement Nidaa Tounes,bloc
party_affiliations,TNP-00058,فاطمة المسدي,ar,المسدي,MSD,second_republic,حركة نداء تونس,,حركة نداء تونس,list
party_affiliations,TNP-00058,فاطمة المسدي,ar,المسدي,MSD,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00059,فاتن النصيبي,ar,النصيبي,NSB,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00060,غسان يامون,ar,يامون,MN,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00060,غسان يامون,ar,يامون,MN,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00061,عواطف الشنيتي,ar,الشنيتي,SNT,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00062,عمر بن عمر,ar,بن عمر|عمر,BMR|MR,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00063,عمر برهومي,ar,برهومي,BRHM,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00064,عمار عيدودي,ar,عيدودي,D,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00065,عماد أولاد جبريل,ar,أولاد جبريل|جبريل,LDJBRL|JBRL,second_republic,Mouvement Nidaa Tounes,PTY-12c364be2b2b,Mouvement Nidaa Tounes,bloc
party_affiliations,TNP-00065,عماد أولاد جبريل,ar,أولاد جبريل|جبريل,LDJBRL|JBRL,second_republic,الكتلة الوطنية (2020),PTY-4c282d241960,الكتلة الوطنية (2020),bloc
party_affiliations,TNP-00065,عماد أولاد جبريل,ar,أولاد جبريل|جبريل,LDJBRL|JBRL,second_republic,حركة نداء تونس,,حركة نداء تونس,list
party_affiliations,TNP-00065,عماد أولاد جبريل,ar,أولاد جبريل|جبريل,LDJBRL|JBRL,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00065,عماد أولاد جبريل,ar,أولاد جبريل|جبريل,LDJBRL|JBRL,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00066,عماد الدين سديري,ar,سديري,SDR,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00067,علي زغدود,ar,زغدود,ZVD,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00068,علي بوزوزية,ar,بوزوزية,BZ,third_republic,كتلة الخط الوطني السيادي,PTY-afb20824a9f9,كتلة الخط الوطني السيادي,bloc
party_affiliations,TNP-00069,عصام شوشان,ar,شوشان,SN,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00070,عصام البحري الجابري,ar,الجابري,JBR,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00070,عصام البحري الجابري,ar,الجابري,JBR,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00071,عزيز بن الاخضر,ar,بن الاخضر|الاخضر,BNXDR|XDR,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00072,عزالدين التايب,ar,التايب,TB,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00073,عدنان العلوش,ar,العلوش,LS,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00073,عدنان العلوش,ar,العلوش,LS,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00074,عبد القادر عمار,ar,عمار,MR,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00075,عبد القادر بن زينب,ar,بن زينب|زينب,BNZMB|ZMB,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00075,عبد القادر بن زينب,ar,بن زينب|زينب,BNZMB|ZMB,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00076,عبد العزيز شعباني,ar,شعباني,SBN,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00077,عبد السلام الدحماني,ar,الدحماني,DHMN,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00078,عبد السلام الحمروني,ar,الحمروني,HMRN,third_republic,كتلة الخط الوطني السيادي,PTY-afb20824a9f9,كتلة الخط الوطني السيادي,bloc
party_affiliations,TNP-00079,عبد الستار الزارعي,ar,الزارعي,ZR,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00080,عبد الرزاق عويدات,ar,عويدات,DT,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00080,عبد الرزاق عويدات,ar,عويدات,DT,second_republic,حركة الشعب,,حركة الشعب,list
party_affiliations,TNP-00080,عبد الرزاق عويدات,ar,عويدات,DT,third_republic,كتلة الخط الوطني السيادي,PTY-afb20824a9f9,كتلة الخط الوطني السيادي,bloc
party_affiliations,TNP-00081,عبد الحليم بوسمة,ar,بوسمة,BSM,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00082,عبد الحافظ الوحيشي,ar,الوحيشي,HS,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00083,عبد الجليل الهاني,ar,الهاني,HN,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00084,عادل ضياف,ar,ضياف,DF,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00085,عادل البوسالمي,ar,البوسالمي,BSLM,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00086,ظافر الصغيري,ar,الصغيري,SVR,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00086,ظافر الصغيري,ar,الصغيري,SVR,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00087,طارق مهدي,ar,مهدي,MHD,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00088,طارق الربعي,ar,الربعي,RB,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00089,ضحى السالمي,ar,السالمي,SLM,third_republic,كتلة الخط الوطني السيادي,PTY-afb20824a9f9,كتلة الخط الوطني السيادي,bloc
party_affiliations,TNP-00090,صلاح الفرشيشي,ar,الفرشيشي,FRS,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00091,صالح مباركي,ar,مباركي,MBRK,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00092,صالح الصيادي,ar,الصيادي,SD,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00092,صالح الصيادي,ar,الصيادي,SD,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00093,صالح السالمي,ar,السالمي,SLM,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00094,صابر المصمودي,ar,المصمودي,MSMD,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00095,صابر الجلاصي,ar,الجلاصي,JLS,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00096,شكري بن البحري,ar,بن البحري|البحري,BMBHR|BHR,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00097,شفيق عزالدين الزعفوري,ar,الزعفوري,ZFR,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00098,سيرين بوصندل,ar,بوصندل,BSNDL,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00098,سيرين بوصندل,ar,بوصندل,BSNDL,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00099,سيرين المرابط,ar,المرابط,MRBT,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00100,سوسن مبروك,ar,مبروك,MBRK,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00101,سنية بن مبروك,ar,بن مبروك|مبروك,BMBRK|MBRK,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00102,سفيان بن حليمة,ar,بن حليمة|حليمة,BNHLM|HLM,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00103,سامي طوجاني,ar,طوجاني,TJN,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00104,سامي رايس,ar,رايس,RS,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00105,سامي بن عبد العالي,ar,بن عبد العالي|عبد العالي|العالي,BMBDL|BDL|L,second_republic,القائمة المستقلة كلنا توانسة,,القائمة المستقلة كلنا توانسة,list
party_affiliations,TNP-00105,سامي بن عبد العالي,ar,بن عبد العالي|عبد العالي|العالي,BMBDL|BDL|L,second_republic,كتلة الاصلاح (2019),PTY-8c13e5152d0f,كتلة الاصلاح (2019),bloc
party_affiliations,TNP-00105,سامي بن عبد العالي,ar,بن عبد العالي|عبد العالي|العالي,BMBDL|BDL|L,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00106,سامي السيد,ar,السيد,SD,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00106,سامي السيد,ar,السيد,SD,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00107,سامي الحاج عمر,ar,عمر,MR,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00108,زينة جيب الله,ar,جيب الله,JBL,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00108,زينة جيب الله,ar,جيب الله,JBL,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00109,ريم المعشاوي,ar,المعشاوي,MS,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00110,ريم الصغير,ar,الصغير,SVR,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00111,رياض جعيدان,ar,جعيدان,JDN,second_republic,Afek Tounes et lappel des tunisiens à létranger,PTY-899a51f36f9d,Afek Tounes et lappel des tunisiens à létranger,bloc
party_affiliations,TNP-00111,رياض جعيدان,ar,جعيدان,JDN,second_republic,Afek Tounes le mouvement national et lappel des tunisiens à létranger,PTY-7c008889761b,Afek Tounes le mouvement national et lappel des tunisiens à létranger,bloc
party_affiliations,TNP-00111,رياض جعيدان,ar,جعيدان,JDN,second_republic,Allégeance à la Patrie,PTY-7e358197af47,Allégeance à la Patrie,bloc
party_affiliations,TNP-00111,رياض جعيدان,ar,جعيدان,JDN,second_republic,Aucun bloc,PTY-820f1119d5ed,Aucun bloc,bloc
party_affiliations,TNP-00111,رياض جعيدان,ar,جعيدان,JDN,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00111,رياض جعيدان,ar,جعيدان,JDN,second_republic,قائمة نداء التونسيين بالخارج,,قائمة نداء التونسيين بالخارج,list
party_affiliations,TNP-00112,رياض بلال,ar,بلال,BL,third_republic,كتلة الأحرار,PTY-e65de6155d31,كتلة الأحرار,bloc
party_affiliations,TNP-00113,رؤوف الفقيري,ar,الفقيري,FKR,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00114,رمزي الشتوي,ar,الشتوي,ST,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00114,رمزي الشتوي,ar,الشتوي,ST,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00115,رضا الدلاعي,ar,الدلاعي,DL,second_republic,Aucun bloc,PTY-820f1119d5ed,Aucun bloc,bloc
party_affiliations,TNP-00115,رضا الدلاعي,ar,الدلاعي,DL,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00115,رضا الدلاعي,ar,الدلاعي,DL,second_republic,حركة الشعب,,حركة الشعب,list
party_affiliations,TNP-00115,رضا الدلاعي,ar,الدلاعي,DL,third_republic,كتلة الخط الوطني السيادي,PTY-afb20824a9f9,كتلة الخط الوطني السيادي,bloc
party_affiliations,TNP-00116,رشدي الرويسي,ar,الرويسي,RS,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00116,رشدي الرويسي,ar,الرويسي,RS,third_republic,كتلة لينتصر الشعب,PTY-47b910b57713,كتلة لينتصر الشعب,bloc
party_affiliations,TNP-00117,خالد حكيم مبروكي,ar,مبروكي,MBRK,third_republic,كتلة الأمانة والعمل,PTY-d1e65beb3791,كتلة الأمانة والعمل,bloc
party_affiliations,TNP-00118,حمزة بضيافي,ar,بضيافي,BDF,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00118,حمزة بضيافي,ar,بضيافي,BDF,third_republic,كتلة صوت الجمهورية,PTY-e75657052675,كتلة صوت الجمهورية,bloc
party_affiliations,TNP-00119,حمدي بن عبد العالي,ar,بن عبد العالي|عبد العالي|العالي,BMBDL|BDL|L,third_republic,كتلة الوطنية المستقلة,PTY-53e95bd9b3b4,كتلة الوطنية المستقلة,bloc
party_affiliations,TNP-00120,حمدي بن صالح,ar,بن صالح|صالح,BNSLH|SLH,third_republic,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
