layer,person_id,name_raw,script,surname_candidates,spine_candidates,period,subgroup,party_id,party_name,evidence
party_affiliations,TNP-00267,معز بلحاج رحومة,ar,بلحاج رحومة|رحومة,BLHJRHM|RHM,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00268,محمد العفاس,ar,العفاس,FS,second_republic,إئتلاف الكرامة,,إئتلاف الكرامة,list
party_affiliations,TNP-00268,محمد العفاس,ar,العفاس,FS,second_republic,كتلة ائتلاف الكرامة (2019),PTY-740db9d180c9,كتلة ائتلاف الكرامة (2019),bloc
party_affiliations,TNP-00269,محمد أحمد الدلهومي,ar,الدلهومي,DLHM,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00269,محمد أحمد الدلهومي,ar,الدلهومي,DLHM,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
party_affiliations,TNP-00270,محمد عمار,ar,عمار,MR,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00270,محمد عمار,ar,عمار,MR,second_republic,حزب التيار الديمقراطي,,حزب التيار الديمقراطي,list
party_affiliations,TNP-00271,محمد بونني,ar,بونني,BN,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00271,محمد بونني,ar,بونني,BN,second_republic,حزب التيار الديمقراطي,,حزب التيار الديمقراطي,list
party_affiliations,TNP-00272,محمد ضياء الدين بن عمر,ar,بن عمر|عمر,BMR|MR,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00272,محمد ضياء الدين بن عمر,ar,بن عمر|عمر,BMR|MR,second_republic,حزب التيار الديمقراطي,,حزب التيار الديمقراطي,list
party_affiliations,TNP-00273,محمد الفاتح الخليفي,ar,الخليفي,XLF,second_republic,إئتلاف الكرامة,,إئتلاف الكرامة,list
party_affiliations,TNP-00273,محمد الفاتح الخليفي,ar,الخليفي,XLF,second_republic,كتلة ائتلاف الكرامة (2019),PTY-740db9d180c9,كتلة ائتلاف الكرامة (2019),bloc
party_affiliations,TNP-00274,محمد القوماني,ar,القوماني,KMN,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00274,محمد القوماني,ar,القوماني,KMN,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00275,محمد الحصايري,ar,الحصايري,HSR,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00275,محمد الحصايري,ar,الحصايري,HSR,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
party_affiliations,TNP-00276,محمد كمال حمزاوي,ar,حمزاوي,HMZ,second_republic,Mouvement Nidaa Tounes,PTY-12c364be2b2b,Mouvement Nidaa Tounes,bloc
party_affiliations,TNP-00276,محمد كمال حمزاوي,ar,حمزاوي,HMZ,second_republic,حركة تحيا تونس,,حركة تحيا تونس,list
party_affiliations,TNP-00276,محمد كمال حمزاوي,ar,حمزاوي,HMZ,second_republic,حركة نداء تونس,,حركة نداء تونس,list
party_affiliations,TNP-00276,محمد كمال حمزاوي,ar,حمزاوي,HMZ,second_republic,كتلة تحيا تونس (2019),PTY-e2dde8867b6c,كتلة تحيا تونس (2019),bloc
party_affiliations,TNP-00277,محمد كريم كريفة,ar,كريفة,KRF,transition,L'Initiative,PTY-509dbc650cec,L'Initiative,list
party_affiliations,TNP-00277,محمد كريم كريفة,ar,كريفة,KRF,second_republic,Parti l'initiative,PTY-509dbc650cec,Parti l'initiative,affiliation
party_affiliations,TNP-00277,محمد كريم كريفة,ar,كريفة,KRF,second_republic,الحزب الدستوري الحر,,الحزب الدستوري الحر,list
party_affiliations,TNP-00277,محمد كريم كريفة,ar,كريفة,KRF,transition,غير المنتمين إلى كتل,PTY-4784a167446a,غير المنتمين إلى كتل,bloc
party_affiliations,TNP-00277,محمد كريم كريفة,ar,كريفة,KRF,second_republic,كتلة الحزب الدستوري الحر (2019),PTY-2e6681d42a4b,كتلة الحزب الدستوري الحر (2019),bloc
party_affiliations,TNP-00278,محمد لزهر الرمة,ar,الرمة,RM,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00278,محمد لزهر الرمة,ar,الرمة,RM,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00279,محمد مراد الحمزاوي,ar,الحمزاوي,HMZ,second_republic,Indépendant,PTY-INDEPENDENT,Indépendant,bloc
party_affiliations,TNP-00279,محمد مراد الحمزاوي,ar,الحمزاوي,HMZ,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00280,محمد الناصر بوسن,ar,بوسن,BSN,second_republic,إئتلاف الكرامة,,إئتلاف الكرامة,list
party_affiliations,TNP-00280,محمد الناصر بوسن,ar,بوسن,BSN,second_republic,كتلة ائتلاف الكرامة (2019),PTY-740db9d180c9,كتلة ائتلاف الكرامة (2019),bloc
party_affiliations,TNP-00281,محمد الصادق قحبيش,ar,قحبيش,KHBS,second_republic,حزب آفاق تونس,,حزب آفاق تونس,list
party_affiliations,TNP-00281,محمد الصادق قحبيش,ar,قحبيش,KHBS,second_republic,كتلة الاصلاح (2019),PTY-8c13e5152d0f,كتلة الاصلاح (2019),bloc
party_affiliations,TNP-00282,محمد صالح اللطيفي,ar,اللطيفي,LTF,second_republic,الحزب الإشتراكي الدستوري,,الحزب الإشتراكي الدستوري,list
party_affiliations,TNP-00282,محمد صالح اللطيفي,ar,اللطيفي,LTF,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
party_affiliations,TNP-00283,محمد السخيري,ar,السخيري,SXR,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00283,محمد السخيري,ar,السخيري,SXR,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
party_affiliations,TNP-00284,محمد الزعبي,ar,الزعبي,ZB,second_republic,القائمة المستقلة الامتياز,,القائمة المستقلة الامتياز,list
party_affiliations,TNP-00284,محمد الزعبي,ar,الزعبي,ZB,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
party_affiliations,TNP-00285,محمد زريق,ar,زريق,ZRK,second_republic,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation|bloc
party_affiliations,TNP-00285,محمد زريق,ar,زريق,ZRK,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00285,محمد زريق,ar,زريق,ZRK,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00285,محمد زريق,ar,زريق,ZRK,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00286,محسن العرفاوي,ar,العرفاوي,RF,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00286,محسن العرفاوي,ar,العرفاوي,RF,second_republic,حركة الشعب,,حركة الشعب,list
party_affiliations,TNP-00287,منصف بوغطاس,ar,بوغطاس,BVTS,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00287,منصف بوغطاس,ar,بوغطاس,BVTS,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00288,منذر بن عطية,ar,بن عطية|عطية,BNT|T,second_republic,إئتلاف الكرامة,,إئتلاف الكرامة,list
party_affiliations,TNP-00288,منذر بن عطية,ar,بن عطية|عطية,BNT|T,second_republic,كتلة ائتلاف الكرامة (2019),PTY-740db9d180c9,كتلة ائتلاف الكرامة (2019),bloc
party_affiliations,TNP-00289,منجي الرحوي,ar,الرحوي,RH,second_republic,Front Populaire,PTY-df2e2fbfa81f,Front Populaire,bloc
party_affiliations,TNP-00289,منجي الرحوي,ar,الرحوي,RH,second_republic,Indépendant,PTY-INDEPENDENT,Indépendant,bloc
party_affiliations,TNP-00289,منجي الرحوي,ar,الرحوي,RH,second_republic,Mouvement des Patriotes Démocrates,PTY-38284180d037,Mouvement des Patriotes Démocrates,affiliation
party_affiliations,TNP-00289,منجي الرحوي,ar,الرحوي,RH,transition,Mouvement des patriotes démocrates,PTY-38284180d037,Mouvement des patriotes démocrates,list
party_affiliations,TNP-00289,منجي الرحوي,ar,الرحوي,RH,second_republic,الجبهة الشعبية,,الجبهة الشعبية,list
party_affiliations,TNP-00289,منجي الرحوي,ar,الرحوي,RH,transition,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00289,منجي الرحوي,ar,الرحوي,RH,second_republic,حزب الجبهة الشعبية,,حزب الجبهة الشعبية,list
party_affiliations,TNP-00290,منجيّة البوغانمي,ar,البوغانمي,BVM,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00290,منجيّة البوغانمي,ar,البوغانمي,BVM,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00291,معاذ بن ضياف,ar,بن ضياف|ضياف,BNDF|DF,second_republic,Indépendant,PTY-INDEPENDENT,Indépendant,bloc
party_affiliations,TNP-00291,معاذ بن ضياف,ar,بن ضياف|ضياف,BNDF|DF,second_republic,حزب الرحمة,,حزب الرحمة,list
party_affiliations,TNP-00292,منير بلطي حمدي,ar,حمدي,HMD,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00292,منير بلطي حمدي,ar,حمدي,HMD,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
party_affiliations,TNP-00293,منيرة العياري,ar,العياري,R,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00293,منيرة العياري,ar,العياري,R,second_republic,حزب التيار الديمقراطي,,حزب التيار الديمقراطي,list
party_affiliations,TNP-00294,موسى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00294,موسى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00295,مصطفى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,Alliance nationale,PTY-7233741e1ec0,Alliance nationale,bloc
party_affiliations,TNP-00295,مصطفى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,Aucun bloc,PTY-820f1119d5ed,Aucun bloc,bloc
party_affiliations,TNP-00295,مصطفى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,Bloc Al Horra,PTY-cc0dd367425f,Bloc Al Horra,bloc
party_affiliations,TNP-00295,مصطفى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,Bloc Al Horra du Mouvement Machrouu Tounes,PTY-30d752133dab,Bloc Al Horra du Mouvement Machrouu Tounes,bloc
party_affiliations,TNP-00295,مصطفى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,Mouvement Nidaa Tounes,PTY-12c364be2b2b,Mouvement Nidaa Tounes,bloc
party_affiliations,TNP-00295,مصطفى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,الكتلة الوطنية (2020),PTY-4c282d241960,الكتلة الوطنية (2020),bloc
party_affiliations,TNP-00295,مصطفى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,حركة تحيا تونس,,حركة تحيا تونس,list
party_affiliations,TNP-00295,مصطفى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,حركة نداء تونس,,حركة نداء تونس,list
party_affiliations,TNP-00295,مصطفى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,كتلة تحيا تونس (2019),PTY-e2dde8867b6c,كتلة تحيا تونس (2019),bloc
party_affiliations,TNP-00296,مصطفى الغربي,ar,الغربي,VRB,second_republic,الحزب الدستوري الحر,,الحزب الدستوري الحر,list
party_affiliations,TNP-00296,مصطفى الغربي,ar,الغربي,VRB,second_republic,كتلة الحزب الدستوري الحر (2019),PTY-2e6681d42a4b,كتلة الحزب الدستوري الحر (2019),bloc
party_affiliations,TNP-00297,نبيل حجي,ar,حجي,HJ,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00297,نبيل حجي,ar,حجي,HJ,second_republic,حزب التيار الديمقراطي,,حزب التيار الديمقراطي,list
party_affiliations,TNP-00298,نعيمة المنصوري,ar,المنصوري,MNSR,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00298,نعيمة المنصوري,ar,المنصوري,MNSR,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
party_affiliations,TNP-00299,نوفل الجمالي,ar,الجمالي,JML,second_republic,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,bloc
party_affiliations,TNP-00299,نوفل الجمالي,ar,الجمالي,JML,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00299,نوفل الجمالي,ar,الجمالي,JML,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00300,ناجي الجراحي,ar,الجراحي,JRH,second_republic,الحزب الدستوري الحر,,الحزب الدستوري الحر,list
party_affiliations,TNP-00300,ناجي الجراحي,ar,الجراحي,JRH,second_republic,كتلة الحزب الدستوري الحر (2019),PTY-2e6681d42a4b,كتلة الحزب الدستوري الحر (2019),bloc
party_affiliations,TNP-00301,ناجي الجمل,ar,الجمل,JML,second_republic,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation|bloc
party_affiliations,TNP-00301,ناجي الجمل,ar,الجمل,JML,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00301,ناجي الجمل,ar,الجمل,JML,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00301,ناجي الجمل,ar,الجمل,JML,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00302,نجم الدين بن سالم,ar,بن سالم|سالم,BNSLM|SLM,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00302,نجم الدين بن سالم,ar,بن سالم|سالم,BNSLM|SLM,second_republic,حزب التيار الديمقراطي,,حزب التيار الديمقراطي,list
party_affiliations,TNP-00303,نسرين العماري,ar,العماري,MR,second_republic,Bloc Al Horra du Mouvement Machrouu Tounes,PTY-30d752133dab,Bloc Al Horra du Mouvement Machrouu Tounes,bloc
party_affiliations,TNP-00303,نسرين العماري,ar,العماري,MR,second_republic,حركة مشروع تونس,,حركة مشروع تونس,list
party_affiliations,TNP-00303,نسرين العماري,ar,العماري,MR,second_republic,حركة نداء تونس,,حركة نداء تونس,list
party_affiliations,TNP-00303,نسرين العماري,ar,العماري,MR,second_republic,كتلة الاصلاح (2019),PTY-8c13e5152d0f,كتلة الاصلاح (2019),bloc
party_affiliations,TNP-00304,نضال سعودي,ar,سعودي,SD,second_republic,إئتلاف الكرامة,,إئتلاف الكرامة,list
party_affiliations,TNP-00304,نضال سعودي,ar,سعودي,SD,second_republic,كتلة ائتلاف الكرامة (2019),PTY-740db9d180c9,كتلة ائتلاف الكرامة (2019),bloc
party_affiliations,TNP-00305,نعمان العش,ar,العش,S,second_republic,Aucun bloc,PTY-820f1119d5ed,Aucun bloc,bloc
party_affiliations,TNP-00305,نعمان العش,ar,العش,S,second_republic,التيار الديمقراطي,,التيار الديمقراطي,list
party_affiliations,TNP-00305,نعمان العش,ar,العش,S,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00305,نعمان العش,ar,العش,S,second_republic,حزب التيار الديمقراطي,,حزب التيار الديمقراطي,list
party_affiliations,TNP-00306,نهى عيساوي,ar,عيساوي,S,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00306,نهى عيساوي,ar,عيساوي,S,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
party_affiliations,TNP-00307,نهى الجلابي,ar,الجلابي,JLB,second_republic,حزب نداء تونس,,حزب نداء تونس,list
party_affiliations,TNP-00307,نهى الجلابي,ar,الجلابي,JLB,second_republic,كتلة الاصلاح (2019),PTY-8c13e5152d0f,كتلة الاصلاح (2019),bloc
party_affiliations,TNP-00308,نور الدين العرباوي,ar,العرباوي,RB,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00308,نور الدين العرباوي,ar,العرباوي,RB,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00309,نور الدين البحيري,ar,البحيري,BHR,second_republic,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,bloc
party_affiliations,TNP-00309,نور الدين البحيري,ar,البحيري,BHR,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00309,نور الدين البحيري,ar,البحيري,BHR,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00310,نسيبة بن علي,ar,بن علي|علي,BNL|L,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00310,نسيبة بن علي,ar,بن علي|علي,BNL|L,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00311,ألفة التراس,ar,التراس,TRS,second_republic,عيش تونسي,,عيش تونسي,list
party_affiliations,TNP-00311,ألفة التراس,ar,التراس,TRS,second_republic,كتلة الاصلاح (2019),PTY-8c13e5152d0f,كتلة الاصلاح (2019),bloc
party_affiliations,TNP-00312,عمر الغريبي,ar,الغريبي,VRB,second_republic,إئتلاف الكرامة,,إئتلاف الكرامة,list
party_affiliations,TNP-00312,عمر الغريبي,ar,الغريبي,VRB,second_republic,كتلة ائتلاف الكرامة (2019),PTY-740db9d180c9,كتلة ائتلاف الكرامة (2019),bloc
party_affiliations,TNP-00313,أسامة الخليفي,ar,الخليفي,XLF,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00313,أسامة الخليفي,ar,الخليفي,XLF,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
party_affiliations,TNP-00314,أسامة علية الصغير,ar,الصغير,SVR,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00314,أسامة علية الصغير,ar,الصغير,SVR,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00315,رباب بن لطيف,ar,بن لطيف|لطيف,BNLTF|LTF,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00315,رباب بن لطيف,ar,بن لطيف|لطيف,BNLTF|LTF,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00316,راشد الغنوشي,ar,الغنوشي,VNS,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00316,راشد الغنوشي,ar,الغنوشي,VNS,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00317,راشد الخياري,ar,الخياري,XR,second_republic,Indépendant,PTY-INDEPENDENT,Indépendant,bloc
party_affiliations,TNP-00317,راشد الخياري,ar,الخياري,XR,second_republic,إئتلاف الكرامة,,إئتلاف الكرامة,list
party_affiliations,TNP-00318,رفيق عمارة,ar,عمارة,MR,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00318,رفيق عمارة,ar,عمارة,MR,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
party_affiliations,TNP-00319,رضا شرف الدين,ar,شرف الدين,SRFDN,second_republic,Mouvement Nidaa Tounes,PTY-12c364be2b2b,Mouvement Nidaa Tounes,bloc
party_affiliations,TNP-00319,رضا شرف الدين,ar,شرف الدين,SRFDN,second_republic,الكتلة الوطنية (2020),PTY-4c282d241960,الكتلة الوطنية (2020),bloc
party_affiliations,TNP-00319,رضا شرف الدين,ar,شرف الدين,SRFDN,second_republic,حركة نداء تونس,,حركة نداء تونس,list
party_affiliations,TNP-00319,رضا شرف الدين,ar,شرف الدين,SRFDN,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00320,رضا الجوادي,ar,الجوادي,JD,second_republic,Indépendant,PTY-INDEPENDENT,Indépendant,bloc
party_affiliations,TNP-00320,رضا الجوادي,ar,الجوادي,JD,second_republic,إئتلاف الكرامة,,إئتلاف الكرامة,list
party_affiliations,TNP-00321,رضا الزغمي,ar,الزغمي,ZVM,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00321,رضا الزغمي,ar,الزغمي,ZVM,second_republic,حزب التيار الديمقراطي,,حزب التيار الديمقراطي,list
party_affiliations,TNP-00322,صفاء الغريبي,ar,الغريبي,VRB,second_republic,الكتلة الوطنية (2020),PTY-4c282d241960,الكتلة الوطنية (2020),bloc
party_affiliations,TNP-00322,صفاء الغريبي,ar,الغريبي,VRB,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00323,الصافي سعيد,ar,سعيد,SD,second_republic,Indépendant,PTY-INDEPENDENT,Indépendant,bloc
party_affiliations,TNP-00323,الصافي سعيد,ar,سعيد,SD,second_republic,القائمة المستقلة نحن هنا,,القائمة المستقلة نحن هنا,list
party_affiliations,TNP-00324,الصحبي عتيق,ar,عتيق,TK,second_republic,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,affiliation|bloc
party_affiliations,TNP-00324,الصحبي عتيق,ar,عتيق,TK,transition,Mouvement Nahdha,PTY-ENNAHDHA,Mouvement Nahdha,list
party_affiliations,TNP-00324,الصحبي عتيق,ar,عتيق,TK,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00324,الصحبي عتيق,ar,عتيق,TK,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00325,الصحبي صمارة,ar,صمارة,SMR,second_republic,Indépendant,PTY-INDEPENDENT,Indépendant,bloc
party_affiliations,TNP-00325,الصحبي صمارة,ar,صمارة,SMR,second_republic,القائمة المستقلة الرابطة الخضراء,,القائمة المستقلة الرابطة الخضراء,list
party_affiliations,TNP-00326,سعيد الجزيري,ar,الجزيري,JZR,second_republic,Indépendant,PTY-INDEPENDENT,Indépendant,bloc
party_affiliations,TNP-00326,سعيد الجزيري,ar,الجزيري,JZR,second_republic,حزب الرحمة,,حزب الرحمة,list
party_affiliations,TNP-00327,سالم قطاطة,ar,قطاطة,KT,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00327,سالم قطاطة,ar,قطاطة,KT,second_republic,حزب التيار الديمقراطي,,حزب التيار الديمقراطي,list
party_affiliations,TNP-00328,سالم لبيض,ar,لبيض,LBD,second_republic,Aucun bloc,PTY-820f1119d5ed,Aucun bloc,bloc
party_affiliations,TNP-00328,سالم لبيض,ar,لبيض,LBD,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00328,سالم لبيض,ar,لبيض,LBD,second_republic,حركة الشعب,,حركة الشعب,list
party_affiliations,TNP-00329,سلمى معالج,ar,معالج,MLJ,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00329,سلمى معالج,ar,معالج,MLJ,second_republic,حزب التيار الديمقراطي,,حزب التيار الديمقراطي,list
party_affiliations,TNP-00330,سلوى بن عيشة,ar,بن عيشة|عيشة,BNS|S,second_republic,Indépendant,PTY-INDEPENDENT,Indépendant,bloc
party_affiliations,TNP-00330,سلوى بن عيشة,ar,بن عيشة|عيشة,BNS|S,second_republic,حزب الرحمة,,حزب الرحمة,list
party_affiliations,TNP-00331,سماح دمق,ar,دمق,DMK,second_republic,Mouvement Nidaa Tounes,PTY-12c364be2b2b,Mouvement Nidaa Tounes,bloc
party_affiliations,TNP-00331,سماح دمق,ar,دمق,DMK,second_republic,حركة نداء تونس,,حركة نداء تونس,list
party_affiliations,TNP-00331,سماح دمق,ar,دمق,DMK,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00331,سماح دمق,ar,دمق,DMK,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
party_affiliations,TNP-00332,سامية عبو,ar,عبو,B,second_republic,Aucun bloc,PTY-820f1119d5ed,Aucun bloc,bloc
party_affiliations,TNP-00332,سامية عبو,ar,عبو,B,transition,Congrès pour la République,PTY-CPR,Congrès pour la République,bloc
party_affiliations,TNP-00332,سامية عبو,ar,عبو,B,transition,Congrès pour la république,PTY-efb0809dca6b,Congrès pour la république,list
party_affiliations,TNP-00332,سامية عبو,ar,عبو,B,second_republic,Courant Démocratique,PTY-efb0809dca6b,Courant Démocratique,affiliation
party_affiliations,TNP-00332,سامية عبو,ar,عبو,B,second_republic,التيار الديمقراطي,,التيار الديمقراطي,list
party_affiliations,TNP-00332,سامية عبو,ar,عبو,B,second_republic,الكتلة الديمقراطية (2019),PTY-079b16e9b74d,الكتلة الديمقراطية (2019),bloc
party_affiliations,TNP-00332,سامية عبو,ar,عبو,B,second_republic,حزب التيار الديمقراطي,,حزب التيار الديمقراطي,list
party_affiliations,TNP-00333,سمير ديلو,ar,ديلو,DL,second_republic,Mouvement Ennahdha,PTY-ENNAHDHA,Mouvement Ennahdha,bloc
party_affiliations,TNP-00333,سمير ديلو,ar,ديلو,DL,second_republic,حركة النهضة,,حركة النهضة,list
party_affiliations,TNP-00333,سمير ديلو,ar,ديلو,DL,second_republic,كتلة حركة النهضة (2019),PTY-4559a54ac238,كتلة حركة النهضة (2019),bloc
party_affiliations,TNP-00334,سميرة بعيزيق,ar,بعيزيق,BZK,second_republic,الكتلة الوطنية (2020),PTY-4c282d241960,الكتلة الوطنية (2020),bloc
party_affiliations,TNP-00334,سميرة بعيزيق,ar,بعيزيق,BZK,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00335,سميرة الشواشي,ar,الشواشي,S,second_republic,حزب قلب تونس,,حزب قلب تونس,list
party_affiliations,TNP-00335,سميرة الشواشي,ar,الشواشي,S,second_republic,كتلة حزب قلب تونس (2019),PTY-b4cc6c38811d,كتلة حزب قلب تونس (2019),bloc
