layer,person_id,name_raw,script,surname_candidates,spine_candidates,period,subgroup,assembly_id,coverage_status,entry_mode,gender
legislators,TNP-00953,توفيق والي,ar,والي,L,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,male
legislators,TNP-00954,طارق براق,ar,براق,BRK,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00955,تهامي عبدولي,ar,عبدولي,BDL,second_republic,الجبهة الوطنية للإنقاذ,ARP-2014,full,elected,male
legislators,TNP-00956,وفاء مخلوف,ar,مخلوف,MXLF,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00957,الوليد البناني,ar,البناني,BN,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00958,ياسين ابراهيم,ar,ابراهيم,BRHM,second_republic,آفاق تونس,ARP-2014,full,elected,male
legislators,TNP-00959,يوسف الجويني,ar,الجويني,JN,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00960,زياد الأخضر,ar,الأخضر,XDR,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00961,الزهرة ادريس,ar,ادريس,DRS,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00962,الزهير الرجبي,ar,الرجبي,RJB,second_republic,حركة النهضة,ARP-2014,full,replacement_list,male
legislators,TNP-00963,الزهير الرجبي,ar,الرجبي,RJB,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00065,عماد أولاد جبريل,ar,أولاد جبريل|جبريل,LDJBRL|JBRL,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00080,عبد الرزاق عويدات,ar,عويدات,DT,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00105,سامي بن عبد العالي,ar,بن عبد العالي|عبد العالي|العالي,BMBDL|BDL|L,second_republic,القائمة المستقلة كلنا توانسة,ARP-2019,full,elected,male
legislators,TNP-00115,رضا الدلاعي,ar,الدلاعي,DL,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00134,بدر الدين القمودي,ar,القمودي,KMD,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00156,عبد الله حريزي,ar,حريزي,HRZ,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00157,عبد الحميد المرزوقي,ar,المرزوقي,MRZK,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00158,عبد اللطيف علوي,ar,علوي,L,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00159,عبد المجيد عمار,ar,عمار,MR,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00160,عبد الرزاق الحسني,ar,الحسني,HSN,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,male
legislators,TNP-00161,عبد السلام بن عمارة,ar,بن عمارة|عمارة,BMR|MR,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00162,عبير موسي,ar,موسي,MS,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,female
legislators,TNP-00163,عدنان حاجي,ar,حاجي,HJ,second_republic,الإتحاد الديمقراطي الإجتماعي,ARP-2019,full,elected,male
legislators,TNP-00164,عدنان بن ابراهيم,ar,بن ابراهيم|ابراهيم,BMBRHM|BRHM,second_republic,حزب الاتحاد الشعبي الجمهوري,ARP-2019,full,elected,male
legislators,TNP-00165,أحمد بلقاسم,ar,بلقاسم,BLKSM,second_republic,القائمة المستقلة الشباب المستقل,ARP-2019,full,elected,male
legislators,TNP-00166,أحمد بن عياد,ar,بن عياد|عياد,BND|D,second_republic,حزب الرحمة,ARP-2019,full,elected,male
legislators,TNP-00167,أحمد موحه,ar,موحه,MH,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00168,أحمد الصغير,ar,الصغير,SVR,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,male
legislators,TNP-00169,علي بنعون,ar,بنعون,BN,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00170,علي الهرماسي,ar,الهرماسي,HRMS,second_republic,حزب نداء تونس,ARP-2019,full,elected,male
legislators,TNP-00171,علي الطياشي,ar,الطياشي,TS,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,male
legislators,TNP-00172,أمل السعيدي,ar,السعيدي,SD,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,female
legislators,TNP-00173,آمال الورتتاني,ar,الورتتاني,RTN,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00174,عامر العريض,ar,العريض,RD,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00175,أمين الميساوي,ar,الميساوي,MS,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00176,أميرة شرف الدين,ar,شرف الدين,SRFDN,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00177,أنور بن الشاهد,ar,بن الشاهد|الشاهد,BNSHD|SHD,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00178,أروى بن عباس,ar,بن عباس|عباس,BMBS|BS,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00179,عواطف فتيريش,ar,فتيريش,FTRS,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,female
legislators,TNP-00180,عواطف قريش عبيد,ar,عبيد,BD,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,female
legislators,TNP-00181,العياشي زمال,ar,زمال,ZML,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00182,آية الله هيشري,ar,هيشري,HSR,second_republic,حزب الاتحاد الشعبي الجمهوري,ARP-2019,full,elected,male
legislators,TNP-00183,البشير الخليفي,ar,الخليفي,XLF,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00184,بشر الشابي,ar,الشابي,SB,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00185,بلقاسم الدراجي,ar,الدراجي,DRJ,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00186,بلقاسم حسن,ar,حسن,HSN,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00187,شادية الحفصوني,ar,الحفصوني,HFSN,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00188,شيراز الشابي,ar,الشابي,SB,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00189,شكري بلحاج عمارة,ar,بلحاج عمارة|عمارة,BLHJMR|MR,second_republic,القائمة المستقلة الخير,ARP-2019,full,elected,male
legislators,TNP-00190,شكري الذويبي,ar,الذويبي,DB,second_republic,القائمة المستقلة المواطنة والتنمية,ARP-2019,full,elected,male
legislators,TNP-00191,آمنة بن حميد,ar,بن حميد|حميد,BNHMD|HMD,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00192,عزالدين الفرجاني,ar,الفرجاني,FRJN,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00193,الفاضل الوج,ar,الوج,J,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,male
legislators,TNP-00194,فائزة بوهلال,ar,بوهلال,BHL,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00195,فاكر الشويخي,ar,الشويخي,SX,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00196,فخر الدين شبشوب,ar,شبشوب,SBSB,second_republic,حزب نداء تونس,ARP-2019,full,elected,male
legislators,TNP-00197,فارس بلال,ar,بلال,BL,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00198,فرحات الراجحي,ar,الراجحي,RJH,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00199,فتحي العيادي,ar,العيادي,D,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00200,فتحي بلقاسم,ar,بلقاسم,BLKSM,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00201,فيصل دربال,ar,دربال,DRBL,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00202,فيصل الطاهري,ar,الطاهري,THR,second_republic,حزب البديل التونسي,ARP-2019,full,elected,male
legislators,TNP-00203,فيصل تبيني,ar,تبيني,TBN,second_republic,صوت الفلاحين,ARP-2019,full,elected,male
legislators,TNP-00204,فريدة عبيدي,ar,عبيدي,BD,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00205,فؤاد ثامر,ar,ثامر,TMR,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00206,غازي القروي,ar,القروي,KR,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00207,حبيب بن سيدهم,ar,بن سيدهم|سيدهم,BNSDHM|SDHM,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00208,حافظ الزواري,ar,الزواري,ZR,second_republic,حزب البديل التونسي,ARP-2019,full,elected,male
legislators,TNP-00209,هاجر النيفر,ar,النيفر,NFR,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,female
legislators,TNP-00210,حليمة همامي,ar,همامي,HM,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,female
legislators,TNP-00211,حسان بن الحاج إبراهيم,ar,بن إبراهيم|إبراهيم,BMBRHM|BRHM,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00212,حسونه ناصفي,ar,ناصفي,NSF,second_republic,حركة مشروع تونس,ARP-2019,full,elected,male
legislators,TNP-00213,حاتم البوبكري,ar,البوبكري,BKR,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00214,حاتم القروي,ar,القروي,KR,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00215,حاتم المانسي,ar,المانسي,MNS,second_republic,القائمة المستقلة سليانة في عينينا,ARP-2019,full,elected,male
legislators,TNP-00216,حاتم المليكي,ar,المليكي,MLK,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00217,حياة عمري,ar,عمري,MR,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00218,هيكل مكي,ar,مكي,MK,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00219,هيثم براهم,ar,براهم,BRHM,second_republic,حزب آفاق تونس,ARP-2019,full,elected,male
legislators,TNP-00220,الهادي الماكني,ar,الماكني,MKN,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00221,هاجر بوزمي,ar,بوزمي,BZM,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00222,هاجر البوهلالي,ar,البوهلالي,BHL,second_republic,القائمة المستقلة الوفاء بالعهد,ARP-2019,full,elected,female
legislators,TNP-00223,هشام عجبوني,ar,عجبوني,JBN,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00224,هشام بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00225,حسام موسى,ar,موسى,MS,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00226,حسين جنيح,ar,جنيح,JNH,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00227,ابتهاج بن هلال,ar,بن هلال|هلال,BNHL|HL,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00228,عماد الخميري,ar,الخميري,XMR,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00229,إيمان بالطيب,ar,بالطيب,BLTB,second_republic,قائمة أمل وعمل المستقلة,ARP-2019,full,elected,female
legislators,TNP-00230,عصام برقوقي,ar,برقوقي,BRK,second_republic,تيار المحبة,ARP-2019,full,elected,male
legislators,TNP-00231,عياض علاق,ar,علاق,LK,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,male
legislators,TNP-00232,عياض اللومي,ar,اللومي,LM,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00233,جلال الزياتي,ar,الزياتي,ZT,second_republic,حزب البديل التونسي,ARP-2019,full,elected,male
legislators,TNP-00234,جمالي بوضوافي,ar,بوضوافي,BDF,second_republic,حزب الاتحاد الشعبي الجمهوري,ARP-2019,full,elected,male
legislators,TNP-00235,جميلة دبش,ar,دبش,DBS,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00236,جميلة الجويني,ar,الجويني,JN,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00237,جوهر المغيربي,ar,المغيربي,MVRB,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00238,الجديدي السبوعي,ar,السبوعي,SB,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00239,كمال العوادي,ar,العوادي,D,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00240,كمال الحبيب فراج,ar,فراج,FRJ,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00241,كنزة عجالة,ar,عجالة,JL,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00242,خالد الكريشي,ar,الكريشي,KRS,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00243,خالد قسومة,ar,قسومة,KSM,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00244,خير الدين الزاهي,ar,الزاهي,ZH,second_republic,القائمة المستقلة بذل وعطاء,ARP-2019,full,elected,male
legislators,TNP-00245,لمياء جعيدان,ar,جعيدان,JDN,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,female
legislators,TNP-00246,لسعد حجلاوي,ar,حجلاوي,HJL,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00247,لطيفة الحباشي,ar,الحباشي,HBS,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00248,لزهر الشملي,ar,الشملي,SML,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00249,ليلى حداد,ar,حداد,HD,second_republic,حركة الشعب,ARP-2019,full,elected,female
legislators,TNP-00250,ليليا بالليل,ar,بالليل,BL,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00251,لطفي علي,ar,علي,L,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00252,لطفي العيادي,ar,العيادي,D,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00253,المبروك كرشيد,ar,كرشيد,KRSD,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00254,محبوبة بن ضيف الله,ar,بن ضيف الله|ضيف الله,BNDFL|DFL,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00255,ماهر المذيوب,ar,المذيوب,MDB,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00256,ماهر زيد,ar,زيد,ZD,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00257,مجدي بوذينة,ar,بوذينة,BDN,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,male
legislators,TNP-00258,مجدي الكرباعي,ar,الكرباعي,KRB,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00259,مريم بن بلقاسم,ar,بن بلقاسم|بلقاسم,BMBLKSM|BLKSM,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00260,مريم اللغماني,ar,اللغماني,LVMN,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00261,مريم السعيدي,ar,السعيدي,SD,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00262,مروان فلفال,ar,فلفال,FLFL,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00263,مروى بن تمروت,ar,بن تمروت|تمروت,BNTMRT|TMRT,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00264,مهدي بن غربية,ar,بن غربية|غربية,BNVRB|VRB,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00265,مكي زغدود,ar,زغدود,ZVD,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00266,ميلاد بن الدالي,ar,بن الدالي|الدالي,BNDL|DL,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00267,معز بلحاج رحومة,ar,بلحاج رحومة|رحومة,BLHJRHM|RHM,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00268,محمد العفاس,ar,العفاس,FS,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00269,محمد أحمد الدلهومي,ar,الدلهومي,DLHM,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00270,محمد عمار,ar,عمار,MR,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00271,محمد بونني,ar,بونني,BN,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00272,محمد ضياء الدين بن عمر,ar,بن عمر|عمر,BMR|MR,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00273,محمد الفاتح الخليفي,ar,الخليفي,XLF,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00274,محمد القوماني,ar,القوماني,KMN,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00275,محمد الحصايري,ar,الحصايري,HSR,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00276,محمد كمال حمزاوي,ar,حمزاوي,HMZ,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00277,محمد كريم كريفة,ar,كريفة,KRF,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,male
legislators,TNP-00278,محمد لزهر الرمة,ar,الرمة,RM,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00279,محمد مراد الحمزاوي,ar,الحمزاوي,HMZ,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00280,محمد الناصر بوسن,ar,بوسن,BSN,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00281,محمد الصادق قحبيش,ar,قحبيش,KHBS,second_republic,حزب آفاق تونس,ARP-2019,full,elected,male
legislators,TNP-00282,محمد صالح اللطيفي,ar,اللطيفي,LTF,second_republic,الحزب الإشتراكي الدستوري,ARP-2019,full,elected,male
legislators,TNP-00283,محمد السخيري,ar,السخيري,SXR,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00284,محمد الزعبي,ar,الزعبي,ZB,second_republic,القائمة المستقلة الامتياز,ARP-2019,full,elected,male
legislators,TNP-00285,محمد زريق,ar,زريق,ZRK,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00286,محسن العرفاوي,ar,العرفاوي,RF,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00287,منصف بوغطاس,ar,بوغطاس,BVTS,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00288,منذر بن عطية,ar,بن عطية|عطية,BNT|T,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00289,منجي الرحوي,ar,الرحوي,RH,second_republic,حزب الجبهة الشعبية,ARP-2019,full,elected,male
legislators,TNP-00290,منجيّة البوغانمي,ar,البوغانمي,BVM,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00291,معاذ بن ضياف,ar,بن ضياف|ضياف,BNDF|DF,second_republic,حزب الرحمة,ARP-2019,full,elected,male
legislators,TNP-00292,منير بلطي حمدي,ar,حمدي,HMD,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00293,منيرة العياري,ar,العياري,R,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,female
legislators,TNP-00294,موسى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00295,مصطفى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
legislators,TNP-00296,مصطفى الغربي,ar,الغربي,VRB,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,male
legislators,TNP-00297,نبيل حجي,ar,حجي,HJ,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00298,نعيمة المنصوري,ar,المنصوري,MNSR,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00299,نوفل الجمالي,ar,الجمالي,JML,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00300,ناجي الجراحي,ar,الجراحي,JRH,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,male
legislators,TNP-00301,ناجي الجمل,ar,الجمل,JML,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00302,نجم الدين بن سالم,ar,بن سالم|سالم,BNSLM|SLM,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00303,نسرين العماري,ar,العماري,MR,second_republic,حركة مشروع تونس,ARP-2019,full,elected,female
legislators,TNP-00304,نضال سعودي,ar,سعودي,SD,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00305,نعمان العش,ar,العش,S,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00306,نهى عيساوي,ar,عيساوي,S,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00307,نهى الجلابي,ar,الجلابي,JLB,second_republic,حزب نداء تونس,ARP-2019,full,elected,female
legislators,TNP-00308,نور الدين العرباوي,ar,العرباوي,RB,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00309,نور الدين البحيري,ar,البحيري,BHR,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00310,نسيبة بن علي,ar,بن علي|علي,BNL|L,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00311,ألفة التراس,ar,التراس,TRS,second_republic,عيش تونسي,ARP-2019,full,elected,female
legislators,TNP-00312,عمر الغريبي,ar,الغريبي,VRB,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00313,أسامة الخليفي,ar,الخليفي,XLF,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00314,أسامة علية الصغير,ar,الصغير,SVR,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00315,رباب بن لطيف,ar,بن لطيف|لطيف,BNLTF|LTF,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00316,راشد الغنوشي,ar,الغنوشي,VNS,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00317,راشد الخياري,ar,الخياري,XR,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00318,رفيق عمارة,ar,عمارة,MR,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00319,رضا شرف الدين,ar,شرف الدين,SRFDN,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00320,رضا الجوادي,ar,الجوادي,JD,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00321,رضا الزغمي,ar,الزغمي,ZVM,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00322,صفاء الغريبي,ar,الغريبي,VRB,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00323,الصافي سعيد,ar,سعيد,SD,second_republic,القائمة المستقلة نحن هنا,ARP-2019,full,elected,male
legislators,TNP-00324,الصحبي عتيق,ar,عتيق,TK,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00325,الصحبي صمارة,ar,صمارة,SMR,second_republic,القائمة المستقلة الرابطة الخضراء,ARP-2019,full,elected,male
legislators,TNP-00326,سعيد الجزيري,ar,الجزيري,JZR,second_republic,حزب الرحمة,ARP-2019,full,elected,male
legislators,TNP-00327,سالم قطاطة,ar,قطاطة,KT,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00328,سالم لبيض,ar,لبيض,LBD,second_republic,حركة الشعب,ARP-2019,full,elected,male
legislators,TNP-00329,سلمى معالج,ar,معالج,MLJ,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,female
legislators,TNP-00330,سلوى بن عيشة,ar,بن عيشة|عيشة,BNS|S,second_republic,حزب الرحمة,ARP-2019,full,elected,female
legislators,TNP-00331,سماح دمق,ar,دمق,DMK,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00332,سامية عبو,ar,عبو,B,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,female
legislators,TNP-00333,سمير ديلو,ar,ديلو,DL,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00334,سميرة بعيزيق,ar,بعيزيق,BZK,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00335,سميرة الشواشي,ar,الشواشي,S,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00336,سميرة حميدة,ar,حميدة,HMD,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00337,سميرة السايحي,ar,السايحي,SH,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,female
legislators,TNP-00338,سميرة سميعي,ar,سميعي,SM,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00339,السيد فرجاني,ar,فرجاني,FRJN,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00340,السيدة الونيسي,ar,الونيسي,NS,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00341,سيف الدين المرغني,ar,المرغني,MRVN,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00342,سيف الدين مخلوف,ar,مخلوف,MXLF,second_republic,إئتلاف الكرامة,ARP-2019,full,elected,male
legislators,TNP-00343,سهام الشريقي,ar,الشريقي,SRK,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00344,سفيان المخلوفي,ar,المخلوفي,MXLF,second_republic,حزب التيار الديمقراطي,ARP-2019,full,elected,male
legislators,TNP-00345,سفيان طوبال,ar,طوبال,TBL,second_republic,حزب قلب تونس,ARP-2019,full,elected,male
legislators,TNP-00346,سنية الخشين,ar,الخشين,XSN,second_republic,حركة تحيا تونس,ARP-2019,full,elected,female
legislators,TNP-00347,صهيب الوذان,ar,الوذان,DN,second_republic,حركة مشروع تونس,ARP-2019,full,elected,male
legislators,TNP-00348,سهير العسكري,ar,العسكري,SKR,second_republic,حزب قلب تونس,ARP-2019,full,elected,female
legislators,TNP-00349,طارق براهمي,ar,براهمي,BRHM,second_republic,حركة مشروع تونس,ARP-2019,full,elected,male
legislators,TNP-00350,طارق فتيتي,ar,فتيتي,FT,second_republic,القائمة المستقلة الرجوع الي الأصل,ARP-2019,full,elected,male
legislators,TNP-00351,توفيق الزايري,ar,الزايري,ZR,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00352,ثامر سعد,ar,سعد,SD,second_republic,الحزب الدستوري الحر,ARP-2019,full,elected,male
legislators,TNP-00353,التومي الحمروني,ar,الحمروني,HMRN,second_republic,حركة النهضة,ARP-2019,full,elected,male
legislators,TNP-00354,وفاء عطية,ar,عطية,T,second_republic,حركة النهضة,ARP-2019,full,elected,female
legislators,TNP-00355,وليد الجلاد,ar,الجلاد,JLD,second_republic,حركة تحيا تونس,ARP-2019,full,elected,male
