vote_id,votes_cast,margin,near_unanimous
VOT-1bf81b3ce779,135,0.0963,False
VOT-aefb4710c01c,144,0.0972,False
VOT-122f4fcc5669,167,0.1018,False
VOT-0f7ef0ca2b0f,127,0.1024,False
VOT-1d355f78541e,163,0.1043,False
VOT-5531b54244a8,114,0.1053,False
VOT-862e4d7e51ca,114,0.1053,False
VOT-6cc25b6edf0b,123,0.1057,False
VOT-cd5775fb3863,74,0.1081,False
VOT-0163f2812043,135,0.1111,False
VOT-a8ffeaa46d14,144,0.1111,False
VOT-04169f98bbea,118,0.1186,False
VOT-9b22917b591e,141,0.1206,False
VOT-3573732aadd7,164,0.122,False
VOT-eb37ebc60d54,105,0.1238,False
VOT-169da9a09ee3,144,0.125,False
VOT-59f43b4dc9af,144,0.125,False
VOT-8b56234770a9,157,0.1338,False
VOT-a453934391e1,146,0.137,False
VOT-758eade872b0,116,0.1379,False
VOT-5599ba7c3484,136,0.1471,False
VOT-92f9dee8ebc3,162,0.1481,False
VOT-7a4355baecbf,160,0.15,False
VOT-6b82f68741c1,85,0.1529,False
VOT-9a64abf21085,97,0.1546,False
VOT-d882dd753018,154,0.1558,False
VOT-929a3fa79aae,131,0.1603,False
VOT-fe16863ef9e0,131,0.1603,False
VOT-0f37f20dc804,168,0.1667,False
VOT-91e67063304a,137,0.1679,False
VOT-95a6771dfcd9,125,0.168,False
VOT-4f645d8b8a29,152,0.1711,False
VOT-3f31eff518c1,75,0.1733,False
VOT-50e7183d9af1,90,0.1778,False
VOT-69ec0b152e99,163,0.1779,False
VOT-c2dfc3a3bb98,83,0.1807,False
VOT-7d83f723f41c,125,0.184,False
VOT-28c8086683ff,133,0.188,False
VOT-ca133879107f,106,0.1887,False
VOT-30dc2ab9d155,148,0.1892,False
VOT-3842c40ddcc4,79,0.1899,False
VOT-6ad3942d895a,173,0.1908,False
VOT-ea7e59b91ac1,131,0.1908,False
VOT-2c3c1075eab6,77,0.1948,False
VOT-f5c6381f6204,112,0.1964,False
VOT-2b68de92390d,132,0.197,False
VOT-283f2f628aab,100,0.2,False
VOT-6dc685206225,145,0.2,False
VOT-83cfd644220d,115,0.2,False
VOT-05b416f8d5e7,163,0.2025,False
VOT-f28648c9ca1f,148,0.2027,False
VOT-1283d1618e8c,88,0.2045,False
VOT-0cb5615159c5,78,0.2051,False
VOT-81841dccdf09,116,0.2069,False
VOT-c47bc21d1ffd,81,0.2099,False
VOT-f330cafd14fd,175,0.2114,False
VOT-dba048f262be,145,0.2138,False
VOT-4035af939290,112,0.2143,False
VOT-5941e0a27361,130,0.2154,False
VOT-48d089db0071,82,0.2195,False
VOT-4f34f830722f,159,0.2201,False
VOT-dfb5a7e40cb5,154,0.2208,False
VOT-b99a6f6875ee,113,0.2212,False
VOT-4a042f8c3413,121,0.2231,False
VOT-87f6f081df50,129,0.2248,False
VOT-229315a36784,94,0.234,False
VOT-7ef5983d958a,162,0.2346,False
VOT-fadf61404cbf,115,0.2348,False
VOT-59bd365b3221,68,0.2353,False
VOT-3b4807016f12,100,0.24,False
VOT-d0be5dff7bb0,177,0.2429,False
VOT-fdae30921ed2,148,0.2432,False
VOT-bfb8ffd99ac0,82,0.2439,False
VOT-0476aba6e5d0,56,0.25,False
VOT-453e82cff6cc,72,0.25,False
VOT-522612450988,120,0.25,False
VOT-7df3f8166733,142,0.2535,False
VOT-40ca5a9b1088,134,0.2537,False
VOT-59052d211192,67,0.2537,False
VOT-8233decac927,67,0.2537,False
VOT-bbcd807b0a8a,126,0.254,False
VOT-fc6bb0f3a32d,126,0.254,False
VOT-be1a291978c2,145,0.2552,False
VOT-ef41f43f86e5,78,0.2564,False
VOT-e6f64db6f17a,124,0.2581,False
VOT-2a919cddaa24,143,0.2587,False
VOT-e6ae26fe6c92,135,0.2593,False
VOT-33970e5a3ec7,84,0.2619,False
VOT-0af80d055133,114,0.2632,False
VOT-96cf93e49a4f,106,0.2642,False
VOT-fa481172574b,106,0.2642,False
VOT-c68d100d5ca0,148,0.2703,False
VOT-b6573c554de3,146,0.274,False
VOT-94e7ff14ccfb,144,0.2778,False
VOT-c638fcdc2366,92,0.2826,False
VOT-3fb53d4242a0,115,0.287,False
VOT-d1ca187a5d49,115,0.287,False
VOT-5d4f6cc6b7a2,118,0.2881,False
VOT-d7c5477d1957,169,0.2899,False
VOT-663799f1da73,155,0.2903,False
VOT-e8c7609bc15a,110,0.2909,False
VOT-67882ba3ec75,127,0.2913,False
VOT-2366f0cc86b6,65,0.2923,False
VOT-bc8dec9c45d0,119,0.2941,False
VOT-36e55d1305b9,159,0.2956,False
VOT-995f24de925a,128,0.2969,False
VOT-ce5dc6575628,117,0.2991,False
VOT-767a2fc71d9a,140,0.3,False
VOT-d97ae758d0cf,152,0.3026,False
VOT-0ca9e0430ae6,89,0.3034,False
VOT-1892ea6b603f,112,0.3036,False
VOT-1575dbff3452,124,0.3065,False
VOT-27753d6d1ff5,127,0.3071,False
VOT-29433e2d8157,113,0.3097,False
VOT-f613bc62012e,116,0.3103,False
VOT-d4b24e7d5682,169,0.3136,False
VOT-353af3d1b496,120,0.3167,False
VOT-614202cdb97a,159,0.3208,False
VOT-52cbcc5aa410,115,0.3217,False
VOT-1dab404487ff,104,0.3269,False
VOT-4ba96ef6219b,110,0.3273,False
VOT-2d117a0bb9fc,146,0.3288,False
VOT-021ff385a8f4,153,0.3333,False
VOT-2b016b1abe72,144,0.3333,False
VOT-72becebd2dfb,117,0.3333,False
VOT-a7e227abd587,150,0.3333,False
VOT-d2308b73655d,123,0.3333,False
VOT-e25866d27cd1,172,0.3372,False
VOT-e893114a8f78,127,0.3386,False
VOT-340abcbd33b9,134,0.3433,False
VOT-7bcf2613c3fe,147,0.3469,False
VOT-c440419afd06,141,0.3475,False
VOT-07fc2522b416,132,0.3485,False
VOT-8f237f0366b8,132,0.3485,False
VOT-03f789310999,129,0.3488,False
VOT-e5420c3eec73,86,0.3488,False
VOT-ee818b9fd572,129,0.3488,False
VOT-77460ec8bf3f,151,0.351,False
VOT-0d1feb5d97d3,164,0.3537,False
VOT-10d23d430e07,124,0.3548,False
VOT-580fcaf4b6b3,152,0.3553,False
VOT-05a4004fdf6e,112,0.3571,False
VOT-3feecabb010d,168,0.3571,False
VOT-2f0e86031c1a,175,0.36,False
VOT-9a6263e9e028,125,0.36,False
VOT-3c672b3671b2,147,0.3605,False
VOT-8358657435f3,119,0.3613,False
VOT-f6fe70b426d8,141,0.3617,False
VOT-5f7e6aebdcc7,126,0.3651,False
VOT-30b3ee3a4b5d,82,0.3659,False
VOT-110dcc9fa21c,155,0.3677,False
VOT-8ad1c4f7afd0,133,0.3684,False
VOT-2e14f4495fab,108,0.3704,False
VOT-ac5e299236e6,143,0.3706,False
VOT-e0224cc087b1,80,0.375,False
VOT-0b0b2d6becd3,106,0.3774,False
VOT-0cda0e88e1d8,119,0.3782,False
VOT-1601858fe8fc,145,0.3793,False
VOT-ae2690efe944,139,0.3813,False
VOT-59cf6488cf7c,110,0.3818,False
VOT-946b2a0aa21f,91,0.3846,False
VOT-e8090fbc6134,114,0.386,False
VOT-55fed5a33de1,75,0.3867,False
VOT-1c4a846e4c9e,124,0.3871,False
VOT-f670fe65b920,147,0.3878,False
VOT-4fdca0798b9f,134,0.3881,False
VOT-461f696f665a,121,0.3884,False
VOT-5be5aca6a66d,167,0.3892,False
VOT-7564b1a951ad,95,0.3895,False
VOT-9e2b52cf97c9,118,0.3898,False
VOT-41c5e2cb8e67,174,0.3908,False
VOT-e1b7d2984daf,122,0.3934,False
VOT-94d0d644f727,119,0.395,False
VOT-f536ad1f6866,113,0.3982,False
VOT-f77f3d36be88,163,0.3988,False
VOT-dc9994e0bd01,127,0.4016,False
VOT-fc55d6175180,67,0.403,False
VOT-e314a4e18330,158,0.4051,False
VOT-62b9a7c5ac4f,74,0.4054,False
VOT-85a916d638d3,162,0.4074,False
VOT-1b7ccc15e416,115,0.4087,False
VOT-8ec13372202a,122,0.4098,False
VOT-16836d1a6938,156,0.4103,False
VOT-6f0378d20ba5,156,0.4103,False
VOT-54cedbcd550e,129,0.4109,False
VOT-848ef78ae88f,85,0.4118,False
VOT-33137cc41351,160,0.4125,False
VOT-220463f273b0,147,0.415,False
VOT-aaa42a274f0d,117,0.4188,False
VOT-29dd49533c5d,138,0.4203,False
VOT-f58fdfb52648,152,0.4211,False
VOT-e5407d2b527d,135,0.4222,False
VOT-ee463fc2c5a8,104,0.4231,False
VOT-a588f64d2a18,118,0.4237,False
VOT-ac3ba58c5a22,125,0.424,False
VOT-4ba716a2cb61,115,0.4261,False
VOT-f86060e34251,147,0.4286,False
VOT-f7692e40e4eb,88,0.4318,False
VOT-fc12bbd3b4df,106,0.434,False
VOT-0ce7609dcf69,138,0.4348,False
VOT-ab3cf42cfe25,184,0.4348,False
VOT-74f94420a597,131,0.4351,False
VOT-12c0af6ce7bd,124,0.4355,False
VOT-c6b098259d7c,124,0.4355,False
VOT-edfc63711db8,178,0.4382,False
VOT-5dd350bf4492,125,0.44,False
VOT-b098fded8589,168,0.4405,False
VOT-6e2e7f94ab3b,140,0.4429,False
VOT-42568c6a3229,119,0.4454,False
VOT-3b99fb8a71ac,101,0.4455,False
VOT-c7a3a5e046c2,166,0.4458,False
VOT-342951b86bdd,170,0.4471,False
VOT-4bfc02dff830,109,0.4495,False
VOT-693f0e2e67e8,117,0.453,False
VOT-2ce264b0efca,125,0.456,False
VOT-c352150ec74a,129,0.4574,False
VOT-2a44fe57a63c,107,0.4579,False
VOT-cb3f4dbcdf76,96,0.4583,False
VOT-5ba38ad2bbf7,133,0.4586,False
VOT-28b97d0f651b,93,0.4624,False
VOT-7ef1d42dccfc,82,0.4634,False
VOT-dc0872d537fd,157,0.465,False
VOT-af0d69ff3012,120,0.4667,False
VOT-c06ad8d67e00,154,0.4675,False
VOT-510fbea32205,139,0.4676,False
VOT-5ddd2597015a,139,0.4676,False
VOT-4c14cb885bf2,98,0.4694,False
VOT-98e8fbce7084,151,0.4702,False
VOT-81db39d65aec,136,0.4706,False
VOT-955bf9304066,212,0.4717,False
VOT-1b0078c4086e,144,0.4722,False
VOT-d63e5652e9fd,72,0.4722,False
VOT-2333590bfe72,157,0.4777,False
VOT-15784458bcfd,92,0.4783,False
VOT-f9f303e01ba8,165,0.4788,False
VOT-7f962eedb481,119,0.479,False
VOT-c5b2b8f9d99f,119,0.479,False
VOT-e2f1810edf9e,150,0.48,False
VOT-101802225bc1,177,0.4802,False
VOT-a0b899d6730f,127,0.4803,False
VOT-e48be274921b,174,0.4828,False
VOT-837427f87d3a,155,0.4839,False
VOT-b0dc37a54b30,163,0.4847,False
VOT-c0bba9fdcd1a,101,0.4851,False
VOT-091f152fa52d,148,0.4865,False
VOT-3ee4a5af9fd1,121,0.4876,False
VOT-cc2267e2032e,121,0.4876,False
VOT-635948222c38,169,0.4911,False
VOT-d01ccf112461,114,0.4912,False
VOT-e14a4c3e632a,114,0.4912,False
VOT-3c6810776149,130,0.4923,False
VOT-31ed22677a0f,87,0.4943,False
VOT-1bdafa0834dd,107,0.4953,False
VOT-003513a934f2,127,0.4961,False
VOT-1c68dda13b05,135,0.4963,False
VOT-731ee2afb86d,151,0.4967,False
VOT-0143c96c136a,136,0.5,False
VOT-3447766120f2,128,0.5,False
VOT-d357e0a23624,136,0.5,False
VOT-2851d1155dd5,153,0.5033,False
VOT-e477393d3322,121,0.5041,False
VOT-fd2f23262712,109,0.5046,False
VOT-5f79e3485895,77,0.5065,False
VOT-87352229ff7d,73,0.5068,False
VOT-9e940a88f6d2,130,0.5077,False
VOT-cac3a3af4324,139,0.5108,False
VOT-99fd0184f377,127,0.5118,False
VOT-db52c6ab75ec,78,0.5128,False
VOT-4a7c92a1d91a,148,0.5135,False
VOT-7d8f21b1c719,140,0.5143,False
VOT-a31262d2570c,103,0.5146,False
VOT-ef1ce86b3c2e,132,0.5152,False
VOT-b22f0d6d64a5,124,0.5161,False
VOT-16af1c4db767,116,0.5172,False
VOT-434ee600442f,83,0.5181,False
VOT-0a4355a14736,129,0.5194,False
VOT-bdbae9b85007,180,0.5222,False
VOT-79b38b06d0ec,134,0.5224,False
VOT-b6f844acabc0,134,0.5224,False
VOT-15ed9b749d53,109,0.5229,False
VOT-0ebe214ec9bf,110,0.5273,False
VOT-429058b82e53,119,0.5294,False
VOT-a14cd2a22dda,85,0.5294,False
VOT-d081664a4063,119,0.5294,False
VOT-372273435ae4,124,0.5323,False
VOT-a5faae2f2c37,134,0.5373,False
VOT-b91b2987908d,156,0.5385,False
VOT-b638bc698dc8,126,0.5397,False
VOT-3a9b73a6096e,131,0.542,False
VOT-1aa2c23e874f,110,0.5455,False
VOT-a872432e07b9,137,0.5474,False
VOT-0c1a73fb98bd,80,0.55,False
VOT-d44513e278c4,116,0.5517,False
VOT-690b38d6abe7,103,0.5534,False
VOT-1a8223702ef1,171,0.5556,False
VOT-f5ee0682382f,126,0.5556,False
VOT-6dfc38475ede,158,0.557,False
VOT-a2b467a760df,158,0.557,False
VOT-b179abeeac93,113,0.5575,False
VOT-c4f9500d8c33,145,0.5586,False
VOT-953f5732f4a8,127,0.5591,False
VOT-963e74b028fd,150,0.56,False
VOT-3c3c2ca4241e,123,0.561,False
VOT-9bb1740de923,73,0.5616,False
VOT-113d66097aae,124,0.5645,False
VOT-6115e143cddb,161,0.5652,False
VOT-12936ffc1347,120,0.5667,False
VOT-1c884b1af938,111,0.5676,False
VOT-f44a6f7a4a04,107,0.5701,False
VOT-5a18c6b35da4,135,0.5704,False
VOT-661a5b28c43a,163,0.5706,False
VOT-a7a7d3181bb1,163,0.5706,False
VOT-b297fadf2efc,84,0.5714,False
VOT-07862f1f19f0,131,0.5725,False
VOT-a895c3147340,127,0.5748,False
VOT-56b802594d10,165,0.5758,False
VOT-5f3fba60c816,151,0.5762,False
VOT-918e5b3f9fcf,85,0.5765,False
VOT-d464905cbb24,109,0.578,False
VOT-f22867c356b2,95,0.5789,False
VOT-ad9fe3fd93d5,143,0.5804,False
VOT-e156e6ce0e11,115,0.5826,False
VOT-dffe58ad734f,163,0.5828,False
VOT-411f509e66ef,120,0.5833,False
VOT-3fa27f7648d0,140,0.5857,False
VOT-824063e09a74,131,0.5878,False
VOT-d9f3ad21b814,136,0.5882,False
VOT-f60bee64d6df,107,0.5888,False
VOT-7f536faf0f1a,156,0.5897,False
VOT-eeb666d4ed69,74,0.5946,False
VOT-d5c098736ee5,109,0.5963,False
VOT-2bb510198b54,129,0.5969,False
VOT-bf9fe751350d,134,0.597,False
VOT-14139f4d2bdb,160,0.6,False
VOT-4df8e58c12d8,176,0.6023,False
VOT-b612df6c4e03,91,0.6044,False
VOT-00ac92515adc,81,0.6049,False
VOT-0cd5b7797412,142,0.6056,False
VOT-f7d67751664d,137,0.6058,False
VOT-bd273a394722,132,0.6061,False
VOT-c1de4ac37b51,132,0.6061,False
VOT-cfccbc4b1f36,127,0.6063,False
VOT-d9095031b57c,127,0.6063,False
VOT-9eee6d3a90df,117,0.6068,False
VOT-633f62db1620,163,0.6074,False
VOT-1afd8b56f815,97,0.6082,False
VOT-567d5c140239,82,0.6098,False
VOT-9d8e057b9e5c,156,0.6154,False
VOT-311ef8306ed9,125,0.616,False
VOT-abf34e846619,126,0.619,False
VOT-ecdb25dc6ac0,95,0.6211,False
VOT-69b9e682eb7e,117,0.6239,False
VOT-87f259a2e96f,133,0.6241,False
VOT-3b7f75b7a661,181,0.6243,False
VOT-b408d936d8b3,96,0.625,False
VOT-eed989ea4fc0,176,0.625,False
VOT-844d3fa3ca4f,167,0.6287,False
VOT-7a99fb03083e,151,0.6291,False
VOT-e48ebfe7e1eb,135,0.6296,False
VOT-91893a061be6,157,0.6306,False
VOT-b36866dfab4a,130,0.6308,False
VOT-b0680df5c2c5,114,0.6316,False
VOT-3600be2aa818,136,0.6324,False
VOT-10fdc7bd5226,98,0.6327,False
VOT-c0f56d810257,164,0.6341,False
VOT-0294ac71af1a,115,0.6348,False
VOT-0378d6543e1a,132,0.6364,False
VOT-b7369c3d5908,149,0.6376,False
VOT-a430540924cd,105,0.6381,False
VOT-e80f20dced79,155,0.6387,False
VOT-94523d8cf9fe,145,0.6414,False
VOT-9480086f4530,145,0.6414,False
VOT-619d6bf25adc,106,0.6415,False
VOT-8c970854dedd,106,0.6415,False
VOT-e068b04aa041,106,0.6415,False
VOT-3c76ee9f86e6,151,0.6424,False
VOT-6aae53060dbc,112,0.6429,False
VOT-30dfb82c83c1,113,0.646,False
VOT-af670bbabf89,113,0.646,False
VOT-492b8fe16954,136,0.6471,False
VOT-f340ecf57bf3,91,0.6484,False
VOT-47da16879e34,131,0.6489,False
VOT-3de2d23c818d,166,0.6506,False
VOT-b575354eb289,121,0.6529,False
VOT-2ead5d350e06,104,0.6538,False
VOT-617cd7208c98,181,0.6575,False
VOT-76ca303f95f3,125,0.664,False
VOT-54e287ded8cb,149,0.6644,False
VOT-19df6f9b7008,161,0.6646,False
VOT-c31aac32a157,108,0.6667,False
VOT-7edbafb90c1a,151,0.6689,False
VOT-e9a2ac830c40,127,0.6693,False
VOT-a6c401a4b553,152,0.6711,False
VOT-a43a36f56987,135,0.6741,False
VOT-6ab35ab3f3e3,123,0.6748,False
VOT-7029183c46b3,154,0.6753,False
VOT-4402126931b9,111,0.6757,False
VOT-ca4fdd4096ee,105,0.6762,False
VOT-3a7be7c0d716,161,0.677,False
VOT-b22d2b01facf,87,0.6782,False
VOT-cffddd11fec4,87,0.6782,False
VOT-da9a76030b33,119,0.6807,False
VOT-164356d49a71,113,0.6814,False
VOT-abe9203666d8,166,0.6867,False
VOT-b3c0048a496c,148,0.6892,False
VOT-1fc17ae1ad67,155,0.6903,False
VOT-5ee4b1875b86,158,0.6962,False
VOT-ad8133db178f,99,0.697,False
VOT-d7707db92b1a,119,0.6975,False
VOT-60a0149a6ff9,93,0.6989,False
VOT-4c053e4d8eb9,113,0.6991,False
VOT-037527a3180e,80,0.7,False
VOT-5efc891a2d7e,87,0.7011,False
VOT-441ee2830693,148,0.7027,False
VOT-2c05f4e0d264,129,0.7054,False
VOT-215a75d5afd6,116,0.7069,False
VOT-fba0100715ad,116,0.7069,False
VOT-eea93ab30280,96,0.7083,False
VOT-88fc35e4631f,103,0.7087,False
VOT-db35f1a0ef32,125,0.712,False
VOT-4c63bc9ee31e,153,0.7124,False
VOT-4ccc098cc527,98,0.7143,False
VOT-88405b7d4314,98,0.7143,False
VOT-8a60b06b3c2b,161,0.7143,False
VOT-8f6d0eb65527,140,0.7143,False
VOT-1f4cc3ac985e,162,0.716,False
VOT-69d5046c424e,127,0.7165,False
VOT-878bc7c17c6a,127,0.7165,False
VOT-decd72a3a5b7,99,0.7172,False
VOT-10a910792464,78,0.7179,False
VOT-99a8a69d76b5,156,0.7179,False
VOT-93309c20127f,128,0.7188,False
VOT-b52ed5a5fef6,128,0.7188,False
VOT-41efe106ae95,121,0.719,False
VOT-c6f2f3031e00,114,0.7193,False
VOT-d1fd072b5521,165,0.7212,False
VOT-d64a2d36ac27,151,0.7219,False
VOT-a5307de482bc,123,0.7236,False
VOT-d13934a553c3,123,0.7236,False
VOT-8e0bf995aafd,153,0.7255,False
VOT-d275ef10ed05,117,0.7265,False
VOT-0687fc3b29eb,139,0.7266,False
VOT-7594bd438661,170,0.7294,False
VOT-3fba54cdf286,148,0.7297,False
VOT-1d82e49e3018,126,0.7302,False
VOT-f81da0a141da,126,0.7302,False
VOT-4529e5898cfc,171,0.731,False
VOT-2372755b1ef9,112,0.7321,False
VOT-a2ef2b9f245f,142,0.7324,False
VOT-9f1f1cc00afa,90,0.7333,False
VOT-c727a90015b3,113,0.7345,False
VOT-c91340a1bfca,113,0.7345,False
VOT-68bf063694ad,91,0.7363,False
VOT-68c664683035,91,0.7363,False
VOT-318023180d0e,114,0.7368,False
VOT-6d09706d22be,99,0.7374,False
VOT-1b874fd57d1c,168,0.7381,False
VOT-a095dd229a77,168,0.7381,False
VOT-2e5f87ee6a5c,115,0.7391,False
VOT-f0f5640ef1cc,154,0.7403,False
VOT-2028d366417c,170,0.7412,False
VOT-dd843b25f9d9,85,0.7412,False
VOT-85a67dd28a2f,124,0.7419,False
VOT-bd497a02cc66,101,0.7426,False
VOT-5ae2a8a6b599,141,0.7447,False
VOT-adbabdeaae74,87,0.7471,False
VOT-7f111db848d9,182,0.7473,False
VOT-132cfe7dcc7b,120,0.75,False
VOT-969e3b454ce1,145,0.7517,False
VOT-0c5bdd83c013,137,0.7518,False
VOT-9e9794c15239,113,0.7522,False
VOT-f2c7ac0a5d95,105,0.7524,False
VOT-0bc7c6c1d1ca,97,0.7526,False
VOT-b0c0bfcd157c,81,0.7531,False
VOT-d252f005d096,114,0.7544,False
VOT-a4a474a33e15,106,0.7547,False
VOT-6dc9ba0cb7b5,155,0.7548,False
VOT-51198597fa00,123,0.7561,False
VOT-64ef2e08a2ce,148,0.7568,False
VOT-3a5831187b4f,107,0.757,False
VOT-d948769d9626,132,0.7576,False
VOT-4771bc4113bb,124,0.7581,False
VOT-56ada9425df0,124,0.7581,False
VOT-67e8bbb77638,175,0.76,False
VOT-c45e91869255,175,0.76,False
VOT-e5582423387f,100,0.76,False
VOT-ec0a7ae21abb,134,0.7612,False
VOT-09fff9c7101b,168,0.7619,False
VOT-43ff8d58cbe9,118,0.7627,False
VOT-9a0f780d73be,135,0.763,False
VOT-26586ec811e9,111,0.7658,False
VOT-9f299e8f2aeb,111,0.7658,False
VOT-34195e6b3a28,137,0.7664,False
VOT-103a07810086,121,0.7686,False
VOT-5f8bc116431f,78,0.7692,False
VOT-5416dcd8c276,148,0.7703,False
VOT-a2865b42c0d6,175,0.7714,False
VOT-890f2aa77ff0,123,0.7724,False
VOT-09dfbd9fda68,115,0.7739,False
VOT-27174bf45ae3,98,0.7755,False
VOT-56a39bcaa904,98,0.7755,False
VOT-7531f9488222,152,0.7763,False
VOT-51c4515ccbf9,90,0.7778,False
VOT-7271ba505da6,108,0.7778,False
VOT-7db64bcb15a3,162,0.7778,False
VOT-e816767a5661,127,0.7795,False
VOT-21fe3ec27868,100,0.78,False
VOT-04120ab7482a,137,0.781,False
VOT-91667904b0dd,92,0.7826,False
VOT-8458868cbbe9,186,0.7849,False
VOT-278082bdc305,112,0.7857,False
VOT-5414e2e47287,140,0.7857,False
VOT-7a5d789b247c,170,0.7882,False
VOT-a3d528401cff,85,0.7882,False
VOT-ba652b063f1c,161,0.7888,False
VOT-506c053a990c,95,0.7895,False
VOT-f8ba506fe032,76,0.7895,False
VOT-167a5b0da769,115,0.7913,False
VOT-010a9f1e8fcd,125,0.792,False
VOT-0c334f54a7fa,106,0.7925,False
VOT-95662c6537b4,116,0.7931,False
VOT-9e758bc1e2bf,126,0.7937,False
VOT-5ea902ffc22b,68,0.7941,False
VOT-991f00cd46dd,117,0.7949,False
VOT-eec9d716f3c9,78,0.7949,False
VOT-196f64fcf9e3,128,0.7969,False
VOT-433b8d418367,79,0.7975,False
VOT-9bed92c3ce97,89,0.7978,False
VOT-d50a19526ab8,149,0.7987,False
VOT-7c6d32eb7c09,100,0.8,False
VOT-a2400d3de6b2,120,0.8,False
VOT-d071782d22c9,110,0.8,False
VOT-dc9971a1edf1,100,0.8,False
VOT-f6de2702b91d,161,0.8012,False
VOT-46481a04c27d,111,0.8018,False
VOT-1b65503a33d3,101,0.802,False
VOT-da4aed7d7184,101,0.802,False
VOT-ee679a890b2f,142,0.8028,False
VOT-48756d086095,122,0.8033,False
VOT-705ed1d47524,112,0.8036,False
VOT-10fb82ac3570,124,0.8065,False
VOT-8c3bfa9be7f9,124,0.8065,False
VOT-b2b470567209,124,0.8065,False
VOT-b2ff4bb9ad64,135,0.8074,False
VOT-6c0ad40cde4c,178,0.809,False
VOT-70a41fdf0db0,116,0.8103,False
VOT-9981f171de04,107,0.8131,False
VOT-2c895efa708d,150,0.8133,False
VOT-969d119c14f5,97,0.8144,False
VOT-720b70784fa8,119,0.8151,False
VOT-1f7c39c9ee9d,87,0.8161,False
VOT-2a57082d00a1,109,0.8165,False
VOT-69249b9044b3,131,0.8168,False
VOT-2c4f71966ba0,154,0.8182,False
VOT-3484c9f1bde9,132,0.8182,False
VOT-d47703ba58fc,88,0.8182,False
VOT-f7df50bac46a,166,0.8193,False
VOT-7e8376a621f7,122,0.8197,False
VOT-9d77943a23d4,167,0.8204,False
VOT-d46891ccedbd,145,0.8207,False
VOT-dba2667b9fb3,123,0.8211,False
VOT-73811d131374,90,0.8222,False
VOT-f7f779d12868,90,0.8222,False
VOT-58ff399dfec9,158,0.8228,False
VOT-49fdf8dc7fde,113,0.823,False
VOT-e2ad7fe83206,148,0.8243,False
VOT-2a1e0087f03d,137,0.8248,False
VOT-4b7317c526a1,103,0.8252,False
VOT-73642a41a53b,103,0.8252,False
VOT-a5ac5d657676,126,0.8254,False
VOT-33f4775c431d,115,0.8261,False
VOT-742174e94624,92,0.8261,False
VOT-9f92e13e4e78,92,0.8261,False
VOT-17543eeb7b65,104,0.8269,False
VOT-f06212e537ee,162,0.8272,False
VOT-dd9c3cc7ad09,128,0.8281,False
VOT-f394b9d30b15,164,0.8293,False
VOT-433335a5b921,129,0.8295,False
VOT-15488df35cf8,106,0.8302,False
VOT-52963bafc74c,107,0.8318,False
VOT-7f69c4867c11,131,0.8321,False
VOT-740ce4a74ecc,96,0.8333,False
VOT-85edd02da23a,108,0.8333,False
VOT-92e30d532188,144,0.8333,False
VOT-b5e3f0193225,96,0.8333,False
VOT-55f008a4a641,157,0.8344,False
VOT-9c70f3a2d56b,109,0.8349,False
