vote_date,listed_members,share_absent,share_abstained,share_not_voting
2014-04-30,217,0.2258,0.2581,0.4839
2014-04-30,217,0.2396,0.106,0.3456
2014-04-30,217,0.2488,0.1152,0.3641
2014-04-30,217,0.2535,0.0829,0.3364
2014-04-30,217,0.2673,0.0046,0.2719
2014-04-30,217,0.2857,0.0461,0.3318
2014-04-30,217,0.2949,0.0184,0.3134
2014-04-30,217,0.3502,0.0645,0.4147
2014-04-30,217,0.4378,0.0138,0.4516
2014-04-30,217,0.4516,0.0138,0.4654
2014-04-30,217,0.4654,0.0138,0.4793
2014-05-01,217,0.1429,0.0092,0.1521
2014-05-01,217,0.1429,0.023,0.1659
2014-05-01,217,0.1429,0.023,0.1659
2014-05-01,217,0.1429,0.0276,0.1705
2014-05-01,217,0.1429,0.0276,0.1705
2014-05-01,217,0.1475,0.0046,0.1521
2014-05-01,217,0.1659,0.0461,0.212
2014-05-01,217,0.1705,0.2028,0.3733
2014-05-01,217,0.1797,0.0184,0.1982
2014-05-01,217,0.1889,0.1659,0.3548
2014-05-01,217,0.2028,0.0369,0.2396
2014-05-01,217,0.2028,0.1889,0.3917
2014-05-01,217,0.2028,0.212,0.4147
2014-05-01,217,0.2074,0.2166,0.424
2014-05-01,217,0.2442,0.0599,0.3041
2014-05-01,217,0.2719,0.106,0.3779
2014-05-01,217,0.2811,0.1705,0.4516
2014-05-01,217,0.2995,0.0415,0.341
2014-05-09,217,0.3134,0.023,0.3364
2014-05-09,217,0.576,0.0369,0.6129
2014-05-19,217,0.4009,0.0599,0.4608
2014-05-19,217,0.5115,0.0092,0.5207
2014-05-30,217,0.4424,0.0046,0.447
2014-05-30,217,0.4608,0.0184,0.4793
2014-05-30,217,0.4793,0.0138,0.4931
2014-05-30,217,0.4793,0.0276,0.5069
2014-05-31,217,0.4055,0.0,0.4055
2014-06-02,217,0.3364,0.0138,0.3502
2014-06-02,217,0.3548,0.0,0.3548
2014-06-02,217,0.3641,0.0184,0.3825
2014-06-02,217,0.3825,0.2074,0.5899
2014-06-02,217,0.3917,0.1613,0.553
2014-06-02,217,0.4055,0.0,0.4055
2014-06-02,217,0.4055,0.2028,0.6083
2014-06-02,217,0.4194,0.0138,0.4332
2014-06-02,217,0.424,0.0046,0.4286
2014-06-09,217,0.4101,0.0184,0.4286
2014-06-09,217,0.4793,0.0092,0.4885
2014-06-09,217,0.5115,0.0092,0.5207
2014-06-09,217,0.5161,0.0092,0.5253
2014-06-10,217,0.3825,0.0138,0.3963
2014-06-10,217,0.3871,0.0138,0.4009
2014-06-13,217,0.4885,0.0,0.4885
2014-06-13,217,0.5023,0.0,0.5023
2014-06-13,217,0.5161,0.0,0.5161
2014-06-13,217,0.5161,0.0046,0.5207
2014-06-13,217,0.5207,0.0046,0.5253
2014-06-16,217,0.4931,0.0046,0.4977
2014-06-16,217,0.5023,0.0046,0.5069
2014-06-16,217,0.5023,0.0092,0.5115
2014-06-16,217,0.5207,0.0092,0.53
2014-06-16,217,0.5253,0.0046,0.53
2014-06-16,217,0.5253,0.0046,0.53
2014-06-25,217,0.2949,0.0783,0.3733
2014-06-25,217,0.2995,0.0691,0.3687
2014-06-25,217,0.2995,0.0783,0.3779
2014-06-25,217,0.2995,0.0783,0.3779
2014-06-25,217,0.2995,0.0783,0.3779
2014-06-25,217,0.3041,0.0553,0.3594
2014-06-25,217,0.3041,0.0783,0.3825
2014-06-25,217,0.3088,0.0276,0.3364
2014-06-25,217,0.318,0.1106,0.4286
2014-06-25,217,0.3318,0.0138,0.3456
2014-06-25,217,0.3318,0.0138,0.3456
2014-06-25,217,0.3318,0.0553,0.3871
2014-06-25,217,0.3318,0.0783,0.4101
2014-06-25,217,0.3456,0.023,0.3687
2014-06-25,217,0.3548,0.0138,0.3687
2014-06-30,217,0.3594,0.0092,0.3687
2014-06-30,217,0.3779,0.0092,0.3871
2014-06-30,217,0.4286,0.0184,0.447
2014-06-30,217,0.4378,0.0461,0.4839
2014-07-07,217,0.3687,0.0323,0.4009
2014-07-07,217,0.3779,0.0046,0.3825
2014-07-07,217,0.3779,0.0138,0.3917
2014-07-07,217,0.4009,0.0092,0.4101
2014-07-14,217,0.341,0.0553,0.3963
2014-07-14,217,0.3594,0.0691,0.4286
2014-07-14,217,0.4793,0.0323,0.5115
2014-07-15,217,0.3364,0.0968,0.4332
2014-07-15,217,0.4055,0.0184,0.424
2014-07-15,217,0.4147,0.0276,0.4424
2014-07-15,217,0.424,0.0092,0.4332
2014-07-15,217,0.447,0.0092,0.4562
2014-07-15,217,0.5023,0.0092,0.5115
2014-07-15,217,0.6083,0.0369,0.6452
2014-07-23,217,0.6221,0.0092,0.6313
2014-07-24,217,0.447,0.1244,0.5714
2014-07-24,217,0.4516,0.0968,0.5484
2014-07-24,217,0.4516,0.106,0.5576
2014-07-24,217,0.4516,0.106,0.5576
2014-07-24,217,0.4516,0.1244,0.576
2014-07-24,217,0.4562,0.0876,0.5438
2014-07-24,217,0.4562,0.129,0.5853
2014-07-24,217,0.4654,0.0691,0.5346
2014-07-24,217,0.4654,0.1152,0.5806
2014-07-24,217,0.47,0.106,0.576
2014-07-24,217,0.47,0.1244,0.5945
2014-07-24,217,0.47,0.129,0.5991
2014-07-24,217,0.4747,0.0922,0.5668
2014-07-24,217,0.4747,0.1336,0.6083
2014-07-24,217,0.4747,0.1382,0.6129
2014-07-24,217,0.4839,0.0737,0.5576
2014-07-24,217,0.4885,0.0737,0.5622
2014-07-24,217,0.4977,0.0737,0.5714
2014-07-24,217,0.4977,0.1152,0.6129
2014-07-24,217,0.5023,0.0645,0.5668
2014-07-24,217,0.5115,0.0876,0.5991
2014-07-24,217,0.5115,0.0968,0.6083
2014-07-24,217,0.5115,0.106,0.6175
2014-07-24,217,0.5207,0.1198,0.6406
2014-07-24,217,0.5253,0.0369,0.5622
2014-07-24,217,0.5253,0.0461,0.5714
2014-07-24,217,0.5253,0.0876,0.6129
2014-07-24,217,0.5253,0.129,0.6544
2014-07-24,217,0.53,0.1014,0.6313
2014-07-24,217,0.5346,0.0369,0.5714
2014-07-24,217,0.5438,0.0829,0.6267
2014-07-24,217,0.5438,0.0922,0.6359
2014-07-24,217,0.5438,0.106,0.6498
2014-07-24,217,0.5484,0.0691,0.6175
2014-07-24,217,0.553,0.0691,0.6221
2014-07-24,217,0.553,0.0829,0.6359
2014-07-24,217,0.5576,0.0138,0.5714
2014-07-24,217,0.5576,0.0369,0.5945
2014-07-24,217,0.5576,0.0876,0.6452
2014-07-24,217,0.5668,0.1336,0.7005
2014-07-24,217,0.5714,0.0553,0.6267
2014-07-24,217,0.576,0.1014,0.6774
2014-07-24,217,0.5945,0.1198,0.7143
2014-08-04,217,0.4055,0.0783,0.4839
2014-08-04,217,0.4424,0.0829,0.5253
2014-08-04,217,0.4516,0.0645,0.5161
2014-08-04,217,0.4608,0.0461,0.5069
2014-08-04,217,0.4747,0.0415,0.5161
2014-08-04,217,0.4839,0.1336,0.6175
2014-08-04,217,0.5115,0.0737,0.5853
2014-08-04,217,0.5161,0.0691,0.5853
2014-08-05,217,0.47,0.0138,0.4839
2014-08-05,217,0.47,0.0369,0.5069
2014-08-05,217,0.4747,0.0276,0.5023
2014-08-05,217,0.4747,0.0507,0.5253
2014-08-05,217,0.4793,0.023,0.5023
2014-08-05,217,0.4839,0.0184,0.5023
2014-08-05,217,0.4931,0.0138,0.5069
2014-08-05,217,0.5115,0.0691,0.5806
2014-08-05,217,0.5115,0.1106,0.6221
2014-08-05,217,0.5161,0.0276,0.5438
2014-08-05,217,0.5161,0.0276,0.5438
2014-08-05,217,0.5161,0.0276,0.5438
2014-08-05,217,0.5253,0.0138,0.5392
2014-08-05,217,0.5253,0.0737,0.5991
2014-08-05,217,0.53,0.0415,0.5714
2014-08-05,217,0.5392,0.0737,0.6129
2014-08-05,217,0.5438,0.0323,0.576
2014-08-05,217,0.5438,0.0415,0.5853
2014-08-05,217,0.5484,0.0,0.5484
2014-08-05,217,0.5622,0.0138,0.576
2014-08-06,217,0.4378,0.0276,0.4654
2014-08-06,217,0.4378,0.1014,0.5392
2014-08-06,217,0.4562,0.0369,0.4931
2014-08-06,217,0.4654,0.0276,0.4931
2014-08-06,217,0.4654,0.0599,0.5253
2014-08-06,217,0.47,0.0968,0.5668
2014-08-06,217,0.4747,0.0461,0.5207
2014-08-06,217,0.4747,0.0461,0.5207
2014-08-06,217,0.4793,0.0829,0.5622
2014-08-06,217,0.4839,0.0184,0.5023
2014-08-06,217,0.4839,0.0276,0.5115
2014-08-06,217,0.4931,0.0046,0.4977
2014-08-06,217,0.4931,0.0046,0.4977
2014-08-06,217,0.5069,0.0276,0.5346
2014-08-06,217,0.5069,0.1198,0.6267
2014-08-06,217,0.5115,0.0,0.5115
2014-08-06,217,0.5207,0.0645,0.5853
2014-08-06,217,0.5253,0.0691,0.5945
2014-08-06,217,0.53,0.0553,0.5853
2014-08-07,217,0.4147,0.0968,0.5115
2014-08-07,217,0.4562,0.1429,0.5991
2014-08-07,217,0.4608,0.0092,0.47
2014-08-07,217,0.4608,0.0138,0.4747
2014-08-07,217,0.4608,0.0369,0.4977
2014-08-07,217,0.4654,0.0369,0.5023
2014-08-07,217,0.47,0.0276,0.4977
2014-08-07,217,0.4747,0.0323,0.5069
2014-08-07,217,0.4793,0.0507,0.53
2014-08-07,217,0.4793,0.106,0.5853
2014-08-07,217,0.4839,0.0138,0.4977
2014-08-07,217,0.4839,0.0184,0.5023
2014-08-07,217,0.4839,0.0507,0.5346
2014-08-07,217,0.4885,0.023,0.5115
2014-08-07,217,0.4885,0.0323,0.5207
2014-08-07,217,0.4885,0.0369,0.5253
2014-08-07,217,0.4885,0.0369,0.5253
2014-08-07,217,0.4977,0.023,0.5207
2014-08-07,217,0.4977,0.0276,0.5253
2014-08-07,217,0.4977,0.0507,0.5484
2014-08-07,217,0.5023,0.0323,0.5346
2014-08-07,217,0.5069,0.023,0.53
2014-08-07,217,0.5069,0.0415,0.5484
2014-08-07,217,0.5069,0.1336,0.6406
2014-08-07,217,0.5069,0.1843,0.6912
2014-08-07,217,0.5115,0.023,0.5346
2014-08-07,217,0.53,0.2028,0.7327
2014-08-12,217,0.4516,0.0876,0.5392
2014-08-12,217,0.47,0.0184,0.4885
2014-08-18,217,0.2719,0.0553,0.3272
2014-08-18,217,0.2719,0.1382,0.4101
2014-08-18,217,0.2903,0.1475,0.4378
2014-08-18,217,0.3041,0.1613,0.4654
2014-08-18,217,0.3226,0.0829,0.4055
2014-08-18,217,0.3364,0.1336,0.47
2014-08-18,217,0.341,0.0645,0.4055
2014-08-18,217,0.3456,0.1382,0.4839
2014-08-18,217,0.3687,0.1475,0.5161
2014-08-18,217,0.3733,0.0645,0.4378
2014-08-18,217,0.3733,0.1843,0.5576
2014-08-18,217,0.3779,0.0645,0.4424
2014-08-18,217,0.3825,0.0737,0.4562
2014-08-19,217,0.3456,0.0553,0.4009
2014-08-19,217,0.3502,0.1982,0.5484
2014-08-19,217,0.3641,0.1475,0.5115
2014-08-19,217,0.3641,0.1613,0.5253
2014-08-19,217,0.3641,0.235,0.5991
2014-08-19,217,0.3733,0.1014,0.4747
2014-08-19,217,0.3825,0.2074,0.5899
2014-08-19,217,0.4009,0.1797,0.5806
2014-08-19,217,0.4055,0.1198,0.5253
2014-08-19,217,0.4424,0.2166,0.659
2014-08-20,217,0.3917,0.0599,0.4516
2014-08-20,217,0.4009,0.0507,0.4516
2014-08-20,217,0.424,0.2212,0.6452
2014-08-20,217,0.4332,0.0645,0.4977
2014-08-20,217,0.4378,0.0415,0.4793
2014-08-20,217,0.4378,0.0461,0.4839
2014-08-20,217,0.4378,0.0507,0.4885
2014-08-20,217,0.4424,0.1336,0.576
2014-08-20,217,0.4608,0.1382,0.5991
2014-08-21,217,0.4424,0.1982,0.6406
2014-08-21,217,0.4608,0.1705,0.6313
2014-08-21,217,0.4793,0.1475,0.6267
2014-08-21,217,0.4931,0.1198,0.6129
2014-09-02,217,0.3134,0.1198,0.4332
2014-09-02,217,0.3779,0.0783,0.4562
2014-09-02,217,0.3871,0.1613,0.5484
2014-09-02,217,0.3917,0.0645,0.4562
2014-09-02,217,0.4055,0.1889,0.5945
2014-09-02,217,0.4194,0.1475,0.5668
2014-09-02,217,0.4332,0.1982,0.6313
2014-09-02,217,0.4424,0.0507,0.4931
2014-09-02,217,0.4654,0.1429,0.6083
2014-09-03,217,0.3963,0.0645,0.4608
2014-09-03,217,0.4009,0.0829,0.4839
2014-09-03,217,0.4009,0.1014,0.5023
2014-09-03,217,0.4055,0.0507,0.4562
2014-09-03,217,0.4101,0.1336,0.5438
2014-09-03,217,0.4147,0.0553,0.47
2014-09-03,217,0.4194,0.0461,0.4654
2014-09-03,217,0.4194,0.0553,0.4747
2014-09-03,217,0.4194,0.0599,0.4793
2014-09-03,217,0.4194,0.0737,0.4931
2014-09-03,217,0.424,0.0507,0.4747
2014-09-03,217,0.4286,0.0461,0.4747
2014-09-03,217,0.4286,0.0691,0.4977
2014-09-03,217,0.4332,0.0599,0.4931
2014-09-03,217,0.4332,0.1382,0.5714
2014-09-03,217,0.4378,0.0783,0.5161
2014-09-03,217,0.4424,0.2166,0.659
2014-09-03,217,0.447,0.0323,0.4793
2014-09-03,217,0.4516,0.0599,0.5115
2014-09-03,217,0.4608,0.2074,0.6682
2014-09-03,217,0.47,0.2212,0.6912
2014-09-04,217,0.4009,0.0922,0.4931
2014-09-04,217,0.4009,0.129,0.53
2014-09-04,217,0.4101,0.106,0.5161
2014-09-04,217,0.4147,0.1014,0.5161
2014-09-04,217,0.424,0.1152,0.5392
2014-09-04,217,0.4378,0.0737,0.5115
2014-09-04,217,0.4378,0.2212,0.659
2014-09-09,217,0.4009,0.0737,0.4747
2014-09-09,217,0.4009,0.1106,0.5115
2014-09-09,217,0.4101,0.0461,0.4562
2014-09-09,217,0.4101,0.0829,0.4931
2014-09-09,217,0.4147,0.0645,0.4793
2014-09-09,217,0.4286,0.0876,0.5161
2014-09-09,217,0.4286,0.0968,0.5253
2014-09-09,217,0.4332,0.0323,0.4654
2014-09-09,217,0.4332,0.1382,0.5714
2014-09-09,217,0.4332,0.2212,0.6544
2014-09-09,217,0.4424,0.0461,0.4885
2014-09-09,217,0.4424,0.0507,0.4931
2014-09-09,217,0.4424,0.0876,0.53
2014-09-10,217,0.4194,0.0553,0.4747
2014-09-10,217,0.4194,0.1705,0.5899
2014-09-10,217,0.424,0.0461,0.47
2014-09-10,217,0.4332,0.0507,0.4839
2014-09-10,217,0.4378,0.0645,0.5023
2014-09-10,217,0.4424,0.0737,0.5161
2014-09-10,217,0.4562,0.1521,0.6083
2014-09-10,217,0.4608,0.2028,0.6636
2014-09-10,217,0.4654,0.1659,0.6313
2014-09-10,217,0.4654,0.2212,0.6866
2014-09-10,217,0.47,0.1521,0.6221
2014-09-10,217,0.4747,0.1521,0.6267
2014-09-10,217,0.4793,0.1152,0.5945
2014-09-10,217,0.4793,0.129,0.6083
2014-09-10,217,0.4793,0.212,0.6912
2014-09-10,217,0.4885,0.129,0.6175
2014-09-11,217,0.6129,0.0138,0.6267
2014-09-16,217,0.4977,0.0461,0.5438
2014-09-16,217,0.5161,0.0461,0.5622
2014-09-16,217,0.5253,0.0092,0.5346
2014-09-16,217,0.53,0.0092,0.5392
2014-09-16,217,0.5392,0.0092,0.5484
2014-09-16,217,0.5484,0.0092,0.5576
2014-09-16,217,0.553,0.023,0.576
2014-09-16,217,0.5576,0.0092,0.5668
2014-09-16,217,0.5622,0.0138,0.576
2014-09-16,217,0.5622,0.0138,0.576
2014-09-16,217,0.5668,0.0184,0.5853
2014-09-16,217,0.5668,0.0276,0.5945
2014-09-16,217,0.5668,0.0276,0.5945
2014-09-16,217,0.5853,0.0046,0.5899
2014-09-16,217,0.6175,0.023,0.6406
2014-09-16,217,0.6221,0.0046,0.6267
2014-09-16,217,0.6221,0.0092,0.6313
2014-09-16,217,0.6267,0.0092,0.6359
2014-09-16,217,0.6313,0.0138,0.6452
2014-09-16,217,0.6359,0.0,0.6359
2014-09-16,217,0.6359,0.0,0.6359
2014-09-17,217,0.5069,0.106,0.6129
2014-09-17,217,0.5161,0.0599,0.576
2014-09-17,217,0.5346,0.0092,0.5438
2014-09-17,217,0.5346,0.0138,0.5484
2014-09-17,217,0.5346,0.0138,0.5484
2014-09-17,217,0.5392,0.0599,0.5991
2014-09-17,217,0.5392,0.0876,0.6267
2014-09-17,217,0.5438,0.0138,0.5576
2014-09-17,217,0.5438,0.0369,0.5806
2014-09-17,217,0.5484,0.0415,0.5899
2014-09-17,217,0.553,0.0138,0.5668
2014-09-17,217,0.553,0.0276,0.5806
2014-09-17,217,0.553,0.0323,0.5853
2014-09-17,217,0.5576,0.0138,0.5714
2014-09-17,217,0.5622,0.0276,0.5899
2014-09-17,217,0.5806,0.0184,0.5991
2014-09-18,217,0.5069,0.023,0.53
2014-09-18,217,0.5207,0.0553,0.576
2014-09-18,217,0.5346,0.0323,0.5668
2014-09-18,217,0.5392,0.0369,0.576
2014-09-18,217,0.5392,0.106,0.6452
2014-09-18,217,0.5438,0.0369,0.5806
2014-09-18,217,0.5438,0.0922,0.6359
2014-09-18,217,0.553,0.0691,0.6221
2014-09-18,217,0.5622,0.0369,0.5991
2014-09-18,217,0.5714,0.0092,0.5806
2014-09-18,217,0.576,0.023,0.5991
2014-09-18,217,0.5899,0.0507,0.6406
2014-09-18,217,0.5945,0.0461,0.6406
2014-09-18,217,0.5991,0.0323,0.6313
2014-09-18,217,0.6083,0.0599,0.6682
2014-09-18,217,0.6175,0.023,0.6406
2014-09-23,217,0.5576,0.0369,0.5945
2014-09-23,217,0.5899,0.0599,0.6498
2014-09-23,217,0.6175,0.0184,0.6359
2014-09-25,217,0.5945,0.0323,0.6267
2014-09-25,217,0.5991,0.0323,0.6313
