person_id,name_lat,bloc,n_committees,committee_ids,committee_labels,degree_full_graph,degree_backbone,weighted_degree_newman
TNP-00433,Saâd Bouaïche,Democratic Transition,3,CMT-336c11e63d66 CMT-545e8558a206 CMT-8978fc995f04,Special 2 | Constituent 3 | Legislative 5,57,4,3.0
TNP-00426,Rafik Tlili,Loyalty to the Revolution,3,CMT-3b890b1f160a CMT-4e91930c5e8b CMT-e6b2fac8e5c7,Special 4 | Constituent 2 | Legislative 6,57,3,3.0
TNP-00407,Jalel Bouzid,Ettakatol,3,CMT-78e966e1d482 CMT-8978fc995f04 CMT-c6c8260db7f4,Special 3 | Legislative 5 | Constituent 4,57,4,3.0
TNP-00462,Abderrazak Khallouli,Democratic Transition,3,CMT-13e8b4757c0d CMT-4e91930c5e8b CMT-5d1546fffb75,Legislative 2 | Constituent 2 | Special 1,56,6,3.0
TNP-00493,Lobna Jeribi,Ettakatol,3,CMT-13e8b4757c0d CMT-4e91930c5e8b CMT-5d1546fffb75,Legislative 2 | Constituent 2 | Special 1,56,6,3.0
TNP-00510,Mohamed Gahbich,Democratic Alliance,3,CMT-4d57513fbffc CMT-5d1546fffb75 CMT-f2d2d05db58f,Constituent 5 | Special 1 | Legislative 4,56,6,3.0
TNP-00473,Ali Bechrifa,Democratic Bloc,3,CMT-12bc734f9df1 CMT-545e8558a206 CMT-78e966e1d482,Legislative 1 | Constituent 3 | Special 3,56,8,3.0
TNP-00378,Ikbel Msadaa,CPR,3,CMT-545e8558a206 CMT-5d1546fffb75 CMT-8978fc995f04,Constituent 3 | Special 1 | Legislative 5,56,6,3.0
TNP-00527,Monia Gasri,Ennahdha,3,CMT-3b890b1f160a CMT-4d57513fbffc CMT-52252f4274f6,Special 4 | Constituent 5 | Legislative 3,56,4,3.0
TNP-00376,Iskander Bouallagui,No bloc,3,CMT-3b890b1f160a CMT-5d1546fffb75 CMT-e6b2fac8e5c7,Special 4 | Special 1 | Legislative 6,55,6,3.0
TNP-00482,Fattoum Lassoued,Ennahdha,3,CMT-4d57513fbffc CMT-78e966e1d482 CMT-b46554e2045e,Constituent 5 | Special 3 | Legislative 7,55,4,3.0
TNP-00532,Nadia Chaabane,Democratic Bloc,3,CMT-178580c40e35 CMT-336c11e63d66 CMT-e6b2fac8e5c7,Constituent 1 | Special 2 | Legislative 6,55,6,3.0
TNP-00459,Abdelbasset Becheikh,Ennahdha,3,CMT-12bc734f9df1 CMT-178580c40e35 CMT-499d23e8523f,Legislative 1 | Constituent 1 | Special 6,55,7,3.0
TNP-00552,Habib Bribech,Ennahdha,3,CMT-13e8b4757c0d CMT-336c11e63d66 CMT-78e966e1d482,Legislative 2 | Special 2 | Special 3,55,7,3.0
TNP-00515,Mohamed Ali Nasri,No bloc,3,CMT-499d23e8523f CMT-52252f4274f6 CMT-5d1546fffb75,Special 6 | Legislative 3 | Special 1,55,6,3.0
TNP-00528,Mounir Ben Hnia,Ennahdha,3,CMT-13e8b4757c0d CMT-178580c40e35 CMT-400b91a3bed5,Legislative 2 | Constituent 1 | Special 5,55,6,3.0
TNP-00536,Nejib Mrad,Ennahdha,3,CMT-3b890b1f160a CMT-7249209246b3 CMT-78e966e1d482,Special 4 | Constituent 6 | Special 3,55,6,3.0
TNP-00543,Hajer Azaiez,Ennahdha,3,CMT-336c11e63d66 CMT-4e91930c5e8b CMT-e6b2fac8e5c7,Special 2 | Constituent 2 | Legislative 6,54,7,3.0
TNP-00383,Hasni Badri,Democratic Transition,3,CMT-499d23e8523f CMT-5d1546fffb75 CMT-c6c8260db7f4,Special 6 | Special 1 | Constituent 4,54,8,3.0
TNP-00394,Hedi Chaouech,No bloc,3,CMT-13e8b4757c0d CMT-78e966e1d482 CMT-c6c8260db7f4,Legislative 2 | Special 3 | Constituent 4,54,8,3.0
TNP-00535,Najla Bourial,Democratic Alliance,3,CMT-3b890b1f160a CMT-78e966e1d482 CMT-f2d2d05db58f,Special 4 | Special 3 | Legislative 4,54,7,3.0
TNP-00492,Kaouther Ladgham,Ennahdha,3,CMT-12bc734f9df1 CMT-499d23e8523f CMT-c6c8260db7f4,Legislative 1 | Special 6 | Constituent 4,54,8,3.0
TNP-00495,Mabrouka Mbarek,CPR,3,CMT-13e8b4757c0d CMT-400b91a3bed5 CMT-4e91930c5e8b,Legislative 2 | Special 5 | Constituent 2,54,7,3.0
TNP-00435,Salma Baccar,Democratic Bloc,3,CMT-12bc734f9df1 CMT-7249209246b3 CMT-78e966e1d482,Legislative 1 | Constituent 6 | Special 3,54,9,3.0
