person_id,name_ar,name_lat,gender,birth_year,birth_date_precision,birth_governorate_id,n_mandates,first_assembly_id,last_assembly_id,first_mandate_start,constituency_id,constituency_name_ar,governorate_id,governorate_name_lat,region,littoral,party_id_last,party_family_last,occupation_raw,career_sectors,vote_participation_rate,plenary_attendance_rate,n_written_questions
TNP-00254,محبوبة بن ضيف الله,Mahbouba Ben Dhifallah,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-fce75049ff09,قبلي,TN-73,Kebili,South West,false,,,إطار سامي بالوظيفة العمومية,,0.7045,0.8750,
TNP-00255,ماهر المذيوب,Maher Madhioub,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-8e9eb8d0053a,العالم العربي وبقية دول العالم,,,,,,,صحافي,,0.1881,0.6518,
TNP-00256,ماهر زيد,Maher Zid,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4c5b0de0b4df,القيروان,TN-41,Kairouan,Centre West,false,,,,,0.3373,0.5536,
TNP-00257,مجدي بوذينة,Majdi Boudhina,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.7940,0.7788,
TNP-00258,مجدي الكرباعي,Majdi Kerbai,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-dbb6ed731f07,إيطاليا,TN-99,Abroad,abroad,false,,,,,0.3373,0.4107,
TNP-00259,مريم بن بلقاسم,Mariem Ben Belgacem,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.8000,0.8750,
TNP-00260,مريم اللغماني,Mariem Laghmani,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-c891423153f5,الكاف,TN-33,Kef,North West,false,,,,,0.6209,0.6786,
TNP-00261,مريم السعيدي,Mariem Saidi,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.7672,0.8407,
TNP-00262,مروان فلفال,Marouan Falfel,male,,,,2,ARP-2014,ARP-2019,2017-12-30,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.5493,0.7589,
TNP-00263,مروى بن تمروت,Marwa Ben Tamrout,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-6480cc2b0175,مدنين,TN-82,Medenine,South East,true,,,,,0.9403,0.8393,
TNP-00264,مهدي بن غربية,Mehdi Ben Gharbia,male,1973,day,,3,NCA-2011,ARP-2019,2011-11-22,TNC-34bb04969aea,بنزرت,TN-23,Bizerte,North East,true,,,مدير مؤسسة,,0.4119,0.4643,
TNP-00265,مكي زغدود,Mekki Zaghdoud,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-fce75049ff09,قبلي,TN-73,Kebili,South West,false,,,,,0.4716,0.5089,
TNP-00266,ميلاد بن الدالي,Miled Ben Dali,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-d7e470a6f1cf,سوسة,TN-51,Sousse,Centre East,true,,,,,0.4836,0.6786,
TNP-00267,معز بلحاج رحومة,Moez Belhaj Rhouma,male,1966,day,TN-21,3,NCA-2011,ARP-2019,2011-11-22,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.8000,0.7946,
TNP-00268,محمد العفاس,Mohamed Affas,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.6657,0.8850,
TNP-00269,محمد أحمد الدلهومي,Mohamed Ahmed Dalhoumi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-86fce3cae9b0,القصرين,TN-42,Kasserine,Centre West,false,,,,,0.6090,0.5804,
TNP-00270,محمد عمار,Mohamed Ammar,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-8e9eb8d0053a,العالم العربي وبقية دول العالم,,,,,,,,,0.7164,0.9018,
TNP-00271,محمد بونني,Mohamed Bouneni,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.7701,0.7345,
TNP-00272,محمد ضياء الدين بن عمر,Mohamed Dhiaa Ben Omar,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-c14e9c41e9ce,قابس,TN-81,Gabes,South East,true,,,,,0.7612,0.6250,
TNP-00273,محمد الفاتح الخليفي,Mohamed Fateh Khlifi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-c3a024df701d,تطاوين,TN-83,Tataouine,South East,false,,,,,0.4328,0.6071,
TNP-00274,محمد القوماني,Mohamed Goumani,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-7f9ed563bc4e,باجة,TN-31,Beja,North West,true,,,,,0.8179,0.8839,
TNP-00275,محمد الحصايري,Mohamed Hsairi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.3493,0.5714,
TNP-00276,محمد كمال حمزاوي,Mohamed Kamel Hamzaoui,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-86fce3cae9b0,القصرين,TN-42,Kasserine,Centre West,false,,,مدير مؤسسة,,0.1552,0.1339,
TNP-00277,محمد كريم كريفة,Mohamed Karim Krifa,male,1973,day,,2,NCA-2011,ARP-2019,2011-11-22,TNC-d7e470a6f1cf,سوسة,TN-51,Sousse,Centre East,true,,,,judiciary,0.6687,0.6814,
TNP-00278,محمد لزهر الرمة,Mohamed Lazher Rama,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-6480cc2b0175,مدنين,TN-82,Medenine,South East,true,,,,,0.9194,0.7411,
TNP-00279,محمد مراد الحمزاوي,Mohamed Mourad Hamzaoui,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-7c20f132677c,سليانة,TN-34,Siliana,North West,false,,,,,0.6478,0.9027,
TNP-00280,محمد الناصر بوسن,Mohamed Naceur Bousen,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.4418,0.6875,
TNP-00281,محمد الصادق قحبيش,Mohamed Sadok Kahbich,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-d7e470a6f1cf,سوسة,TN-51,Sousse,Centre East,true,,,,,0.4985,0.8393,
TNP-00282,محمد صالح اللطيفي,Mohamed Saleh Ltifi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-86fce3cae9b0,القصرين,TN-42,Kasserine,Centre West,false,,,,,0.6627,0.8661,
TNP-00283,محمد السخيري,Mohamed Skhiri,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-a65c89ca4d13,المنستير,TN-52,Monastir,Centre East,true,,,,,0.6448,0.8571,
TNP-00284,محمد الزعبي,Mohamed Zaabi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-86fce3cae9b0,القصرين,TN-42,Kasserine,Centre West,false,,,,,0.6060,0.5982,
TNP-00285,محمد زريق,Mohamed Zrig,male,,,,3,NCA-2011,ARP-2019,2011-11-22,TNC-c14e9c41e9ce,قابس,TN-81,Gabes,South East,true,,,إطار بالقطاع الخاص,academia;party;trade_union,0.8687,0.8304,
TNP-00286,محسن العرفاوي,Mohsen Arfaoui,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-fb9b69aef92c,توزر,TN-72,Tozeur,South West,false,,,,,0.7731,0.8673,
TNP-00287,منصف بوغطاس,Moncef Boughattas,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-a65c89ca4d13,المنستير,TN-52,Monastir,Centre East,true,,,,,0.9493,0.7965,
TNP-00288,منذر بن عطية,Mondher Ben Attia,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.7045,0.8393,
TNP-00289,منجي الرحوي,Mongi Rahoui,male,1982,year,,3,NCA-2011,ARP-2019,2011-11-22,TNC-505fecc15922,جندوبة,TN-32,Jendouba,North West,true,,,إطار سامي بالقطاع البنكي,,0.4209,0.7611,
TNP-00290,منجيّة البوغانمي,Monjia Boughanmi,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-ec2eafe2f404,غير متوفر,,,,,,,,,1.0000,0.9167,
TNP-00291,معاذ بن ضياف,Mouadh Ben Dhiaf,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-e4ad8a676ffb,منوبة,TN-14,Manouba,Grand Tunis,false,,,,,0.4358,0.7321,
TNP-00292,منير بلطي حمدي,Mounir Balti Hamdi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.2060,0.4911,
TNP-00293,منيرة العياري,Mounira Ayari,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-83d48176add4,القارة الأمريكية وبقية الدول الأوروبية,,,,,,,,,0.3463,0.8304,
TNP-00294,موسى بن أحمد,Moussa Ben Ahmed,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4096900d34d2,ألمانيا,TN-99,Abroad,abroad,false,,,,,0.7910,0.7589,
TNP-00295,مصطفى بن أحمد,Mustapha Ben Ahmed,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,موظف عمومي,,0.7493,0.9115,
TNP-00296,مصطفى الغربي,Mustapha Gharbi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-7f9ed563bc4e,باجة,TN-31,Beja,North West,true,,,,,0.5791,0.4690,
TNP-00297,نبيل حجي,Nabil Hajji,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-bf84273551e0,أريانة,TN-12,Ariana,Grand Tunis,true,,,مهندس,,0.5493,0.9375,
TNP-00298,نعيمة المنصوري,Naima Mansouri,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-6480cc2b0175,مدنين,TN-82,Medenine,South East,true,,,,,0.6507,0.8036,
TNP-00299,نوفل الجمالي,Naoufel Jammali,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-dd0a034cca93,سيدي بوزيد,TN-43,Sidi Bouzid,Centre West,false,,,أستاذ جامعي,,0.7672,0.7946,
TNP-00300,ناجي الجراحي,Neji Jarahi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.4806,0.6637,
TNP-00301,ناجي الجمل,Neji Jmal,male,1966,day,,3,NCA-2011,ARP-2019,2011-11-22,TNC-94e024e97a0b,فرنسا 2,TN-99,Abroad,abroad,false,,,موظف بالقطاع الخاص,,0.7821,0.8661,
TNP-00302,نجم الدين بن سالم,Nejmeddine Ben Salem,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-91c675998d9c,المهدية,TN-53,Mahdia,Centre East,true,,,,,0.8567,0.8407,
TNP-00303,نسرين العماري,Nesrine Laamari,female,,,,2,ARP-2014,ARP-2019,2018-10-12,TNC-c891423153f5,الكاف,TN-33,Kef,North West,false,,,,,0.8239,0.8142,
TNP-00304,نضال سعودي,Nidhal Saoudi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-505fecc15922,جندوبة,TN-32,Jendouba,North West,true,,,,,0.5403,0.7589,
TNP-00305,نعمان العش,Noomane El Euch,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,مدير مؤسسة,,0.7731,0.8142,
TNP-00306,نهى عيساوي,Nouha Aissaoui,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-dd0a034cca93,سيدي بوزيد,TN-43,Sidi Bouzid,Centre West,false,,,,,0.3821,0.5000,
TNP-00307,نهى الجلابي,Nouha Jallabi,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-fb9b69aef92c,توزر,TN-72,Tozeur,South West,false,,,,,0.7186,0.5638,
TNP-00308,نور الدين العرباوي,Noureddine Arbaoui,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-86fce3cae9b0,القصرين,TN-42,Kasserine,Centre West,false,,,,,0.8537,0.6786,
TNP-00309,نور الدين البحيري,Noureddine Bhiri,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-65af9ff64cdc,بن عروس,TN-13,Ben Arous,Grand Tunis,true,,,محامي,,0.6836,0.8761,
TNP-00310,نسيبة بن علي,Noussaiba Ben Ali,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-65af9ff64cdc,بن عروس,TN-13,Ben Arous,Grand Tunis,true,,,,,0.5910,0.8214,
TNP-00311,ألفة التراس,Olfa Terras,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-34bb04969aea,بنزرت,TN-23,Bizerte,North East,true,,,,,0.4149,0.5000,
TNP-00312,عمر الغريبي,Omar Ghribi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-94e024e97a0b,فرنسا 2,TN-99,Abroad,abroad,false,,,,,0.6448,0.6460,
TNP-00313,أسامة الخليفي,Oussama Khlifi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.7194,0.9027,
TNP-00314,أسامة علية الصغير,Oussama Sghaier,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-dbb6ed731f07,إيطاليا,TN-99,Abroad,abroad,false,,,ممثل جمعياتي,,0.8358,0.8482,
TNP-00315,رباب بن لطيف,Rabeb Ben Letaief,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-83d48176add4,القارة الأمريكية وبقية الدول الأوروبية,,,,,,,,,0.8657,0.8482,
TNP-00316,راشد الغنوشي,Rached Ghannouchi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.3731,0.9381,
TNP-00317,راشد الخياري,Rached Khiari,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-e4ad8a676ffb,منوبة,TN-14,Manouba,Grand Tunis,false,,,,,0.2030,0.3929,
TNP-00318,رفيق عمارة,Rafik Amara,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-7f9ed563bc4e,باجة,TN-31,Beja,North West,true,,,,,0.8448,0.8929,
TNP-00319,رضا شرف الدين,Ridha Charfeddine,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-d7e470a6f1cf,سوسة,TN-51,Sousse,Centre East,true,,,مدير مؤسسة,,0.4239,0.5625,
TNP-00320,رضا الجوادي,Ridha Jaouadi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.9343,0.8304,
TNP-00321,رضا الزغمي,Ridha Zaghmi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-d7e470a6f1cf,سوسة,TN-51,Sousse,Centre East,true,,,,,0.8388,0.8571,
TNP-00322,صفاء الغريبي,Safa Ghribi,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.6448,0.7699,
TNP-00323,الصافي سعيد,Safi Said,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.0597,0.3125,
TNP-00324,الصحبي عتيق,Sahbi Atig,male,,,,3,NCA-2011,ARP-2019,2011-11-22,TNC-bf84273551e0,أريانة,TN-12,Ariana,Grand Tunis,true,,,باحث جامعي,,0.8060,0.9286,
TNP-00325,الصحبي صمارة,Sahbi Smara,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4c5b0de0b4df,القيروان,TN-41,Kairouan,Centre West,false,,,,,0.2776,0.5268,
TNP-00326,سعيد الجزيري,Said Jaziri,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-65af9ff64cdc,بن عروس,TN-13,Ben Arous,Grand Tunis,true,,,,,0.1701,0.4779,
TNP-00327,سالم قطاطة,Salem Ketata,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.7970,0.8850,
TNP-00328,سالم لبيض,Salem Labiadh,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-6480cc2b0175,مدنين,TN-82,Medenine,South East,true,,,أستاذ جامعي,,0.4030,0.5446,
TNP-00329,سلمى معالج,Salma Maalej,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-65af9ff64cdc,بن عروس,TN-13,Ben Arous,Grand Tunis,true,,,,,0.7605,0.8085,
TNP-00330,سلوى بن عيشة,Salwa Ben Aicha,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.3433,0.6071,
TNP-00331,سماح دمق,Sameh Dammak,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,مدير مؤسسة,,0.7403,0.7788,
TNP-00332,سامية عبو,Samia Abbou,female,1965,day,,3,NCA-2011,ARP-2019,2011-11-22,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,محامي,,0.6090,0.9469,
TNP-00333,سمير ديلو,Samir Dilou,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-34bb04969aea,بنزرت,TN-23,Bizerte,North East,true,,,محامي,,0.9343,0.8850,
TNP-00334,سميرة بعيزيق,Samira Bizig,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-d7e470a6f1cf,سوسة,TN-51,Sousse,Centre East,true,,,,,0.5910,0.7768,
TNP-00335,سميرة الشواشي,Samira Chaouachi,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.6985,0.9115,
TNP-00336,سميرة حميدة,Samira Hmida,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-91c675998d9c,المهدية,TN-53,Mahdia,Centre East,true,,,,,0.9761,0.8393,
TNP-00337,سميرة السايحي,Samira Sayhi,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-65af9ff64cdc,بن عروس,TN-13,Ben Arous,Grand Tunis,true,,,,,0.7701,0.7699,
TNP-00338,سميرة سميعي,Samira Smii,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-a65c89ca4d13,المنستير,TN-52,Monastir,Centre East,true,,,,,0.9403,0.8750,
TNP-00339,السيد فرجاني,Sayed Ferjani,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4c5b0de0b4df,القيروان,TN-41,Kairouan,Centre West,false,,,,,0.7642,0.8929,
TNP-00340,السيدة الونيسي,Sayida Ounissi,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-94e024e97a0b,فرنسا 2,TN-99,Abroad,abroad,false,,,باحث جامعي,,0.6030,0.8214,
TNP-00341,سيف الدين المرغني,Seifeddine Mergheni,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4c5b0de0b4df,القيروان,TN-41,Kairouan,Centre West,false,,,,,0.2478,0.6071,
TNP-00342,سيف الدين مخلوف,Seifedine Makhlouf,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,محامي,,0.4776,0.9115,
TNP-00343,سهام الشريقي,Sihem Chrigui,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-4c5b0de0b4df,القيروان,TN-41,Kairouan,Centre West,false,,,,,0.3612,0.7768,
TNP-00344,سفيان المخلوفي,Sofien Makhloufi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-e4ad8a676ffb,منوبة,TN-14,Manouba,Grand Tunis,false,,,,,0.4090,0.6250,
TNP-00345,سفيان طوبال,Sofien Toubel,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-5531b77d50b4,قفصة,TN-71,Gafsa,South West,false,,,أستاذ تعليم ثانوي,,0.6328,0.7500,
TNP-00346,سنية الخشين,Sonia Lekhchine,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-65af9ff64cdc,بن عروس,TN-13,Ben Arous,Grand Tunis,true,,,,,0.5612,0.5179,
TNP-00347,صهيب الوذان,Souhaib Ouadhan,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-c3a024df701d,تطاوين,TN-83,Tataouine,South East,false,,,,,0.4269,0.6518,
TNP-00348,سهير العسكري,Souhir Askri,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-7f9ed563bc4e,باجة,TN-31,Beja,North West,true,,,,,0.6955,0.8053,
TNP-00349,طارق براهمي,Tarek Brahmi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-5531b77d50b4,قفصة,TN-71,Gafsa,South West,false,,,,,0.7164,0.8496,
TNP-00350,طارق فتيتي,Tarek Fetiti,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-4c5b0de0b4df,القيروان,TN-41,Kairouan,Centre West,false,,,إطار سامي بالوظيفة العمومية,,0.6866,0.9196,
TNP-00351,توفيق الزايري,Tawfik Zairi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-505fecc15922,جندوبة,TN-32,Jendouba,North West,true,,,,,0.8239,0.8496,
TNP-00352,ثامر سعد,Thameur Saad,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.6896,0.7257,
TNP-00353,التومي الحمروني,Toumi Hamrouni,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.6563,0.8500,
TNP-00354,وفاء عطية,Wafa Attia,female,,,,2,ARP-2014,ARP-2019,2015-03-06,TNC-d7e470a6f1cf,سوسة,TN-51,Sousse,Centre East,true,,,,,0.8567,0.8214,
TNP-00355,وليد الجلاد,Walid Jalled,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,موظف بالقطاع الخاص,,0.5104,0.5982,
TNP-00356,وسام الشعري,Wissem Chaari,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-990caafd3fb3,صفاقس 1,TN-61,Sfax,Centre East,true,,,,,0.4657,0.7257,
TNP-00357,يمينة الزغلامي,Yamina Zoghlami,female,1970,day,TN-11,3,NCA-2011,ARP-2019,2011-11-22,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,أستاذ تعليم ثانوي,,0.8806,0.9107,
TNP-00358,ياسين العياري,Yassine Ayari,male,,,,2,ARP-2014,ARP-2019,2018-10-12,TNC-94e024e97a0b,فرنسا 2,TN-99,Abroad,abroad,false,,,,,0.4687,0.7500,
TNP-00359,يسري الدالي,Yosri Dali,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-cd1ca9244e55,تونس 2,TN-11,Tunis,Grand Tunis,true,,,,,0.4328,0.8393,
TNP-00360,زينب السفاري,Zaineb Safari,female,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-94e024e97a0b,فرنسا 2,TN-99,Abroad,abroad,false,,,,,0.5403,0.6071,
TNP-00361,زينب براهمي,Zeineb Brahmi,female,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-5531b77d50b4,قفصة,TN-71,Gafsa,South West,false,,,محامي,,0.8507,0.8319,
TNP-00362,زياد الغناي,Zied Ghanney,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-94e024e97a0b,فرنسا 2,TN-99,Abroad,abroad,false,,,,,0.6030,0.5893,
TNP-00363,زياد الهاشمي,Zied Hechmi,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-94e024e97a0b,فرنسا 2,TN-99,Abroad,abroad,false,,,,,0.2955,0.6964,
TNP-00364,زياد العذاري,Zied Laadhari,male,1975,day,TN-51,3,NCA-2011,ARP-2019,2011-11-22,TNC-d7e470a6f1cf,سوسة,TN-51,Sousse,Centre East,true,,,محامي,judiciary,0.5284,0.7768,
TNP-00365,زهير المغزاوي,Zouhair Maghzaoui,male,,,,2,ARP-2014,ARP-2019,2014-12-02,TNC-fce75049ff09,قبلي,TN-73,Kebili,South West,false,,,أستاذ تعليم ثانوي,,0.6478,0.7857,
TNP-00366,زهير مخلوف,Zouhair Makhlouf,male,,,,1,ARP-2019,ARP-2019,2019-11-13,TNC-20803e341482,نابل 2,TN-21,Nabeul,North East,true,,,,,0.8119,0.9027,
TNP-00367,إبراهيم الحامدي,Ibrahim Hamdi,male,1975,day,TN-43,1,NCA-2011,NCA-2011,2011-11-22,TNC-583f49488ae9,المنستير,TN-52,Monastir,Centre East,true,PTY-bbfe9bb6d793,unknown,,civil_society;trade_union,0.4488,,
TNP-00368,إبراهيم قصاص,Ibrahim Kassas,male,1965,year,,1,NCA-2011,NCA-2011,2011-11-22,TNC-6c9ddf89d1b4,قبلي,TN-73,Kebili,South West,false,PTY-INDEPENDENT,independent,,,0.2720,,
TNP-00369,أحمد المشرقي,Ahmed Mechergui,male,1969,day,,2,NCA-2011,ARP-2014,2011-11-22,TNC-067080a8159f,جندوبة,TN-32,Jendouba,North West,true,,,أستاذ تعليم ثانوي,,,,
TNP-00370,أحمد السافي,Ahmed Essefi,male,1969,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-190ffea8a951,صفاقس الأولى,,,,,PTY-bb9202bb86da,unknown,,,0.5551,,
TNP-00371,أحمد السميعي,Ahmed Smiai,male,1943,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-c7d1a327d9a1,القيروان,TN-41,Kairouan,Centre West,false,PTY-ENNAHDHA,islamist,,education,0.8238,,
TNP-00372,أحمد إبراهيم,Ahmed Brahim,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-88c5476e5a9d,تونس الثانية,,,,,PTY-ac4a3d2a8128,unknown,,academia;education;party;state_executive;trade_union,0.4498,,
TNP-00373,أحمد نجيب الشابي,Ahmed Nejib Chebbi,male,1944,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-88c5476e5a9d,تونس الثانية,,,,,PTY-JOMHOURI,liberal,,judiciary;party;state_executive,0.2551,,
TNP-00374,أزاد بادي,Azed Badi,male,1971,day,TN-72,1,NCA-2011,NCA-2011,2011-11-22,TNC-5bb4dbd5171c,توزر,TN-72,Tozeur,South West,false,PTY-a8c344e9039d,unknown,,,0.6725,,
TNP-00375,أسامة الصغير,Oussama Al Saghir,male,,,,2,NCA-2011,ARP-2014,2011-11-22,TNC-a1a97b7dfaf6,إيطاليا,TN-99,Abroad,abroad,false,,,ممثل جمعياتي,,,,
TNP-00376,اسكندر بوعلاقي,Iskander Bouallagui,male,1982,day,TN-51,1,NCA-2011,NCA-2011,2011-11-22,TNC-79b664be1960,سوسة,TN-51,Sousse,Centre East,true,PTY-7ad4295a0093,unknown,,,0.4671,,
TNP-00377,آسيا النفاتي,Essia Naffati,female,1984,day,TN-23,1,NCA-2011,NCA-2011,2011-11-22,TNC-0827ceafe35d,بنزرت,TN-23,Bizerte,North East,true,PTY-ENNAHDHA,islamist,,,0.8370,,
TNP-00378,إقبال المصدع,Ikbel Msadaa,female,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-4ce2bd7346e7,الدول العربية و بقية دول العالم,,,,,PTY-CPR,social_democratic,,education;other,0.8157,,
