source,target,layer,assembly_id,weight,weight_newman,group_ids,group_names,group_size,shared_count,overlap_start,overlap_end,dates_assumed
TNP-00007,TNP-00372,shared_organisation,,1,0.333333,ORG-90034a45a294,syndicaliste,4,1,,,true
TNP-00007,TNP-00503,shared_organisation,,1,0.333333,ORG-90034a45a294,syndicaliste,4,1,,,true
TNP-00007,TNP-00506,shared_organisation,,1,0.333333,ORG-90034a45a294,syndicaliste,4,1,,,true
TNP-00247,TNP-00418,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00247,TNP-00444,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00247,TNP-00445,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00247,TNP-00451,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00247,TNP-00488,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00247,TNP-00543,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00285,TNP-00385,shared_organisation,,1,0.25,ORG-5b95d566da8b,UGTT,5,1,,,true
TNP-00285,TNP-00389,shared_organisation,,1,0.25,ORG-5b95d566da8b,UGTT,5,1,,,true
TNP-00285,TNP-00416,shared_organisation,,1,0.25,ORG-5b95d566da8b,UGTT,5,1,,,true
TNP-00285,TNP-00480,shared_organisation,,1,0.25,ORG-5b95d566da8b,UGTT,5,1,,,true
TNP-00372,TNP-00503,shared_organisation,,1,0.333333,ORG-90034a45a294,syndicaliste,4,1,,,true
TNP-00372,TNP-00506,shared_organisation,,1,0.333333,ORG-90034a45a294,syndicaliste,4,1,,,true
TNP-00385,TNP-00389,shared_organisation,,1,0.25,ORG-5b95d566da8b,UGTT,5,1,,,true
TNP-00385,TNP-00416,shared_organisation,,1,0.25,ORG-5b95d566da8b,UGTT,5,1,,,true
TNP-00385,TNP-00480,shared_organisation,,1,0.25,ORG-5b95d566da8b,UGTT,5,1,,,true
TNP-00389,TNP-00416,shared_organisation,,1,0.25,ORG-5b95d566da8b,UGTT,5,1,,,true
TNP-00389,TNP-00480,shared_organisation,,1,0.25,ORG-5b95d566da8b,UGTT,5,1,,,true
TNP-00416,TNP-00480,shared_organisation,,1,0.25,ORG-5b95d566da8b,UGTT,5,1,,,true
TNP-00418,TNP-00444,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00418,TNP-00445,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00418,TNP-00451,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00418,TNP-00488,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00418,TNP-00543,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00444,TNP-00445,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00444,TNP-00451,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00444,TNP-00488,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00444,TNP-00543,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00445,TNP-00451,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00445,TNP-00488,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00445,TNP-00543,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00451,TNP-00488,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00451,TNP-00543,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00488,TNP-00543,shared_organisation,,1,0.166667,ORG-6c5601afbae3,avocate,7,1,,,true
TNP-00503,TNP-00506,shared_organisation,,1,0.333333,ORG-90034a45a294,syndicaliste,4,1,,,true
