source,target,layer,assembly_id,weight,weight_newman,group_ids,group_names,group_size,shared_count,overlap_start,overlap_end,dates_assumed
TNP-00089,TNP-00150,written_question_cosignature,ARP-2023,4,1.3,10534;10532;9670;9427,,3;3;21;5,4,2025-05-29,2026-01-12,false
TNP-00001,TNP-00080,written_question_cosignature,ARP-2023,3,0.150251,10325;9782;9670,,20;22;21,3,2025-07-21,2026-02-11,false
TNP-00001,TNP-00096,written_question_cosignature,ARP-2023,3,0.12619,9782;9670;9296,,22;21;36,3,2025-05-08,2025-07-24,false
TNP-00001,TNP-00135,written_question_cosignature,ARP-2023,3,0.131203,10325;9670;9296,,20;21;36,3,2025-05-08,2026-02-11,false
TNP-00002,TNP-00074,written_question_cosignature,ARP-2023,3,2.11111,11009;10976;10060,,2;2;10,3,2025-11-22,2026-04-10,false
TNP-00008,TNP-00021,written_question_cosignature,ARP-2023,3,0.244444,10060;9259;9469,,10;16;16,3,2025-07-14,2025-11-22,false
TNP-00008,TNP-00062,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00008,TNP-00065,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00008,TNP-00088,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00008,TNP-00102,written_question_cosignature,ARP-2023,3,0.244444,10060;9259;9469,,10;16;16,3,2025-07-14,2025-11-22,false
TNP-00008,TNP-00120,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00012,TNP-00031,written_question_cosignature,ARP-2023,3,0.833333,9665;9382;8271,,5;5;4,3,2025-01-13,2025-07-18,false
TNP-00012,TNP-00067,written_question_cosignature,ARP-2023,3,1.5,9530;9665;9382,,2;5;5,3,2025-07-18,2025-07-22,false
TNP-00012,TNP-00144,written_question_cosignature,ARP-2023,3,0.833333,9665;9382;8271,,5;5;4,3,2025-01-13,2025-07-18,false
TNP-00021,TNP-00030,written_question_cosignature,ARP-2023,3,0.244444,10060;9259;9469,,10;16;16,3,2025-07-14,2025-11-22,false
TNP-00021,TNP-00051,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00021,TNP-00054,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00021,TNP-00071,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00021,TNP-00101,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00021,TNP-00125,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00025,TNP-00080,written_question_cosignature,ARP-2023,3,0.150251,10325;9782;9670,,20;22;21,3,2025-07-21,2026-02-11,false
TNP-00025,TNP-00089,written_question_cosignature,ARP-2023,3,0.578571,10790;9670;9296,,3;21;36,3,2025-05-08,2026-02-17,false
TNP-00025,TNP-00096,written_question_cosignature,ARP-2023,3,0.12619,9782;9670;9296,,22;21;36,3,2025-05-08,2025-07-24,false
TNP-00030,TNP-00062,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00030,TNP-00065,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00030,TNP-00088,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00030,TNP-00102,written_question_cosignature,ARP-2023,3,0.244444,10060;9259;9469,,10;16;16,3,2025-07-14,2025-11-22,false
TNP-00030,TNP-00125,written_question_cosignature,ARP-2023,3,1.13333,11311;9259;9469,,2;16;16,3,2025-07-14,2026-04-28,false
TNP-00031,TNP-00067,written_question_cosignature,ARP-2023,3,0.55,9670;9665;9382,,21;5;5,3,2025-07-18,2025-07-21,false
TNP-00031,TNP-00113,written_question_cosignature,ARP-2023,3,1.05,9670;9614;10269,,21;3;3,3,2025-07-07,2025-07-21,false
TNP-00033,TNP-00089,written_question_cosignature,ARP-2023,3,0.633333,9670;9427;9426,,21;5;4,3,2025-05-27,2025-07-21,false
TNP-00033,TNP-00131,written_question_cosignature,ARP-2023,3,1.05263,11203;11102;10325,,3;3;20,3,2026-02-11,2026-05-15,false
TNP-00033,TNP-00144,written_question_cosignature,ARP-2023,3,0.435965,10325;9670;8271,,20;21;4,3,2025-01-13,2026-02-11,false
TNP-00051,TNP-00054,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00051,TNP-00071,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00051,TNP-00101,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00051,TNP-00102,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00051,TNP-00125,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00054,TNP-00071,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00054,TNP-00101,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00054,TNP-00102,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00054,TNP-00125,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00062,TNP-00065,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00062,TNP-00088,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00062,TNP-00120,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00064,TNP-00126,written_question_cosignature,ARP-2023,3,2.2,10937;10347;10155,,2;6;2,3,2025-11-04,2026-04-03,false
TNP-00065,TNP-00088,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00065,TNP-00120,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00067,TNP-00144,written_question_cosignature,ARP-2023,3,0.55,9670;9665;9382,,21;5;5,3,2025-07-18,2025-07-21,false
TNP-00071,TNP-00101,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00071,TNP-00102,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00071,TNP-00125,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00078,TNP-00089,written_question_cosignature,ARP-2023,3,0.611905,9427;9426;9296,,5;4;36,3,2025-05-08,2025-05-29,false
TNP-00078,TNP-00135,written_question_cosignature,ARP-2023,3,0.611905,9427;9426;9296,,5;4;36,3,2025-05-08,2025-05-29,false
TNP-00088,TNP-00120,written_question_cosignature,ARP-2023,3,0.161905,9259;9469;9296,,16;16;36,3,2025-05-08,2025-07-14,false
TNP-00101,TNP-00102,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00101,TNP-00125,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00102,TNP-00125,written_question_cosignature,ARP-2023,3,0.171795,9259;9469;9406,,16;16;27,3,2025-04-15,2025-07-14,false
TNP-00110,TNP-00151,written_question_cosignature,ARP-2023,3,2.04762,9782;9250;9180,,22;2;2,3,2025-04-25,2025-07-24,false
TNP-00116,TNP-00133,written_question_cosignature,ARP-2023,3,2,9329;9283;9286,,3;3;2,3,2025-05-07,2025-07-03,false
TNP-00131,TNP-00150,written_question_cosignature,ARP-2023,3,1.05263,11203;11102;10325,,3;3;20,3,2026-02-11,2026-05-15,false
TNP-00001,TNP-00005,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00001,TNP-00008,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00001,TNP-00017,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00001,TNP-00029,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00001,TNP-00031,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00001,TNP-00033,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00001,TNP-00038,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00001,TNP-00067,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00001,TNP-00086,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00001,TNP-00088,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00001,TNP-00089,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00001,TNP-00113,written_question_cosignature,ARP-2023,2,0.097619,9782;9670,,22;21,2,2025-07-21,2025-07-24,false
TNP-00001,TNP-00116,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00001,TNP-00129,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00001,TNP-00131,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00001,TNP-00132,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00001,TNP-00139,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00001,TNP-00144,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00001,TNP-00150,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00001,TNP-00151,written_question_cosignature,ARP-2023,2,0.100251,10325;9782,,20;22,2,2025-07-24,2026-02-11,false
TNP-00001,TNP-00152,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00001,TNP-00154,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00002,TNP-00008,written_question_cosignature,ARP-2023,2,1.11111,10060;10119,,10;2,2,2025-10-30,2025-11-22,false
TNP-00005,TNP-00025,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00005,TNP-00031,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00005,TNP-00033,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00005,TNP-00066,written_question_cosignature,ARP-2023,2,1.05263,10325;10494,,20;2,2,2025-12-22,2026-02-11,false
TNP-00005,TNP-00080,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00005,TNP-00135,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00005,TNP-00144,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00005,TNP-00150,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00008,TNP-00025,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00008,TNP-00051,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00008,TNP-00054,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00008,TNP-00055,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00008,TNP-00067,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00008,TNP-00071,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00008,TNP-00086,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00008,TNP-00089,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00008,TNP-00096,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00008,TNP-00101,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00008,TNP-00119,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00008,TNP-00125,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00008,TNP-00135,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00008,TNP-00138,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00008,TNP-00152,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00012,TNP-00133,written_question_cosignature,ARP-2023,2,0.5,9665;9382,,5;5,2,2025-07-18,2025-07-18,false
TNP-00017,TNP-00025,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00017,TNP-00038,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00017,TNP-00088,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00017,TNP-00096,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00017,TNP-00116,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00017,TNP-00139,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00017,TNP-00154,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00019,TNP-00091,written_question_cosignature,ARP-2023,2,0.067033,9296;9406,,36;27,2,2025-04-15,2025-05-08,false
TNP-00019,TNP-00092,written_question_cosignature,ARP-2023,2,0.067033,9296;9406,,36;27,2,2025-04-15,2025-05-08,false
TNP-00020,TNP-00033,written_question_cosignature,ARP-2023,2,0.25,10472;9670,,6;21,2,2025-07-21,2025-12-10,false
TNP-00020,TNP-00130,written_question_cosignature,ARP-2023,2,0.25,10472;9670,,6;21,2,2025-07-21,2025-12-10,false
TNP-00020,TNP-00150,written_question_cosignature,ARP-2023,2,0.25,10472;9670,,6;21,2,2025-07-21,2025-12-10,false
TNP-00021,TNP-00055,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00021,TNP-00062,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00021,TNP-00065,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00021,TNP-00074,written_question_cosignature,ARP-2023,2,0.149573,10060;9406,,10;27,2,2025-04-15,2025-11-22,false
TNP-00021,TNP-00088,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00021,TNP-00119,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00021,TNP-00120,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00021,TNP-00138,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00025,TNP-00029,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00025,TNP-00031,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00025,TNP-00033,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00025,TNP-00038,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00025,TNP-00067,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00025,TNP-00086,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00025,TNP-00088,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00025,TNP-00113,written_question_cosignature,ARP-2023,2,0.097619,9782;9670,,22;21,2,2025-07-21,2025-07-24,false
TNP-00025,TNP-00116,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00025,TNP-00129,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00025,TNP-00131,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00025,TNP-00132,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00025,TNP-00139,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00025,TNP-00144,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00025,TNP-00150,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00025,TNP-00151,written_question_cosignature,ARP-2023,2,0.100251,10325;9782,,20;22,2,2025-07-24,2026-02-11,false
TNP-00025,TNP-00152,written_question_cosignature,ARP-2023,2,0.078571,9670;9296,,21;36,2,2025-05-08,2025-07-21,false
TNP-00025,TNP-00154,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00027,TNP-00070,written_question_cosignature,ARP-2023,2,0.086081,9782;9406,,22;27,2,2025-04-15,2025-07-24,false
TNP-00027,TNP-00079,written_question_cosignature,ARP-2023,2,0.086081,9782;9406,,22;27,2,2025-04-15,2025-07-24,false
TNP-00027,TNP-00108,written_question_cosignature,ARP-2023,2,0.086081,9782;9406,,22;27,2,2025-04-15,2025-07-24,false
TNP-00027,TNP-00114,written_question_cosignature,ARP-2023,2,0.086081,9782;9406,,22;27,2,2025-04-15,2025-07-24,false
TNP-00027,TNP-00151,written_question_cosignature,ARP-2023,2,0.086081,9782;9406,,22;27,2,2025-04-15,2025-07-24,false
TNP-00029,TNP-00069,written_question_cosignature,ARP-2023,2,0.252632,10709;10325,,6;20,2,2026-02-11,2026-02-11,false
TNP-00029,TNP-00082,written_question_cosignature,ARP-2023,2,0.252632,10709;10325,,6;20,2,2026-02-11,2026-02-11,false
TNP-00029,TNP-00129,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00029,TNP-00131,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00029,TNP-00132,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00029,TNP-00135,written_question_cosignature,ARP-2023,2,0.081203,10325;9296,,20;36,2,2025-05-08,2026-02-11,false
TNP-00030,TNP-00051,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00030,TNP-00054,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00030,TNP-00055,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00030,TNP-00071,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00030,TNP-00101,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00030,TNP-00119,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00030,TNP-00138,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00031,TNP-00077,written_question_cosignature,ARP-2023,2,1,9614;10269,,3;3,2,2025-07-07,2025-07-08,false
TNP-00031,TNP-00080,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00031,TNP-00133,written_question_cosignature,ARP-2023,2,0.5,9665;9382,,5;5,2,2025-07-18,2025-07-18,false
TNP-00031,TNP-00135,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00031,TNP-00150,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00033,TNP-00078,written_question_cosignature,ARP-2023,2,0.583333,9427;9426,,5;4,2,2025-05-27,2025-05-29,false
TNP-00033,TNP-00080,written_question_cosignature,ARP-2023,2,0.102632,10325;9670,,20;21,2,2025-07-21,2026-02-11,false
TNP-00033,TNP-00130,written_question_cosignature,ARP-2023,2,0.25,10472;9670,,6;21,2,2025-07-21,2025-12-10,false
TNP-00035,TNP-00064,written_question_cosignature,ARP-2023,2,0.25,10347;9670,,6;21,2,2025-07-21,2026-02-11,false
TNP-00038,TNP-00088,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00038,TNP-00096,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00038,TNP-00116,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00038,TNP-00139,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00038,TNP-00154,written_question_cosignature,ARP-2023,2,0.07619,9782;9296,,22;36,2,2025-05-08,2025-07-24,false
TNP-00042,TNP-00116,written_question_cosignature,ARP-2023,2,1,9329;9283,,3;3,2,2025-07-03,2025-07-03,false
TNP-00042,TNP-00133,written_question_cosignature,ARP-2023,2,1,9329;9283,,3;3,2,2025-07-03,2025-07-03,false
TNP-00051,TNP-00055,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00051,TNP-00062,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00051,TNP-00065,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00051,TNP-00088,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00051,TNP-00119,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00051,TNP-00120,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00051,TNP-00138,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
TNP-00054,TNP-00055,written_question_cosignature,ARP-2023,2,0.133333,9259;9469,,16;16,2,2025-07-14,2025-07-14,false
