source,target,layer,assembly_id,weight,weight_newman,group_ids,group_names,group_size,shared_count,overlap_start,overlap_end,dates_assumed
TNP-00721,TNP-00775,committee_comembership,ADV-2005,2,0.2,CMT-21c634fba2ad;CMT-23b65b4eec22,لجنة الحصانة;لجنة الشؤون السياسية و حقوق الإنسان والعلاقات الخارجية,11;11,2,,2011-03-23,true
TNP-00679,TNP-00683,committee_comembership,ADV-2005,1,0.090909,CMT-3d7249cea75a,لجنة التشريع العام والتنظيم العام للإدارة,12,1,,2011-03-23,true
TNP-00679,TNP-00695,committee_comembership,ADV-2005,1,0.090909,CMT-3d7249cea75a,لجنة التشريع العام والتنظيم العام للإدارة,12,1,,2011-03-23,true
TNP-00679,TNP-00696,committee_comembership,ADV-2005,1,0.090909,CMT-3d7249cea75a,لجنة التشريع العام والتنظيم العام للإدارة,12,1,,2011-03-23,true
TNP-00679,TNP-00706,committee_comembership,ADV-2005,1,0.090909,CMT-3d7249cea75a,لجنة التشريع العام والتنظيم العام للإدارة,12,1,,2011-03-23,true
TNP-00679,TNP-00708,committee_comembership,ADV-2005,1,0.090909,CMT-3d7249cea75a,لجنة التشريع العام والتنظيم العام للإدارة,12,1,,2011-03-23,true
TNP-00679,TNP-00712,committee_comembership,ADV-2005,1,0.090909,CMT-3d7249cea75a,لجنة التشريع العام والتنظيم العام للإدارة,12,1,,2011-03-23,true
TNP-00679,TNP-00756,committee_comembership,ADV-2005,1,0.090909,CMT-3d7249cea75a,لجنة التشريع العام والتنظيم العام للإدارة,12,1,,2011-03-23,true
TNP-00679,TNP-00762,committee_comembership,ADV-2005,1,0.090909,CMT-3d7249cea75a,لجنة التشريع العام والتنظيم العام للإدارة,12,1,,2011-03-23,true
TNP-00679,TNP-00774,committee_comembership,ADV-2005,1,0.090909,CMT-3d7249cea75a,لجنة التشريع العام والتنظيم العام للإدارة,12,1,,2011-03-23,true
TNP-00679,TNP-00782,committee_comembership,ADV-2005,1,0.090909,CMT-3d7249cea75a,لجنة التشريع العام والتنظيم العام للإدارة,12,1,,2011-03-23,true
TNP-00679,TNP-00788,committee_comembership,ADV-2005,1,0.090909,CMT-3d7249cea75a,لجنة التشريع العام والتنظيم العام للإدارة,12,1,,2011-03-23,true
TNP-00680,TNP-00691,committee_comembership,ADV-2005,1,0.090909,CMT-df2faa671a25,لجنة التجهيز والخدمات و البيئة,12,1,,2011-03-23,true
TNP-00680,TNP-00705,committee_comembership,ADV-2005,1,0.090909,CMT-df2faa671a25,لجنة التجهيز والخدمات و البيئة,12,1,,2011-03-23,true
TNP-00680,TNP-00710,committee_comembership,ADV-2005,1,0.090909,CMT-df2faa671a25,لجنة التجهيز والخدمات و البيئة,12,1,,2011-03-23,true
TNP-00680,TNP-00717,committee_comembership,ADV-2005,1,0.090909,CMT-df2faa671a25,لجنة التجهيز والخدمات و البيئة,12,1,,2011-03-23,true
TNP-00680,TNP-00720,committee_comembership,ADV-2005,1,0.090909,CMT-df2faa671a25,لجنة التجهيز والخدمات و البيئة,12,1,,2011-03-23,true
TNP-00680,TNP-00722,committee_comembership,ADV-2005,1,0.090909,CMT-df2faa671a25,لجنة التجهيز والخدمات و البيئة,12,1,,2011-03-23,true
TNP-00680,TNP-00733,committee_comembership,ADV-2005,1,0.090909,CMT-df2faa671a25,لجنة التجهيز والخدمات و البيئة,12,1,,2011-03-23,true
TNP-00680,TNP-00734,committee_comembership,ADV-2005,1,0.090909,CMT-df2faa671a25,لجنة التجهيز والخدمات و البيئة,12,1,,2011-03-23,true
